Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCFL_HUMAN.H11MO.0.A	1.82098e-09	CTCF_HUMAN.H11MO.0.A	2.30126e-09	SNAI1_HUMAN.H11MO.0.C	0.264185
pattern_1	SP3_HUMAN.H11MO.0.B	2.12065e-07	KLF3_HUMAN.H11MO.0.B	2.12065e-07	KLF9_HUMAN.H11MO.0.C	3.24839e-06
pattern_2	PO5F1_HUMAN.H11MO.0.A	8.66949e-10	NANOG_HUMAN.H11MO.0.A	3.54885e-09	LEF1_HUMAN.H11MO.0.A	0.00153116
pattern_3	NANOG_HUMAN.H11MO.0.A	3.63829e-10	PO5F1_HUMAN.H11MO.0.A	3.63829e-10	LEF1_HUMAN.H11MO.0.A	0.00495901
pattern_4	ELF1_HUMAN.H11MO.0.A	1.05042e-05	ELF2_HUMAN.H11MO.0.C	1.05042e-05	ETV1_HUMAN.H11MO.0.A	1.05042e-05
pattern_5	NFYB_HUMAN.H11MO.0.A	2.3399e-12	NFYC_HUMAN.H11MO.0.A	2.94166e-08	NFYA_HUMAN.H11MO.0.A	2.00279e-07
pattern_6	AP2C_HUMAN.H11MO.0.A	3.47698e-11	AP2A_HUMAN.H11MO.0.A	6.06847e-10	AP2B_HUMAN.H11MO.0.B	0.0886735
pattern_7	FOSL1_HUMAN.H11MO.0.A	0.000161052	JUND_HUMAN.H11MO.0.A	0.000161052	JUN_HUMAN.H11MO.0.A	0.000169025
pattern_8	NRF1_HUMAN.H11MO.0.A	1.49046e-05	ASCL1_HUMAN.H11MO.0.A	1.0	MXI1_HUMAN.H11MO.0.A	1.0
pattern_9	USF2_HUMAN.H11MO.0.A	4.81805e-06	ATF3_HUMAN.H11MO.0.A	0.00212032	ATF2_HUMAN.H11MO.0.B	0.00217999
pattern_10	THA11_HUMAN.H11MO.0.B	1.28753e-20	ZNF76_HUMAN.H11MO.0.C	1.28753e-20	ZN143_HUMAN.H11MO.0.A	4.48696e-19
pattern_11	SIX1_HUMAN.H11MO.0.A	1.95287e-09	SIX2_HUMAN.H11MO.0.A	2.26339e-07	RXRB_HUMAN.H11MO.0.C	0.140176
pattern_12	RFX2_HUMAN.H11MO.0.A	4.29883e-09	RFX1_HUMAN.H11MO.0.B	6.44825e-09	RFX3_HUMAN.H11MO.0.B	5.30517e-07
pattern_13	KAISO_HUMAN.H11MO.0.A	9.58306e-05	SP2_HUMAN.H11MO.0.A	1.0		
pattern_14	REST_HUMAN.H11MO.0.A	2.71915e-18	ZN335_HUMAN.H11MO.0.A	0.91428	RUNX2_HUMAN.H11MO.0.A	1.0
