Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	2.46356e-15	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	5.50907e-10	ZNF16(Zf)/HEK293-ZNF16.GFP-ChIP-Seq(GSE58341)/Homer	0.201964
pattern_1	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	9.73046e-07	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer	3.50783e-05	KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer	7.00156e-05
pattern_2	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	1.06367e-06	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	1.30435e-05	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	1.89723e-05
pattern_3	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	4.23984e-08	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.00906192	Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer	0.0195351
pattern_4	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	5.74538e-06	Elk1(ETS)/Hela-Elk1-ChIP-Seq(GSE31477)/Homer	8.71251e-06	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer	2.45053e-05
pattern_5	NFY(CCAAT)/Promoter/Homer	3.49521e-09	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.369595	PAX5(Paired,Homeobox)/GM12878-PAX5-ChIP-Seq(GSE32465)/Homer	0.803203
pattern_6	AP-2alpha(AP2)/Hela-AP2alpha-ChIP-Seq(GSE31477)/Homer	1.5148e-05	AP-2gamma(AP2)/MCF7-TFAP2C-ChIP-Seq(GSE21234)/Homer	2.62652e-05	EBF1(EBF)/Near-E2A-ChIP-Seq(GSE21512)/Homer	0.368478
pattern_7	Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	1.06974e-06	JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)/Homer	2.76092e-06	Fosl2(bZIP)/3T3L1-Fosl2-ChIP-Seq(GSE56872)/Homer	2.76092e-06
pattern_8	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	3.61083e-08	NRF(NRF)/Promoter/Homer	6.53336e-07	Egr1(Zf)/K562-Egr1-ChIP-Seq(GSE32465)/Homer	1.0
pattern_9	CRE(bZIP)/Promoter/Homer	1.65824e-05	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer	0.000299898	Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)/Homer	0.000299898
pattern_10	Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer	1.27871e-15	GFY-Staf(?,Zf)/Promoter/Homer	7.33012e-15	GFY(?)/Promoter/Homer	2.92423e-07
pattern_11	Six4(Homeobox)/MCF7-SIX4-ChIP-Seq(Encode)/Homer	9.20175e-11	Six2(Homeobox)/NephronProgenitor-Six2-ChIP-Seq(GSE39837)/Homer	1.48241e-08	Six1(Homeobox)/Myoblast-Six1-ChIP-Chip(GSE20150)/Homer	1.48241e-08
pattern_12	RFX(HTH)/K562-RFX3-ChIP-Seq(SRA012198)/Homer	1.9419e-09	Rfx2(HTH)/LoVo-RFX2-ChIP-Seq(GSE49402)/Homer	2.25346e-09	Rfx1(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	4.17204e-08
pattern_13	GFX(?)/Promoter/Homer	0.000550635	ZBTB33(Zf)/GM12878-ZBTB33-ChIP-Seq(GSE32465)/Homer	0.0127753	E2F1(E2F)/Hela-E2F1-ChIP-Seq(GSE22478)/Homer	1.0
pattern_14	REST-NRSF(Zf)/Jurkat-NRSF-ChIP-Seq/Homer	1.34554e-13	ZNF669(Zf)/HEK293-ZNF669.GFP-ChIP-Seq(GSE58341)/Homer	1.0	Sox6(HMG)/Myotubes-Sox6-ChIP-Seq(GSE32627)/Homer	1.0
