Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_HUMAN.H11MO.0.A	1.42744e-15	CTCFL_HUMAN.H11MO.0.A	3.60378e-07	SNAI1_HUMAN.H11MO.0.C	0.45342
pattern_1	FOSL2_HUMAN.H11MO.0.A	1.50892e-06	JUN_HUMAN.H11MO.0.A	4.88035e-06	FOSB_HUMAN.H11MO.0.A	1.00662e-05
pattern_2	TFAP4_HUMAN.H11MO.0.A	0.00675594	BHA15_HUMAN.H11MO.0.B	0.00675594	PTF1A_HUMAN.H11MO.0.B	0.0084447
pattern_3	FOXK1_HUMAN.H11MO.0.A	0.000925974	FOXA1_HUMAN.H11MO.0.A	0.000925974	FOXA3_HUMAN.H11MO.0.B	0.000925974
pattern_4	SP2_HUMAN.H11MO.0.A	7.53905e-21	SP3_HUMAN.H11MO.0.B	6.8772e-15	KLF3_HUMAN.H11MO.0.B	3.23939e-09
pattern_5	TEAD4_HUMAN.H11MO.0.A	0.141976	TEAD1_HUMAN.H11MO.0.A	0.141976	NF2L2_HUMAN.H11MO.0.A	0.141976
pattern_6	NFYB_HUMAN.H11MO.0.A	4.34018e-11	NFYC_HUMAN.H11MO.0.A	2.2599e-06	NFYA_HUMAN.H11MO.0.A	6.74061e-06
pattern_7	ELK4_HUMAN.H11MO.0.A	1.88564e-06	ELF2_HUMAN.H11MO.0.C	1.88564e-06	GABPA_HUMAN.H11MO.0.A	1.88564e-06
pattern_8	CEBPB_HUMAN.H11MO.0.A	2.01811e-10	CEBPA_HUMAN.H11MO.0.A	2.44784e-07	CEBPD_HUMAN.H11MO.0.C	7.5751e-07
pattern_9	NRF1_HUMAN.H11MO.0.A	3.15142e-06	ASCL1_HUMAN.H11MO.0.A	1.0		
pattern_10	NFIC_HUMAN.H11MO.0.A	3.50694e-09	NFIA_HUMAN.H11MO.0.C	0.000220547	ZN436_HUMAN.H11MO.0.C	0.188971
pattern_11	RUNX3_HUMAN.H11MO.0.A	5.10367e-06	RUNX1_HUMAN.H11MO.0.A	2.19147e-05	RUNX2_HUMAN.H11MO.0.A	0.00018518
pattern_12	ATF1_HUMAN.H11MO.0.B	0.00356245	CREM_HUMAN.H11MO.0.C	0.00356245	CREB1_HUMAN.H11MO.0.A	0.0048823
pattern_13	ATF2_HUMAN.H11MO.0.B	4.95254e-05	CREB1_HUMAN.H11MO.0.A	0.00394191	ATF1_HUMAN.H11MO.0.B	0.0119213
pattern_14	RFX2_HUMAN.H11MO.0.A	2.86007e-06	RFX1_HUMAN.H11MO.0.B	2.86007e-06	RFX3_HUMAN.H11MO.0.B	2.25373e-05
pattern_15	IRF2_HUMAN.H11MO.0.A	1.51451e-06	IRF1_HUMAN.H11MO.0.A	6.04815e-06	PRDM1_HUMAN.H11MO.0.A	9.49194e-06
pattern_16	THA11_HUMAN.H11MO.0.B	3.59954e-21	ZN143_HUMAN.H11MO.0.A	2.12215e-17	ZNF76_HUMAN.H11MO.0.C	2.86046e-17
pattern_17	THAP1_HUMAN.H11MO.0.C	6.94404e-10	TYY1_HUMAN.H11MO.0.A	1.40604e-07	TAF1_HUMAN.H11MO.0.A	7.16077e-05
pattern_18	KAISO_HUMAN.H11MO.0.A	8.07125e-05	COE1_HUMAN.H11MO.0.A	0.999998	HINFP_HUMAN.H11MO.0.C	0.999998
