Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_HUMAN.H11MO.0.A	1.26371e-11	CTCFL_HUMAN.H11MO.0.A	1.49476e-07	ZIC3_HUMAN.H11MO.0.B	0.243513
pattern_1	SP3_HUMAN.H11MO.0.B	1.29176e-14	SP2_HUMAN.H11MO.0.A	1.22807e-13	KLF3_HUMAN.H11MO.0.B	6.17146e-09
pattern_2	NF2L2_HUMAN.H11MO.0.A	0.00123142	BATF_HUMAN.H11MO.0.A	0.00189885	BACH2_HUMAN.H11MO.0.A	0.00189885
pattern_3	ETS1_HUMAN.H11MO.0.A	3.01462e-07	ERG_HUMAN.H11MO.0.A	3.25908e-05	ETV2_HUMAN.H11MO.0.B	9.60305e-05
pattern_4	TFAP4_HUMAN.H11MO.0.A	0.00863142	BHA15_HUMAN.H11MO.0.B	0.00863142	MYOG_HUMAN.H11MO.0.B	0.00863142
pattern_5	RUNX1_HUMAN.H11MO.0.A	1.06684e-05	RUNX3_HUMAN.H11MO.0.A	3.17697e-05	RUNX2_HUMAN.H11MO.0.A	0.000669621
pattern_6	TEAD4_HUMAN.H11MO.0.A	6.59354e-07	TEAD1_HUMAN.H11MO.0.A	1.6376e-06	REL_HUMAN.H11MO.0.B	0.815544
pattern_7	NRF1_HUMAN.H11MO.0.A	0.106654	SP2_HUMAN.H11MO.0.A	0.380609	SP3_HUMAN.H11MO.0.B	0.380609
pattern_8	FOXQ1_HUMAN.H11MO.0.C	0.00683855	FOXP1_HUMAN.H11MO.0.A	0.00683855	FOXJ3_HUMAN.H11MO.0.A	0.0104298
pattern_9	NFYB_HUMAN.H11MO.0.A	8.34773e-08	NFYC_HUMAN.H11MO.0.A	2.02806e-05	NFYA_HUMAN.H11MO.0.A	3.05094e-05
pattern_10	ATF1_HUMAN.H11MO.0.B	0.00122747	CREB1_HUMAN.H11MO.0.A	0.00122747	ATF2_HUMAN.H11MO.0.B	0.00167325
pattern_11	TWST1_HUMAN.H11MO.0.A	0.00382844	NDF1_HUMAN.H11MO.0.A	0.0484554	ZBT18_HUMAN.H11MO.0.C	0.0837608
pattern_12	EGR2_HUMAN.H11MO.0.A	0.0129796	ZN281_HUMAN.H11MO.0.A	0.0165917	ZBT17_HUMAN.H11MO.0.A	0.03417
pattern_13	NFKB1_HUMAN.H11MO.1.B	5.76512e-05	TF65_HUMAN.H11MO.0.A	0.000286461	RELB_HUMAN.H11MO.0.C	0.000536948
pattern_14	SP2_HUMAN.H11MO.0.A	0.000877213	SP1_HUMAN.H11MO.0.A	0.00884009	THAP1_HUMAN.H11MO.0.C	0.00884009
pattern_15	PRDM6_HUMAN.H11MO.0.C	0.000874009	ANDR_HUMAN.H11MO.0.A	0.0168071	NFAC1_HUMAN.H11MO.0.B	0.0168071
pattern_16	SUH_HUMAN.H11MO.0.A	0.0366532	ZNF76_HUMAN.H11MO.0.C	0.200191	THA11_HUMAN.H11MO.0.B	0.200191
pattern_17	ZNF76_HUMAN.H11MO.0.C	8.86986e-18	ZN143_HUMAN.H11MO.0.A	1.37848e-16	THA11_HUMAN.H11MO.0.B	8.9878e-16
pattern_18	RFX2_HUMAN.H11MO.0.A	0.00100208	RFX5_HUMAN.H11MO.0.A	0.00183418	RFX3_HUMAN.H11MO.0.B	0.00183418
pattern_19	RFX3_HUMAN.H11MO.0.B	0.0003451	RFX1_HUMAN.H11MO.0.B	0.000530836	RFX2_HUMAN.H11MO.0.A	0.000530836
