Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	JUN_MA0489.1	1.17043e-06	FOSB+JUNB_MA1135.1	1.17043e-06	FOSL2+JUNB_MA1138.1	1.17043e-06
pattern_1	SP2_MA0516.1	7.78006e-08	SP3_HUMAN.H11MO.0.B	7.78006e-08	SP3_MOUSE.H11MO.0.B	7.78006e-08
pattern_2	CTCF_HUMAN.H11MO.0.A	1.27769e-16	CTCF_MA0139.1	3.06536e-16	CTCF_MOUSE.H11MO.0.A	1.66608e-13
pattern_3	TWST1_MOUSE.H11MO.0.B	8.15205e-14	TWST1_HUMAN.H11MO.0.A	3.40275e-13	TWIST1_MA1123.1	0.0476616
pattern_4	RUNX1_MOUSE.H11MO.0.A	5.25694e-06	RUNX3_HUMAN.H11MO.0.A	7.6136e-06	RUNX1_HUMAN.H11MO.0.A	1.55038e-05
pattern_5	NFYB_HUMAN.H11MO.0.A	5.94586e-11	NFYB_MOUSE.H11MO.0.A	5.94586e-11	NFYC_HUMAN.H11MO.0.A	1.40684e-07
pattern_6	ELF1_HUMAN.H11MO.0.A	3.19387e-06	ETV1_HUMAN.H11MO.0.A	3.19387e-06	ELK4_MA0076.2	3.19387e-06
pattern_7	NRF1_HUMAN.H11MO.0.A	1.2013e-07	NRF1_MOUSE.H11MO.0.A	4.09604e-07	NRF1_NRF_1	7.8776e-07
pattern_8	FOSB+JUNB_MA1136.1	1.7771e-05	FOSL2+JUNB_MA1139.1	1.7771e-05	JDP2_bZIP_2	1.7771e-05
pattern_9	FOSL1+JUND_MA1142.1	0.0123551	FOSL2+JUND_MA1144.1	0.0123551	FOSB+JUNB_MA1135.1	0.0123551
pattern_10	NFKB1_HUMAN.H11MO.1.B	0.000656237	NFKB1_MOUSE.H11MO.0.A	0.000656237	RELA_MA0107.1	0.000668502
pattern_11	ZNF76_HUMAN.H11MO.0.C	7.6729e-21	ZN143_HUMAN.H11MO.0.A	1.36896e-20	ZN143_MOUSE.H11MO.0.A	8.60225e-20
pattern_12	ETS1_HUMAN.H11MO.0.A	0.0346925	ETS1_MOUSE.H11MO.0.A	0.0347841	ERG_HUMAN.H11MO.0.A	0.0347841
pattern_13	JUN_MA0489.1	0.000220856	BATF+JUN_MA0462.1	0.00662391	ELF2_MOUSE.H11MO.0.C	0.022274
pattern_14	NFIC_HUMAN.H11MO.0.A	3.90835e-06	NFIB_MOUSE.H11MO.0.C	0.00447111	NFIA_HUMAN.H11MO.0.C	0.015988
pattern_15	KAISO_HUMAN.H11MO.0.A	0.00152448	KAISO_MOUSE.H11MO.0.B	0.00152448	ZBTB33_MA0527.1	0.00152448
