Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)/Homer	9.66364e-09	Atf3(bZIP)/GBM-ATF3-ChIP-Seq(GSE33912)/Homer	1.76385e-08	Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	1.76385e-08
pattern_1	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	2.48989e-06	Sp5(Zf)/mES-Sp5.Flag-ChIP-Seq(GSE72989)/Homer	2.48989e-06	Sp1(Zf)/Promoter/Homer	2.98678e-05
pattern_2	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	2.56967e-11	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	2.63372e-11	THRb(NR)/HepG2-THRb.Flag-ChIP-Seq(Encode)/Homer	0.0491175
pattern_3	Pitx1:Ebox(Homeobox,bHLH)/Hindlimb-Pitx1-ChIP-Seq(GSE41591)/Homer	2.22088e-11	TCF4(bHLH)/SHSY5Y-TCF4-ChIP-Seq(GSE96915)/Homer	0.00311296	Ap4(bHLH)/AML-Tfap4-ChIP-Seq(GSE45738)/Homer	0.00628131
pattern_4	RUNX2(Runt)/PCa-RUNX2-ChIP-Seq(GSE33889)/Homer	1.64231e-06	RUNX(Runt)/HPC7-Runx1-ChIP-Seq(GSE22178)/Homer	1.64231e-06	RUNX1(Runt)/Jurkat-RUNX1-ChIP-Seq(GSE29180)/Homer	6.15875e-06
pattern_5	NFY(CCAAT)/Promoter/Homer	3.2557e-11	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.274185	DLX2(Homeobox)/BasalGanglia-Dlx2-ChIP-seq(GSE124936)/Homer	0.845774
pattern_6	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	6.00791e-06	Elk1(ETS)/Hela-Elk1-ChIP-Seq(GSE31477)/Homer	5.76689e-05	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer	0.000119509
pattern_7	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	1.0407e-08	NRF(NRF)/Promoter/Homer	1.10404e-07	Snail1(Zf)/LS174T-SNAIL1.HA-ChIP-Seq(GSE127183)/Homer	1.0
pattern_8	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer	2.67522e-06	JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	3.99245e-06	Atf1(bZIP)/K562-ATF1-ChIP-Seq(GSE31477)/Homer	3.99245e-06
pattern_9	JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)/Homer	0.00299927	Fos(bZIP)/TSC-Fos-ChIP-Seq(GSE110950)/Homer	0.00299927	Fra1(bZIP)/BT549-Fra1-ChIP-Seq(GSE46166)/Homer	0.00299927
pattern_10	NFkB-p65-Rel(RHD)/ThioMac-LPS-Expression(GSE23622)/Homer	4.19213e-05	NFkB-p65(RHD)/GM12787-p65-ChIP-Seq(GSE19485)/Homer	0.000351526	NFkB-p50,p52(RHD)/Monocyte-p50-ChIP-Chip(Schreiber_et_al.)/Homer	0.00880316
pattern_11	GFY-Staf(?,Zf)/Promoter/Homer	1.24616e-18	Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer	5.69187e-17	GFY(?)/Promoter/Homer	4.03593e-07
pattern_12	ETS:RUNX(ETS,Runt)/Jurkat-RUNX1-ChIP-Seq(GSE17954)/Homer	1.14987e-08	ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)/Homer	0.00162283	ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)/Homer	0.00358031
pattern_13	ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)/Homer	0.0134011	NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer	0.0134011	ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)/Homer	0.0134011
pattern_14	Tlx?(NR)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	1.10034e-11	NF1(CTF)/LNCAP-NF1-ChIP-Seq(Unpublished)/Homer	0.000245966	Smad2(MAD)/ES-SMAD2-ChIP-Seq(GSE29422)/Homer	0.209098
pattern_15	GFX(?)/Promoter/Homer	0.00103104	ZBTB33(Zf)/GM12878-ZBTB33-ChIP-Seq(GSE32465)/Homer	0.0351725	E2F4(E2F)/K562-E2F4-ChIP-Seq(GSE31477)/Homer	0.821072
