Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_MA0139.1	6.19292e-10	CTCFL_HUMAN.H11MO.0.A	6.19292e-10	CTCF_HUMAN.H11MO.0.A	6.78683e-10
pattern_1	SP3_HUMAN.H11MO.0.B	7.14982e-08	SP3_MOUSE.H11MO.0.B	7.14982e-08	KLF3_HUMAN.H11MO.0.B	7.38427e-08
pattern_2	PO5F1_HUMAN.H11MO.0.A	4.00428e-10	PO5F1_MOUSE.H11MO.0.A	1.26709e-09	NANOG_HUMAN.H11MO.0.A	1.26709e-09
pattern_3	AP2C_HUMAN.H11MO.0.A	7.81313e-07	AP2A_HUMAN.H11MO.0.A	3.46773e-06	AP2C_MOUSE.H11MO.0.A	6.56833e-05
pattern_4	NANOG_MOUSE.H11MO.0.A	2.4921e-11	SOX2_MOUSE.H11MO.0.A	8.61541e-11	PO5F1_MOUSE.H11MO.0.A	1.94341e-08
pattern_5	NFYB_HUMAN.H11MO.0.A	4.6635e-09	NFYB_MOUSE.H11MO.0.A	4.6635e-09	NFYC_HUMAN.H11MO.0.A	5.83505e-05
pattern_6	NRF1_MOUSE.H11MO.0.A	1.99925e-07	NRF1_MA0506.1	1.2154e-06	NRF1_HUMAN.H11MO.0.A	1.2755e-05
pattern_7	ELK4_MA0076.2	1.17954e-05	FLI1_MOUSE.H11MO.0.A	1.17954e-05	ETV1_HUMAN.H11MO.0.A	1.17954e-05
pattern_8	ETV4_HUMAN.H11MO.0.B	0.0248528	ETV5_HUMAN.H11MO.0.C	0.0248528	ETV2_HUMAN.H11MO.0.B	0.0248528
pattern_9	ZN143_MOUSE.H11MO.0.A	1.62516e-22	ZN143_HUMAN.H11MO.0.A	4.95598e-21	ZNF76_HUMAN.H11MO.0.C	1.05156e-20
pattern_10	JUND_HUMAN.H11MO.0.A	3.55977e-06	FOSL2_HUMAN.H11MO.0.A	3.55977e-06	JUN_HUMAN.H11MO.0.A	4.80639e-06
pattern_11	USF2_HUMAN.H11MO.0.A	4.79056e-05	USF2_MOUSE.H11MO.0.A	4.79056e-05	CREB1_MA0018.3	0.00108855
pattern_12	RFX1_HUMAN.H11MO.0.B	1.95304e-12	RFX1_MOUSE.H11MO.0.A	1.95304e-12	RFX3_MOUSE.H11MO.0.C	1.87178e-11
pattern_13	SIX1_HUMAN.H11MO.0.A	4.01977e-10	SIX2_MOUSE.H11MO.0.A	8.44708e-10	SIX2_HUMAN.H11MO.0.A	4.52988e-08
pattern_14	REST_HUMAN.H11MO.0.A	3.49008e-20	REST_MOUSE.H11MO.0.A	1.96539e-18	REST_MA0138.2	2.1895e-18
pattern_15	KAISO_HUMAN.H11MO.0.A	0.000138896	KAISO_MOUSE.H11MO.0.B	0.000138896	ZBTB33_MA0527.1	0.000138896
pattern_16	HOXC10_homeodomain_1	0.963654	HOXC11_homeodomain_4	0.963654	FOXJ3_forkhead_3	0.963654
pattern_17	SP2_HUMAN.H11MO.0.A	0.00979591	SP2_MOUSE.H11MO.0.B	0.00979591	ZBT17_MOUSE.H11MO.0.A	0.0455146
