Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	1.82533e-14	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	4.70501e-10	ZNF16(Zf)/HEK293-ZNF16.GFP-ChIP-Seq(GSE58341)/Homer	0.195984
pattern_1	Sp1(Zf)/Promoter/Homer	3.33008e-08	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer	1.16126e-06	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	2.10994e-06
pattern_2	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	2.19044e-07	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	3.32128e-06	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	2.76646e-05
pattern_3	AP-2alpha(AP2)/Hela-AP2alpha-ChIP-Seq(GSE31477)/Homer	9.08763e-06	AP-2gamma(AP2)/MCF7-TFAP2C-ChIP-Seq(GSE21234)/Homer	1.75979e-05	THRb(NR)/HepG2-THRb.Flag-ChIP-Seq(Encode)/Homer	0.535024
pattern_4	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	4.8864e-06	Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer	0.00690303	Sox17(HMG)/Endoderm-Sox17-ChIP-Seq(GSE61475)/Homer	0.119097
pattern_5	NFY(CCAAT)/Promoter/Homer	1.53974e-09	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.272928	Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer	0.717068
pattern_6	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	1.87097e-06	NRF(NRF)/Promoter/Homer	3.75613e-06	Slug(Zf)/Mesoderm-Snai2-ChIP-Seq(GSE61475)/Homer	1.0
pattern_7	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	4.53871e-06	Elk1(ETS)/Hela-Elk1-ChIP-Seq(GSE31477)/Homer	9.84452e-05	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer	0.00016148
pattern_8	ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)/Homer	0.00394936	ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)/Homer	0.00394936	EWS:ERG-fusion(ETS)/CADO_ES1-EWS:ERG-ChIP-Seq(SRA014231)/Homer	0.00817071
pattern_9	GFY-Staf(?,Zf)/Promoter/Homer	1.78063e-17	Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer	1.02106e-15	GFY(?)/Promoter/Homer	5.10673e-07
pattern_10	Fra2(bZIP)/Striatum-Fra2-ChIP-Seq(GSE43429)/Homer	1.75973e-06	AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer	4.52804e-06	Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	1.05628e-05
pattern_11	CRE(bZIP)/Promoter/Homer	3.04069e-06	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer	8.16626e-05	Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)/Homer	0.000100979
pattern_12	RFX(HTH)/K562-RFX3-ChIP-Seq(SRA012198)/Homer	2.87084e-10	Rfx2(HTH)/LoVo-RFX2-ChIP-Seq(GSE49402)/Homer	1.12661e-09	Rfx1(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	1.35467e-07
pattern_13	Six4(Homeobox)/MCF7-SIX4-ChIP-Seq(Encode)/Homer	1.38635e-10	Six2(Homeobox)/NephronProgenitor-Six2-ChIP-Seq(GSE39837)/Homer	1.18109e-09	Six1(Homeobox)/Myoblast-Six1-ChIP-Chip(GSE20150)/Homer	8.45229e-09
pattern_14	REST-NRSF(Zf)/Jurkat-NRSF-ChIP-Seq/Homer	1.19001e-13	ZNF669(Zf)/HEK293-ZNF669.GFP-ChIP-Seq(GSE58341)/Homer	1.0	Sox6(HMG)/Myotubes-Sox6-ChIP-Seq(GSE32627)/Homer	1.0
pattern_15	GFX(?)/Promoter/Homer	0.000897599	ZBTB33(Zf)/GM12878-ZBTB33-ChIP-Seq(GSE32465)/Homer	0.00322376	E2F1(E2F)/Hela-E2F1-ChIP-Seq(GSE22478)/Homer	0.999999
pattern_16	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.9326	OCT:OCT(POU,Homeobox,IR1)/NPC-Brn2-ChIP-Seq(GSE35496)/Homer	0.9326	RUNX2(Runt)/PCa-RUNX2-ChIP-Seq(GSE33889)/Homer	0.9326
pattern_17	Elk1(ETS)/Hela-Elk1-ChIP-Seq(GSE31477)/Homer	0.11937	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	0.11937	ETS(ETS)/Promoter/Homer	0.11937
