Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_HUMAN.H11MO.0.A	1.70658e-14	CTCFL_HUMAN.H11MO.0.A	1.84355e-07	SNAI1_HUMAN.H11MO.0.C	0.44813
pattern_1	SP3_HUMAN.H11MO.0.B	5.25616e-08	SP2_HUMAN.H11MO.0.A	1.02024e-07	KLF3_HUMAN.H11MO.0.B	5.42009e-07
pattern_2	PO5F1_HUMAN.H11MO.0.A	2.38006e-15	NANOG_HUMAN.H11MO.0.A	8.52568e-15	LEF1_HUMAN.H11MO.0.A	0.00162122
pattern_3	JUN_HUMAN.H11MO.0.A	1.28254e-06	FOSL2_HUMAN.H11MO.0.A	1.28254e-06	FOSB_HUMAN.H11MO.0.A	7.98948e-06
pattern_4	NFYB_HUMAN.H11MO.0.A	8.34892e-11	NFYC_HUMAN.H11MO.0.A	9.79584e-08	NFYA_HUMAN.H11MO.0.A	3.92288e-07
pattern_5	ETV1_HUMAN.H11MO.0.A	3.28529e-05	ELK4_HUMAN.H11MO.0.A	3.77071e-05	GABPA_HUMAN.H11MO.0.A	8.70743e-05
pattern_6	ETS1_HUMAN.H11MO.0.A	3.33275e-05	ERG_HUMAN.H11MO.0.A	3.33275e-05	ETV2_HUMAN.H11MO.0.B	4.44367e-05
pattern_7	ATF3_HUMAN.H11MO.0.A	0.000270453	ATF2_HUMAN.H11MO.0.B	0.00101138	ATF1_HUMAN.H11MO.0.B	0.00133858
pattern_8	NRF1_HUMAN.H11MO.0.A	3.18892e-07	ASCL1_HUMAN.H11MO.0.A	1.0	SNAI2_HUMAN.H11MO.0.A	1.0
pattern_9	TEAD4_HUMAN.H11MO.0.A	0.0180824	TEAD1_HUMAN.H11MO.0.A	0.186522	NR1I3_HUMAN.H11MO.0.C	0.213987
pattern_10	ZN143_HUMAN.H11MO.0.A	4.39259e-21	ZNF76_HUMAN.H11MO.0.C	3.35501e-19	THA11_HUMAN.H11MO.0.B	6.38018e-17
pattern_11	SP2_HUMAN.H11MO.0.A	0.045417	SP1_HUMAN.H11MO.0.A	0.0728528	MBD2_HUMAN.H11MO.0.B	0.114064
pattern_12	TWST1_HUMAN.H11MO.0.A	1.07045e-14	OLIG2_HUMAN.H11MO.0.B	0.010535	ZNF85_HUMAN.H11MO.0.C	0.14803
pattern_13	RUNX3_HUMAN.H11MO.0.A	2.38807e-05	RUNX1_HUMAN.H11MO.0.A	0.000114724	PEBB_HUMAN.H11MO.0.C	0.000221277
pattern_14	TAF1_HUMAN.H11MO.0.A	6.26185e-05	TYY1_HUMAN.H11MO.0.A	6.26185e-05	THAP1_HUMAN.H11MO.0.C	0.000979905
pattern_15	RFX2_HUMAN.H11MO.0.A	6.56836e-11	RFX1_HUMAN.H11MO.0.B	6.56836e-11	RFX3_HUMAN.H11MO.0.B	1.73441e-06
pattern_16	NFIC_HUMAN.H11MO.0.A	6.55895e-11	NFIA_HUMAN.H11MO.0.C	8.72014e-05	ZN322_HUMAN.H11MO.0.B	0.139125
pattern_17	KAISO_HUMAN.H11MO.0.A	1.15251e-08	TFE3_HUMAN.H11MO.0.B	1.0	MITF_HUMAN.H11MO.0.A	1.0
pattern_18	SIX1_HUMAN.H11MO.0.A	2.4242e-10	SIX2_HUMAN.H11MO.0.A	2.55372e-07	RXRB_HUMAN.H11MO.0.C	0.121029
pattern_19	AP2C_HUMAN.H11MO.0.A	3.11759e-08	AP2A_HUMAN.H11MO.0.A	3.33271e-08	AP2B_HUMAN.H11MO.0.B	0.251302
