Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_MA0139.1	3.55422e-26	CTCF_HUMAN.H11MO.0.A	1.86441e-21	CTCF_MOUSE.H11MO.0.A	1.15831e-16
pattern_1	FOSL1+JUNB_MA1137.1	3.45763e-08	FOS+JUN_MA0099.3	9.74145e-08	FOSL2+JUN_MA1130.1	8.54344e-07
pattern_2	SP2_MA0516.1	2.96228e-09	SP3_HUMAN.H11MO.0.B	1.03597e-08	SP3_MOUSE.H11MO.0.B	1.03597e-08
pattern_3	TEAD3_MA0808.1	0.00406395	TEAD3_TEA_2	0.00406395	TEAD1_MOUSE.H11MO.0.A	0.160925
pattern_4	NFYB_HUMAN.H11MO.0.A	6.52228e-10	NFYB_MOUSE.H11MO.0.A	6.52228e-10	NFYC_HUMAN.H11MO.0.A	4.23613e-05
pattern_5	ELK4_MA0076.2	4.31433e-05	ETV1_HUMAN.H11MO.0.A	4.9706e-05	Gabpa_MA0062.2	4.9706e-05
pattern_6	NFIC_HUMAN.H11MO.0.A	3.5887e-09	NFIB_MOUSE.H11MO.0.C	4.05578e-07	NFIA_HUMAN.H11MO.0.C	1.40144e-05
pattern_7	NRF1_HUMAN.H11MO.0.A	1.80701e-06	NRF1_MOUSE.H11MO.0.A	1.80701e-06	NRF1_NRF_1	1.41158e-05
pattern_8	RUNX1_MOUSE.H11MO.0.A	5.2782e-06	PEBB_HUMAN.H11MO.0.C	5.2782e-06	PEBB_MOUSE.H11MO.0.C	5.2782e-06
pattern_9	CREB1_MA0018.3	4.37123e-05	ATF1_MOUSE.H11MO.0.B	0.000259912	CREB3_bZIP_1	0.000259912
pattern_10	ATF2_HUMAN.H11MO.0.B	7.68243e-07	ATF2_MOUSE.H11MO.0.A	7.68243e-07	Jdp2.mouse_bZIP_2	2.69525e-06
pattern_11	ZN143_HUMAN.H11MO.0.A	1.10297e-21	ZN143_MOUSE.H11MO.0.A	1.10297e-21	ZNF76_HUMAN.H11MO.0.C	2.83101e-21
pattern_12	TWST1_HUMAN.H11MO.0.A	6.17158e-22	TWST1_MOUSE.H11MO.0.B	9.61535e-17	TWIST1_MA1123.1	0.0154798
pattern_13	FOXC2_MA0846.1	0.000200867	FOXC2_forkhead_3	0.000200867	FOXJ3_forkhead_1	0.000629672
pattern_14	ETV2_HUMAN.H11MO.0.B	0.00522644	ETV2_MOUSE.H11MO.0.A	0.00522644	ETV4_HUMAN.H11MO.0.B	0.00522644
pattern_15	JUN_MA0489.1	0.00415235	BATF+JUN_MA0462.1	0.00938934	ELF2_MOUSE.H11MO.0.C	0.0432434
pattern_16	TYY1_HUMAN.H11MO.0.A	1.56505e-06	TYY1_MOUSE.H11MO.0.A	6.54607e-06	YY1_MA0095.2	7.87922e-06
pattern_17	ETS1_HUMAN.H11MO.0.A	0.00604469	ETS1_MOUSE.H11MO.0.A	0.00683364	ERG_HUMAN.H11MO.0.A	0.00749152
pattern_18	RFX2_MOUSE.H11MO.0.A	7.80543e-13	Rfx1_MA0509.1	2.37068e-09	RFX3_MOUSE.H11MO.0.C	2.37068e-09
pattern_19	IRF1_MA0050.2	1.71743e-11	IRF1_MOUSE.H11MO.0.A	1.83805e-08	IRF2_HUMAN.H11MO.0.A	2.72459e-08
pattern_20	ZBTB33_MA0527.1	2.5611e-05	KAISO_HUMAN.H11MO.0.A	2.5611e-05	KAISO_MOUSE.H11MO.0.B	2.5611e-05
pattern_21	CEBPB_MOUSE.H11MO.0.A	0.00213023	CEBPB_HUMAN.H11MO.0.A	0.00213023	CEBPD_HUMAN.H11MO.0.C	0.00213023
pattern_22	RFX2_HUMAN.H11MO.0.A	1.02666e-05	RFX3_MOUSE.H11MO.0.C	1.02666e-05	RFX2_MOUSE.H11MO.0.A	1.02666e-05
pattern_23	RFX2_RFX_2	5.84937e-07	Rfx2.mouse_RFX_2	5.84937e-07	RFX3_RFX_2	5.84937e-07
pattern_24	ZNF524_C2H2_2	1.0	IRF8_IRF_2	1.0	IRF8_MA0652.1	1.0
pattern_25	ZNF524_C2H2_2	0.95082	ESRRA_nuclearreceptor_6	0.95082	ESRRA_nuclearreceptor_3	1.0
