Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_MA0139.1	4.25833e-10	CTCF_HUMAN.H11MO.0.A	8.53126e-10	CTCFL_HUMAN.H11MO.0.A	8.97063e-10
pattern_1	SP3_HUMAN.H11MO.0.B	7.36112e-08	SP3_MOUSE.H11MO.0.B	7.36112e-08	SP1_MA0079.3	7.36112e-08
pattern_2	PO5F1_MOUSE.H11MO.0.A	1.28339e-15	PO5F1_HUMAN.H11MO.0.A	3.3187e-15	NANOG_HUMAN.H11MO.0.A	7.32112e-14
pattern_3	AP2C_HUMAN.H11MO.0.A	1.78371e-06	AP2A_HUMAN.H11MO.0.A	8.99943e-06	AP2A_MOUSE.H11MO.0.A	4.69743e-05
pattern_4	NFYB_HUMAN.H11MO.0.A	3.69973e-10	NFYB_MOUSE.H11MO.0.A	3.69973e-10	NFYC_HUMAN.H11MO.0.A	3.4028e-07
pattern_5	ELK1_MOUSE.H11MO.0.B	2.05339e-06	Gabpa_MA0062.2	2.05339e-06	ELK4_MA0076.2	2.05339e-06
pattern_6	NRF1_MOUSE.H11MO.0.A	1.39992e-07	NRF1_HUMAN.H11MO.0.A	9.1554e-07	NRF1_NRF_1	1.36888e-05
pattern_7	ZN143_HUMAN.H11MO.0.A	3.38054e-21	ZN143_MOUSE.H11MO.0.A	3.38054e-21	ZNF76_HUMAN.H11MO.0.C	1.08861e-18
pattern_8	FOSL2_MOUSE.H11MO.0.A	1.33895e-06	JUND_HUMAN.H11MO.0.A	1.33895e-06	JUN_MOUSE.H11MO.0.A	4.54709e-06
pattern_9	CREB1_MA0018.3	2.23001e-05	CREB3_bZIP_1	0.000316164	ATF3_HUMAN.H11MO.0.A	0.000395476
pattern_10	REST_MA0138.2	2.46784e-21	REST_HUMAN.H11MO.0.A	3.96778e-21	REST_MOUSE.H11MO.0.A	1.16673e-19
pattern_11	SP2_HUMAN.H11MO.0.A	3.18365e-05	SP2_MOUSE.H11MO.0.B	3.18365e-05	SP3_HUMAN.H11MO.0.B	0.00201883
pattern_12	KAISO_HUMAN.H11MO.0.A	0.00142837	KAISO_MOUSE.H11MO.0.B	0.00142837	ZBTB33_MA0527.1	0.0019566
pattern_13	RFX1_HUMAN.H11MO.0.B	3.3579e-12	RFX1_MOUSE.H11MO.0.A	3.3579e-12	RFX3_MOUSE.H11MO.0.C	3.3579e-12
pattern_14	SP2_HUMAN.H11MO.0.A	0.00247028	SP2_MOUSE.H11MO.0.B	0.00247028	SP3_HUMAN.H11MO.0.B	0.00794359
pattern_15	ZBT14_HUMAN.H11MO.0.C	1.0	SP2_HUMAN.H11MO.0.A	1.0	SP2_MOUSE.H11MO.0.B	1.0
pattern_16	AP2C_HUMAN.H11MO.0.A	0.970713	AP2A_MOUSE.H11MO.0.A	0.970713	ELF2_MOUSE.H11MO.0.C	0.970713
pattern_17	POU5F1B_MA0792.1	0.121946	POU5F1P1_POU_1	0.121946	POU2F3_POU_1	0.121946
pattern_18	Pou5f1+Sox2_MA0142.1	0.169316	NANOG_HUMAN.H11MO.0.A	0.169316	NANOG_MOUSE.H11MO.0.A	0.169316
pattern_19	SOX10_MA0442.2	0.06852	SOX2_HUMAN.H11MO.0.A	0.06852	FOXB1_forkhead_4	0.06852
