Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	Sp1(Zf)/Promoter/Homer	1.16708e-08	Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	4.41442e-05	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	0.000201607
pattern_1	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	1.3851e-11	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	3.0813e-09	Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer	0.0286105
pattern_2	NF-E2(bZIP)/K562-NFE2-ChIP-Seq(GSE31477)/Homer	0.00455309	Nrf2(bZIP)/Lymphoblast-Nrf2-ChIP-Seq(GSE37589)/Homer	0.00455309	Bach1(bZIP)/K562-Bach1-ChIP-Seq(GSE31477)/Homer	0.00455309
pattern_3	Tcf21(bHLH)/ArterySmoothMuscle-Tcf21-ChIP-Seq(GSE61369)/Homer	0.000234782	MyoG(bHLH)/C2C12-MyoG-ChIP-Seq(GSE36024)/Homer	0.000234782	Myf5(bHLH)/GM-Myf5-ChIP-Seq(GSE24852)/Homer	0.000313042
pattern_4	TEAD2(TEA)/Py2T-Tead2-ChIP-Seq(GSE55709)/Homer	1.62283e-06	TEAD4(TEA)/Tropoblast-Tead4-ChIP-Seq(GSE37350)/Homer	5.89715e-06	TEAD(TEA)/Fibroblast-PU.1-ChIP-Seq(Unpublished)/Homer	9.31794e-06
pattern_5	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	9.06992e-06	ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)/Homer	2.15693e-05	ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)/Homer	7.22794e-05
pattern_6	Foxf1(Forkhead)/Lung-Foxf1-ChIP-Seq(GSE77951)/Homer	0.00222058	FoxL2(Forkhead)/Ovary-FoxL2-ChIP-Seq(GSE60858)/Homer	0.00222058	Foxo3(Forkhead)/U2OS-Foxo3-ChIP-Seq(E-MTAB-2701)/Homer	0.0159302
pattern_7	Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)/Homer	1.24904e-07	c-Jun-CRE(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	1.24904e-07	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer	3.13013e-07
pattern_8	NRF(NRF)/Promoter/Homer	6.49505e-07	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	2.81806e-05	bHLHE40(bHLH)/HepG2-BHLHE40-ChIP-Seq(GSE31477)/Homer	1.0
pattern_9	NFY(CCAAT)/Promoter/Homer	1.98552e-05	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.388804	Pknox1(Homeobox)/ES-Prep1-ChIP-Seq(GSE63282)/Homer	0.483821
pattern_10	RUNX1(Runt)/Jurkat-RUNX1-ChIP-Seq(GSE29180)/Homer	0.00019444	RUNX(Runt)/HPC7-Runx1-ChIP-Seq(GSE22178)/Homer	0.00255001	RUNX2(Runt)/PCa-RUNX2-ChIP-Seq(GSE33889)/Homer	0.00261265
pattern_11	Sp1(Zf)/Promoter/Homer	1.0	Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	1.0	Zfp281(Zf)/ES-Zfp281-ChIP-Seq(GSE81042)/Homer	1.0
pattern_12	PAX3:FKHR-fusion(Paired,Homeobox)/Rh4-PAX3:FKHR-ChIP-Seq(GSE19063)/Homer	0.0854647	Fos(bZIP)/TSC-Fos-ChIP-Seq(GSE110950)/Homer	0.0854647	NF-E2(bZIP)/K562-NFE2-ChIP-Seq(GSE31477)/Homer	0.0854647
pattern_13	Rfx1(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	0.000124688	X-box(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	0.000124688	RFX(HTH)/K562-RFX3-ChIP-Seq(SRA012198)/Homer	0.000124688
pattern_14	FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	0.0687242	NF1:FOXA1(CTF,Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	1.0		
pattern_15	GFY-Staf(?,Zf)/Promoter/Homer	3.47945e-16	Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer	8.85274e-14	GFY(?)/Promoter/Homer	7.24246e-07
pattern_16	PRDM1(Zf)/Hela-PRDM1-ChIP-Seq(GSE31477)/Homer	0.000299126	IRF1(IRF)/PBMC-IRF1-ChIP-Seq(GSE43036)/Homer	0.000480079	IRF2(IRF)/Erythroblas-IRF2-ChIP-Seq(GSE36985)/Homer	0.00230665
