Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	SP3_HUMAN.H11MO.0.B	2.1345e-13	SP2_HUMAN.H11MO.0.A	3.13833e-12	KLF3_HUMAN.H11MO.0.B	5.68084e-08
pattern_1	CTCF_HUMAN.H11MO.0.A	2.87039e-11	CTCFL_HUMAN.H11MO.0.A	1.6047e-06	ZIC3_HUMAN.H11MO.0.B	0.132212
pattern_2	JUND_HUMAN.H11MO.0.A	0.00116032	FOSL1_HUMAN.H11MO.0.A	0.00116032	FOSB_HUMAN.H11MO.0.A	0.00116032
pattern_3	MYOG_HUMAN.H11MO.0.B	0.0175512	MYOD1_HUMAN.H11MO.0.A	0.0175512	TFE2_HUMAN.H11MO.0.A	0.0175512
pattern_4	TEAD4_HUMAN.H11MO.0.A	2.12348e-08	TEAD1_HUMAN.H11MO.0.A	5.53996e-06	REL_HUMAN.H11MO.0.B	0.396469
pattern_5	ETS1_HUMAN.H11MO.0.A	1.52197e-05	ELF1_HUMAN.H11MO.0.A	1.52197e-05	ETV1_HUMAN.H11MO.0.A	1.65003e-05
pattern_6	FOXP2_HUMAN.H11MO.0.C	0.0319295	FOXO3_HUMAN.H11MO.0.B	0.0319295	FOXK1_HUMAN.H11MO.0.A	0.0319295
pattern_7	ATF2_HUMAN.H11MO.0.B	6.5897e-05	CREB1_HUMAN.H11MO.0.A	0.000955368	CREM_HUMAN.H11MO.0.C	0.00133474
pattern_8	NRF1_HUMAN.H11MO.0.A	0.00470647	MXI1_HUMAN.H11MO.0.A	0.858935	KLF3_HUMAN.H11MO.0.B	1.0
pattern_9	NFYB_HUMAN.H11MO.0.A	1.14416e-11	NFYC_HUMAN.H11MO.0.A	3.13033e-08	NFYA_HUMAN.H11MO.0.A	1.20971e-06
pattern_10	RUNX1_HUMAN.H11MO.0.A	0.000579216	RUNX2_HUMAN.H11MO.0.A	0.000742307	RUNX3_HUMAN.H11MO.0.A	0.000742307
pattern_11	SP2_HUMAN.H11MO.0.A	0.00175333	TAF1_HUMAN.H11MO.0.A	0.00626439	SP1_HUMAN.H11MO.0.A	0.00626439
pattern_12	FOSB_HUMAN.H11MO.0.A	0.0939403	JUN_HUMAN.H11MO.0.A	0.0939403	NF2L2_HUMAN.H11MO.0.A	0.0939403
pattern_13	RFX2_HUMAN.H11MO.0.A	0.000259496	RFX3_HUMAN.H11MO.0.B	0.000345915	RFX1_HUMAN.H11MO.0.B	0.000345915
pattern_14	PRDM6_HUMAN.H11MO.0.C	0.00249552	ANDR_HUMAN.H11MO.0.A	0.0152	FOXJ3_HUMAN.H11MO.0.A	0.0152
pattern_15	ZN143_HUMAN.H11MO.0.A	4.39431e-21	THA11_HUMAN.H11MO.0.B	7.51171e-18	ZNF76_HUMAN.H11MO.0.C	6.79553e-17
pattern_16	PRDM1_HUMAN.H11MO.0.A	1.85157e-05	IRF2_HUMAN.H11MO.0.A	3.20808e-05	IRF8_HUMAN.H11MO.0.B	3.20808e-05
