Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	7.30688e-14	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	4.03877e-11	Bcl11a(Zf)/HSPC-BCL11A-ChIP-Seq(GSE104676)/Homer	0.0554443
pattern_1	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer	3.78796e-06	Sp1(Zf)/Promoter/Homer	1.3685e-05	Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	1.89973e-05
pattern_2	NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer	9.89692e-08	JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)/Homer	2.24801e-07	Atf3(bZIP)/GBM-ATF3-ChIP-Seq(GSE33912)/Homer	2.24801e-07
pattern_3	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	2.09041e-07	Elk1(ETS)/Hela-Elk1-ChIP-Seq(GSE31477)/Homer	2.80084e-05	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer	0.000147269
pattern_4	Atf1(bZIP)/K562-ATF1-ChIP-Seq(GSE31477)/Homer	0.000115905	CRE(bZIP)/Promoter/Homer	0.000115905	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer	0.000132299
pattern_5	NFY(CCAAT)/Promoter/Homer	1.27237e-10	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.27803	ZSCAN22(Zf)/HEK293-ZSCAN22.GFP-ChIP-Seq(GSE58341)/Homer	0.54031
pattern_6	Tlx?(NR)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	2.23461e-09	NF1(CTF)/LNCAP-NF1-ChIP-Seq(Unpublished)/Homer	2.15087e-07	ZNF322(Zf)/HEK293-ZNF322.GFP-ChIP-Seq(GSE58341)/Homer	0.0148034
pattern_7	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	3.63983e-08	NRF(NRF)/Promoter/Homer	2.24926e-06	ZNF416(Zf)/HEK293-ZNF416.GFP-ChIP-Seq(GSE58341)/Homer	1.0
pattern_8	TEAD(TEA)/Fibroblast-PU.1-ChIP-Seq(Unpublished)/Homer	0.0187748	TEAD3(TEA)/HepG2-TEAD3-ChIP-Seq(Encode)/Homer	0.0187748	TEAD1(TEAD)/HepG2-TEAD1-ChIP-Seq(Encode)/Homer	0.0214453
pattern_9	GFY-Staf(?,Zf)/Promoter/Homer	2.67792e-18	Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer	2.08463e-17	GFY(?)/Promoter/Homer	5.72064e-07
pattern_10	FoxL2(Forkhead)/Ovary-FoxL2-ChIP-Seq(GSE60858)/Homer	0.000451624	Foxf1(Forkhead)/Lung-Foxf1-ChIP-Seq(GSE77951)/Homer	0.000968426	FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	0.00176681
pattern_11	RUNX1(Runt)/Jurkat-RUNX1-ChIP-Seq(GSE29180)/Homer	1.07807e-05	RUNX2(Runt)/PCa-RUNX2-ChIP-Seq(GSE33889)/Homer	0.000130703	RUNX(Runt)/HPC7-Runx1-ChIP-Seq(GSE22178)/Homer	0.00044393
pattern_12	Pitx1:Ebox(Homeobox,bHLH)/Hindlimb-Pitx1-ChIP-Seq(GSE41591)/Homer	2.36278e-11	TCF4(bHLH)/SHSY5Y-TCF4-ChIP-Seq(GSE96915)/Homer	0.00174922	BHLHA15(bHLH)/NIH3T3-BHLHB8.HA-ChIP-Seq(GSE119782)/Homer	0.00897665
pattern_13	YY1(Zf)/Promoter/Homer	5.72126e-08	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	0.333911	ZNF165(Zf)/WHIM12-ZNF165-ChIP-Seq(GSE65937)/Homer	0.397539
pattern_14	RFX(HTH)/K562-RFX3-ChIP-Seq(SRA012198)/Homer	6.60405e-11	Rfx2(HTH)/LoVo-RFX2-ChIP-Seq(GSE49402)/Homer	6.60405e-11	Rfx1(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	3.64585e-07
pattern_15	CEBP(bZIP)/ThioMac-CEBPb-ChIP-Seq(GSE21512)/Homer	0.000160035	NFIL3(bZIP)/HepG2-NFIL3-ChIP-Seq(Encode)/Homer	0.116155	HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)/Homer	0.116155
pattern_16	GFX(?)/Promoter/Homer	0.000552971	ZBTB33(Zf)/GM12878-ZBTB33-ChIP-Seq(GSE32465)/Homer	0.00227566	E2F1(E2F)/Hela-E2F1-ChIP-Seq(GSE22478)/Homer	0.999963
pattern_17	Rfx6(HTH)/Min6b1-Rfx6.HA-ChIP-Seq(GSE62844)/Homer	0.000379301	Rfx5(HTH)/GM12878-Rfx5-ChIP-Seq(GSE31477)/Homer	0.00103243	RFX(HTH)/K562-RFX3-ChIP-Seq(SRA012198)/Homer	0.00103243
pattern_18	CHR(?)/Hela-CellCycle-Expression/Homer	1.0	ZNF519(Zf)/HEK293-ZNF519.GFP-ChIP-Seq(GSE58341)/Homer	1.0		
