Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	KLF3_HUMAN.H11MO.0.B	1.02452e-05	KLF6_HUMAN.H11MO.0.A	2.50968e-05	KLF1_HUMAN.H11MO.0.A	2.50968e-05
pattern_1	PO5F1_HUMAN.H11MO.0.A	2.57581e-08	NANOG_HUMAN.H11MO.0.A	1.13226e-07	PO3F1_HUMAN.H11MO.0.C	0.00020971
pattern_2	CTCF_HUMAN.H11MO.0.A	6.7365e-12	CTCFL_HUMAN.H11MO.0.A	1.61644e-06	ZIC3_HUMAN.H11MO.0.B	0.107165
pattern_3	NANOG_HUMAN.H11MO.0.A	0.000112545	PO5F1_HUMAN.H11MO.0.A	0.000112545	SOX2_HUMAN.H11MO.0.A	0.00202536
pattern_4	JUND_HUMAN.H11MO.0.A	9.43243e-06	JUN_HUMAN.H11MO.0.A	9.43243e-06	FOSL2_HUMAN.H11MO.0.A	9.43243e-06
pattern_5	ETS1_HUMAN.H11MO.0.A	2.60514e-06	ERG_HUMAN.H11MO.0.A	0.000101875	EHF_HUMAN.H11MO.0.B	0.000133996
pattern_6	MYOG_HUMAN.H11MO.0.B	0.0033563	TFE2_HUMAN.H11MO.0.A	0.0033563	MYOD1_HUMAN.H11MO.0.A	0.0033563
pattern_7	TEAD4_HUMAN.H11MO.0.A	1.96218e-07	TEAD1_HUMAN.H11MO.0.A	1.4592e-05	P63_HUMAN.H11MO.0.A	0.421583
pattern_8	NRF1_HUMAN.H11MO.0.A	0.00474061	HEN1_HUMAN.H11MO.0.C	1.0	ZBT14_HUMAN.H11MO.0.C	1.0
pattern_9	SP2_HUMAN.H11MO.0.A	0.000266029	SP1_HUMAN.H11MO.0.A	0.000617524	PATZ1_HUMAN.H11MO.0.C	0.0015817
pattern_10	NFYB_HUMAN.H11MO.0.A	2.19505e-12	NFYC_HUMAN.H11MO.0.A	3.0486e-07	NFYA_HUMAN.H11MO.0.A	1.70377e-06
pattern_11	ZN143_HUMAN.H11MO.0.A	1.32003e-19	ZNF76_HUMAN.H11MO.0.C	6.87748e-19	THA11_HUMAN.H11MO.0.B	5.35701e-17
pattern_12	PRDM6_HUMAN.H11MO.0.C	0.00428734	ANDR_HUMAN.H11MO.0.A	0.0147191	FOXJ3_HUMAN.H11MO.0.A	0.0228308
pattern_13	CREB1_HUMAN.H11MO.0.A	5.80282e-05	ATF2_HUMAN.H11MO.0.B	7.7524e-05	ATF1_HUMAN.H11MO.0.B	7.7524e-05
pattern_14	RUNX2_HUMAN.H11MO.0.A	4.85599e-05	RUNX1_HUMAN.H11MO.0.A	4.85599e-05	RUNX3_HUMAN.H11MO.0.A	0.00013348
pattern_15	RFX3_HUMAN.H11MO.0.B	6.27778e-08	RFX2_HUMAN.H11MO.0.A	5.56422e-06	RFX1_HUMAN.H11MO.0.B	1.10352e-05
pattern_16	USF2_HUMAN.H11MO.0.A	6.13155e-08	USF1_HUMAN.H11MO.0.A	4.48294e-07	MITF_HUMAN.H11MO.0.A	2.34198e-05
pattern_17	ZNF76_HUMAN.H11MO.0.C	2.28734e-05	THA11_HUMAN.H11MO.0.B	0.00133701	ZN143_HUMAN.H11MO.0.A	0.00133701
pattern_18	IRF3_HUMAN.H11MO.0.B	0.0180301	MAZ_HUMAN.H11MO.0.A	0.0200632	VEZF1_HUMAN.H11MO.0.C	0.0200632
pattern_19	THA11_HUMAN.H11MO.0.B	0.00398047	ZN143_HUMAN.H11MO.0.A	0.00398047	ZNF76_HUMAN.H11MO.0.C	0.104925
pattern_20	AP2C_HUMAN.H11MO.0.A	0.00172562	AP2A_HUMAN.H11MO.0.A	0.00810942	AP2B_HUMAN.H11MO.0.B	0.167227
pattern_21	EGR2_HUMAN.H11MO.0.A	1.0	EGR1_HUMAN.H11MO.0.A	1.0		
pattern_22	AP2A_HUMAN.H11MO.0.A	0.000144526	AP2C_HUMAN.H11MO.0.A	0.000700501	PRD14_HUMAN.H11MO.0.A	0.471085
pattern_23	AP2C_HUMAN.H11MO.0.A	0.0007665	AP2A_HUMAN.H11MO.0.A	0.0007665	CEBPG_HUMAN.H11MO.0.B	0.405125
pattern_24	OTX2_HUMAN.H11MO.0.A	0.704697	KLF4_HUMAN.H11MO.0.A	1.0	REST_HUMAN.H11MO.0.A	1.0
