Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	SP3_HUMAN.H11MO.0.B	1.73708e-11	KLF3_HUMAN.H11MO.0.B	1.72279e-07	SP2_HUMAN.H11MO.0.A	1.72279e-07
pattern_1	CTCF_HUMAN.H11MO.0.A	3.15492e-12	CTCFL_HUMAN.H11MO.0.A	1.02612e-06	ZIC3_HUMAN.H11MO.0.B	0.105789
pattern_2	BACH2_HUMAN.H11MO.0.A	0.000711134	NFE2_HUMAN.H11MO.0.A	0.000711134	BACH1_HUMAN.H11MO.0.A	0.000711134
pattern_3	PO5F1_HUMAN.H11MO.0.A	6.75862e-08	NANOG_HUMAN.H11MO.0.A	2.55917e-07	PO3F1_HUMAN.H11MO.0.C	0.00052673
pattern_4	ETS1_HUMAN.H11MO.0.A	2.92003e-06	EHF_HUMAN.H11MO.0.B	0.00013718	ELF1_HUMAN.H11MO.0.A	0.00013718
pattern_5	NANOG_HUMAN.H11MO.0.A	0.000125193	PO5F1_HUMAN.H11MO.0.A	0.000199624	SOX2_HUMAN.H11MO.0.A	0.00176225
pattern_6	TEAD4_HUMAN.H11MO.0.A	3.51873e-07	TEAD1_HUMAN.H11MO.0.A	4.51556e-06	P63_HUMAN.H11MO.0.A	0.289038
pattern_7	NRF1_HUMAN.H11MO.0.A	0.00735765	AP2B_HUMAN.H11MO.0.B	1.0	ZBT14_HUMAN.H11MO.0.C	1.0
pattern_8	KLF4_HUMAN.H11MO.0.A	0.00630001	KLF5_HUMAN.H11MO.0.A	0.0146758	KLF1_HUMAN.H11MO.0.A	0.177658
pattern_9	SP2_HUMAN.H11MO.0.A	0.00035336	SP1_HUMAN.H11MO.0.A	0.00148577	PATZ1_HUMAN.H11MO.0.C	0.00166277
pattern_10	NFYB_HUMAN.H11MO.0.A	2.34457e-13	NFYC_HUMAN.H11MO.0.A	1.0428e-06	NFYA_HUMAN.H11MO.0.A	2.39012e-06
pattern_11	PRDM6_HUMAN.H11MO.0.C	0.00246082	ANDR_HUMAN.H11MO.0.A	0.0163382	FOXJ3_HUMAN.H11MO.0.A	0.0324916
pattern_12	RFX2_HUMAN.H11MO.0.A	1.83562e-07	RFX1_HUMAN.H11MO.0.B	0.000137515	RFX3_HUMAN.H11MO.0.B	0.000894647
pattern_13	ZNF76_HUMAN.H11MO.0.C	4.51849e-17	THA11_HUMAN.H11MO.0.B	2.64605e-15	ZN143_HUMAN.H11MO.0.A	1.36119e-14
pattern_14	MYF6_HUMAN.H11MO.0.C	0.0184027	LYL1_HUMAN.H11MO.0.A	0.0184027	BHA15_HUMAN.H11MO.0.B	0.0477143
pattern_15	ATF2_HUMAN.H11MO.0.B	0.000282051	ATF1_HUMAN.H11MO.0.B	0.000619634	CREB1_HUMAN.H11MO.0.A	0.000619634
pattern_16	AP2C_HUMAN.H11MO.0.A	1.62796e-06	AP2A_HUMAN.H11MO.0.A	1.91965e-06	AP2B_HUMAN.H11MO.0.B	0.524096
pattern_17	EGR2_HUMAN.H11MO.0.A	1.0	EGR1_HUMAN.H11MO.0.A	1.0		
