1	.98505358150028200789	38423	39006
2	.97828917957589068786	50332	51449
3	.98561763731844632634	20833	21137
4	.95866948993540432603	35767	37309
5	.85053543750880653797	24145	28388
6	.45621235188985238631	13784	30214
7	.53429787234042553191	12556	23500
8	.82698522203260593297	22776	27541
9	.84812509048791081511	5858	6907
10	.72797707493101252388	13718	18844
11	.77070574094213267700	13465	17471
12	.75745102523058159920	9937	13119
13	.63390232337600758653	13369	21090
14	.96093286777785097832	14586	15179
15	.90006752194463200540	21328	23696
16	.95164706965891996438	30998	32573
17	.92953994512373797916	34894	37539
18	.98354430379746835443	19425	19750
19	.98122508596293704165	32246	32863
20	.97537154989384288747	27564	28260
