Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	2.85025e-16	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	3.22764e-14	Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer	0.172325
pattern_1	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	4.11662e-05	Sp1(Zf)/Promoter/Homer	4.91596e-05	Sp5(Zf)/mES-Sp5.Flag-ChIP-Seq(GSE72989)/Homer	0.000108045
pattern_2	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	2.80329e-08	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	4.27264e-08	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	0.000211957
pattern_3	TEAD2(TEA)/Py2T-Tead2-ChIP-Seq(GSE55709)/Homer	0.000301963	TEAD4(TEA)/Tropoblast-Tead4-ChIP-Seq(GSE37350)/Homer	0.000301963	TEAD(TEA)/Fibroblast-PU.1-ChIP-Seq(Unpublished)/Homer	0.00128407
pattern_4	NFY(CCAAT)/Promoter/Homer	4.61721e-08	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.275801	Pknox1(Homeobox)/ES-Prep1-ChIP-Seq(GSE63282)/Homer	0.748631
pattern_5	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.00375312	Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer	0.00419519	Sox17(HMG)/Endoderm-Sox17-ChIP-Seq(GSE61475)/Homer	0.166889
pattern_6	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	1.17774e-05	Elk1(ETS)/Hela-Elk1-ChIP-Seq(GSE31477)/Homer	4.49621e-05	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer	0.000334323
pattern_7	NRF(NRF)/Promoter/Homer	4.20849e-05	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	9.57686e-05	Egr2(Zf)/Thymocytes-Egr2-ChIP-Seq(GSE34254)/Homer	1.0
pattern_8	Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer	1.04435e-06	Zic2(Zf)/ESC-Zic2-ChIP-Seq(SRP197560)/Homer	1.99622e-05	Zic(Zf)/Cerebellum-ZIC1.2-ChIP-Seq(GSE60731)/Homer	0.00777453
pattern_9	AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer	0.000189154	Fra2(bZIP)/Striatum-Fra2-ChIP-Seq(GSE43429)/Homer	0.000189154	Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	0.000509409
pattern_10	CRE(bZIP)/Promoter/Homer	7.97824e-06	Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)/Homer	5.28522e-05	JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	6.60985e-05
pattern_11	Six4(Homeobox)/MCF7-SIX4-ChIP-Seq(Encode)/Homer	1.08879e-11	Six1(Homeobox)/Myoblast-Six1-ChIP-Chip(GSE20150)/Homer	8.48584e-10	Six2(Homeobox)/NephronProgenitor-Six2-ChIP-Seq(GSE39837)/Homer	2.67097e-09
