Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_MA0139.1	8.2027e-24	CTCF_HUMAN.H11MO.0.A	3.82582e-19	CTCF_MOUSE.H11MO.0.A	3.74532e-16
pattern_1	FOSL2_HUMAN.H11MO.0.A	6.77086e-08	JUN_HUMAN.H11MO.0.A	2.98182e-07	FOSB_HUMAN.H11MO.0.A	2.29019e-06
pattern_2	SP2_HUMAN.H11MO.0.A	8.49288e-17	SP2_MOUSE.H11MO.0.B	8.49288e-17	SP3_HUMAN.H11MO.0.B	3.76551e-15
pattern_3	FOXL2_MOUSE.H11MO.0.C	1.37355e-06	Foxc1.mouse_forkhead_2	0.000214916	FOXL1_MA0033.2	0.000631198
pattern_4	TWST1_HUMAN.H11MO.0.A	0.00045797	TWST1_MOUSE.H11MO.0.B	0.00045797	OLIG2_HUMAN.H11MO.0.B	0.023788
pattern_5	NFYB_HUMAN.H11MO.0.A	1.8563e-09	NFYB_MOUSE.H11MO.0.A	1.8563e-09	NFYC_HUMAN.H11MO.0.A	5.92307e-05
pattern_6	NFIC_HUMAN.H11MO.0.A	2.00333e-10	NFIB_MOUSE.H11MO.0.C	1.75984e-06	NFIC+TLX1_MA0119.1	0.000348611
pattern_7	CEBPB_HUMAN.H11MO.0.A	5.15721e-08	CEBPA_MA0102.3	1.24335e-07	CEBPB_MOUSE.H11MO.0.A	7.42162e-07
pattern_8	ELK4_MA0076.2	3.04272e-08	ETV1_HUMAN.H11MO.0.A	1.62769e-06	Gabpa_MA0062.2	1.62769e-06
pattern_9	NRF1_HUMAN.H11MO.0.A	9.02317e-07	NRF1_MOUSE.H11MO.0.A	9.02317e-07	NRF1_MA0506.1	1.51125e-06
pattern_10	TEAD3_MA0808.1	0.000328873	TEAD3_TEA_2	0.000328873	TEAD1_MOUSE.H11MO.0.A	0.0279492
pattern_11	CREB1_MA0018.3	2.02857e-05	JDP2_MA0656.1	3.00936e-05	JDP2_bZIP_4	3.00936e-05
pattern_12	ATF2_HUMAN.H11MO.0.B	6.7814e-06	ATF2_MOUSE.H11MO.0.A	6.7814e-06	FOSB+JUN_MA1127.1	1.53619e-05
pattern_13	ZNF76_HUMAN.H11MO.0.C	1.8145e-21	ZN143_HUMAN.H11MO.0.A	5.71496e-20	ZN143_MOUSE.H11MO.0.A	1.19136e-19
pattern_14	RUNX3_HUMAN.H11MO.0.A	0.000450887	RUNX1_MOUSE.H11MO.0.A	0.00067633	PEBB_HUMAN.H11MO.0.C	0.000881092
pattern_15	POU1F1_POU_1	1.0	BATF_HUMAN.H11MO.0.A	1.0	SMCA1_HUMAN.H11MO.0.C	1.0
pattern_16	RFX3_MOUSE.H11MO.0.C	4.4683e-08	RFX2_MOUSE.H11MO.0.A	2.00387e-07	RFX2_HUMAN.H11MO.0.A	2.00972e-07
pattern_17	IRF1_MA0050.2	6.76051e-11	IRF1_MOUSE.H11MO.0.A	5.42367e-06	IRF2_HUMAN.H11MO.0.A	5.42367e-06
pattern_18	TYY1_HUMAN.H11MO.0.A	2.73008e-06	TYY1_MOUSE.H11MO.0.A	8.32603e-06	YY1_MA0095.2	9.73301e-06
pattern_19	KAISO_HUMAN.H11MO.0.A	1.06926e-05	KAISO_MOUSE.H11MO.0.B	1.06926e-05	ZBTB33_MA0527.1	1.16557e-05
pattern_20	SIX1_HUMAN.H11MO.0.A	3.91166e-09	SIX2_MOUSE.H11MO.0.A	4.14757e-08	SIX2_HUMAN.H11MO.0.A	1.02615e-07
