Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	1.50368e-20	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	5.90695e-12	Bcl11a(Zf)/HSPC-BCL11A-ChIP-Seq(GSE104676)/Homer	0.0235964
pattern_1	Fra2(bZIP)/Striatum-Fra2-ChIP-Seq(GSE43429)/Homer	6.03929e-05	AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer	0.000156026	NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer	0.000156026
pattern_2	Sp1(Zf)/Promoter/Homer	1.518e-08	Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	3.89823e-05	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	4.61989e-05
pattern_3	FoxL2(Forkhead)/Ovary-FoxL2-ChIP-Seq(GSE60858)/Homer	2.12224e-05	Foxf1(Forkhead)/Lung-Foxf1-ChIP-Seq(GSE77951)/Homer	0.000242178	FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	0.000431502
pattern_4	Pitx1:Ebox(Homeobox,bHLH)/Hindlimb-Pitx1-ChIP-Seq(GSE41591)/Homer	8.89813e-05	MyoG(bHLH)/C2C12-MyoG-ChIP-Seq(GSE36024)/Homer	0.0015665	Ap4(bHLH)/AML-Tfap4-ChIP-Seq(GSE45738)/Homer	0.00605517
pattern_5	NFY(CCAAT)/Promoter/Homer	1.81099e-09	ZSCAN22(Zf)/HEK293-ZSCAN22.GFP-ChIP-Seq(GSE58341)/Homer	0.21804	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.21804
pattern_6	Tlx?(NR)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	1.04927e-08	NF1(CTF)/LNCAP-NF1-ChIP-Seq(Unpublished)/Homer	3.69305e-06	NF1-halfsite(CTF)/LNCaP-NF1-ChIP-Seq(Unpublished)/Homer	0.0102336
pattern_7	Atf4(bZIP)/MEF-Atf4-ChIP-Seq(GSE35681)/Homer	0.000569885	Chop(bZIP)/MEF-Chop-ChIP-Seq(GSE35681)/Homer	0.000569885	HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)/Homer	0.00144096
pattern_8	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	1.71338e-06	Elk1(ETS)/Hela-Elk1-ChIP-Seq(GSE31477)/Homer	2.23041e-05	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer	0.00020879
pattern_9	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	1.9257e-08	NRF(NRF)/Promoter/Homer	6.7897e-07	Egr1(Zf)/K562-Egr1-ChIP-Seq(GSE32465)/Homer	1.0
pattern_10	TEAD(TEA)/Fibroblast-PU.1-ChIP-Seq(Unpublished)/Homer	0.00050727	TEAD3(TEA)/HepG2-TEAD3-ChIP-Seq(Encode)/Homer	0.00241806	TEAD1(TEAD)/HepG2-TEAD1-ChIP-Seq(Encode)/Homer	0.00519257
pattern_11	Atf1(bZIP)/K562-ATF1-ChIP-Seq(GSE31477)/Homer	1.90845e-05	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer	2.70454e-05	Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)/Homer	2.70454e-05
