Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	SP3_HUMAN.H11MO.0.B	1.4885e-07	SP1_HUMAN.H11MO.0.A	4.267e-06	SP4_HUMAN.H11MO.0.A	2.38399e-05
pattern_1	CTCF_HUMAN.H11MO.0.A	1.03368e-09	CTCFL_HUMAN.H11MO.0.A	1.5089e-05	ZIC3_HUMAN.H11MO.0.B	0.0134741
pattern_2	NRF1_HUMAN.H11MO.0.A	0.0525005	SP2_HUMAN.H11MO.0.A	0.403969	SP3_HUMAN.H11MO.0.B	0.403969
pattern_3	NANOG_HUMAN.H11MO.0.A	3.64708e-09	PO5F1_HUMAN.H11MO.0.A	3.64708e-09	PO3F1_HUMAN.H11MO.0.C	0.000233011
pattern_4	SOX2_HUMAN.H11MO.0.A	0.00058965	NANOG_HUMAN.H11MO.0.A	0.00058965	PO5F1_HUMAN.H11MO.0.A	0.000802377
pattern_5	ETS1_HUMAN.H11MO.0.A	1.10722e-05	ERG_HUMAN.H11MO.0.A	0.000129493	ETV2_HUMAN.H11MO.0.B	0.000367078
pattern_6	CTCFL_HUMAN.H11MO.0.A	2.45096e-05	CTCF_HUMAN.H11MO.0.A	0.00205813	KLF9_HUMAN.H11MO.0.C	0.471232
pattern_7	AP2C_HUMAN.H11MO.0.A	1.97053e-06	AP2A_HUMAN.H11MO.0.A	3.1654e-06	AP2B_HUMAN.H11MO.0.B	0.0456693
pattern_8	JUNB_HUMAN.H11MO.0.A	0.000996347	FOS_HUMAN.H11MO.0.A	0.000996347	JUND_HUMAN.H11MO.0.A	0.000996347
pattern_9	NFYB_HUMAN.H11MO.0.A	1.5611e-09	NFYC_HUMAN.H11MO.0.A	6.87835e-06	NFYA_HUMAN.H11MO.0.A	1.05715e-05
pattern_10	TEAD4_HUMAN.H11MO.0.A	0.00065722	TEAD1_HUMAN.H11MO.0.A	0.00124555	P63_HUMAN.H11MO.0.A	1.0
pattern_11	REST_HUMAN.H11MO.0.A	4.40194e-09	MYOD1_HUMAN.H11MO.0.A	0.845809	TGIF1_HUMAN.H11MO.0.A	0.845809
pattern_12	ZNF76_HUMAN.H11MO.0.C	6.99214e-13	ZN143_HUMAN.H11MO.0.A	1.00383e-09	THA11_HUMAN.H11MO.0.B	1.83381e-09
pattern_13	PRDM6_HUMAN.H11MO.0.C	0.00417465	ANDR_HUMAN.H11MO.0.A	0.0268283	FOXJ3_HUMAN.H11MO.0.A	0.0302204
pattern_14	HTF4_HUMAN.H11MO.0.A	0.0525645	TFE2_HUMAN.H11MO.0.A	0.0525645	MYOG_HUMAN.H11MO.0.B	0.0525645
pattern_15	RFX2_HUMAN.H11MO.0.A	1.51419e-05	RFX1_HUMAN.H11MO.0.B	1.51419e-05	RFX3_HUMAN.H11MO.0.B	0.000135426
pattern_16	MYOG_HUMAN.H11MO.0.B	0.000460071	MYOD1_HUMAN.H11MO.0.A	0.000985977	MYF6_HUMAN.H11MO.0.C	0.0216676
pattern_17	REST_HUMAN.H11MO.0.A	0.000587191	ZBTB6_HUMAN.H11MO.0.C	0.373504	ATF6A_HUMAN.H11MO.0.B	1.0
pattern_18	USF2_HUMAN.H11MO.0.A	0.00062335	CREM_HUMAN.H11MO.0.C	0.000675313	ATF1_HUMAN.H11MO.0.B	0.00200602
pattern_19	ZN331_HUMAN.H11MO.0.C	0.0763217	ZN563_HUMAN.H11MO.0.C	0.306687	PTF1A_HUMAN.H11MO.0.B	0.306687
pattern_20	USF2_HUMAN.H11MO.0.A	5.49389e-08	USF1_HUMAN.H11MO.0.A	1.49738e-06	MITF_HUMAN.H11MO.0.A	1.37663e-05
pattern_21	EGR2_HUMAN.H11MO.0.A	1.0	EGR1_HUMAN.H11MO.0.A	1.0	KLF5_HUMAN.H11MO.0.A	1.0
pattern_22	SIX2_HUMAN.H11MO.0.A	0.00497862	SIX1_HUMAN.H11MO.0.A	0.0122848	MEIS2_HUMAN.H11MO.0.B	0.164499
pattern_23	REST_HUMAN.H11MO.0.A	4.22097e-05	SMAD3_HUMAN.H11MO.0.B	0.299033	ZBT14_HUMAN.H11MO.0.C	0.299033
