Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	Sp1(Zf)/Promoter/Homer	4.3182e-07	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer	8.98663e-06	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	3.26249e-05
pattern_1	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	3.19099e-10	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	1.49521e-09	Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer	0.00250815
pattern_2	NRF(NRF)/Promoter/Homer	0.00370983	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	0.00370983	GATA:SCL(Zf,bHLH)/Ter119-SCL-ChIP-Seq(GSE18720)/Homer	0.212423
pattern_3	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	9.90029e-08	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	2.37049e-07	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	1.9936e-05
pattern_4	Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer	0.002519	Sox17(HMG)/Endoderm-Sox17-ChIP-Seq(GSE61475)/Homer	0.014863	Sox4(HMG)/proB-Sox4-ChIP-Seq(GSE50066)/Homer	0.014863
pattern_5	ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)/Homer	7.45282e-07	ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)/Homer	5.21343e-06	Etv2(ETS)/ES-ER71-ChIP-Seq(GSE59402)/Homer	0.000344756
pattern_6	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	0.00109493	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	0.0114663	ZNF165(Zf)/WHIM12-ZNF165-ChIP-Seq(GSE65937)/Homer	0.0658648
pattern_7	AP-2alpha(AP2)/Hela-AP2alpha-ChIP-Seq(GSE31477)/Homer	6.27822e-07	AP-2gamma(AP2)/MCF7-TFAP2C-ChIP-Seq(GSE21234)/Homer	3.90175e-05	EBF1(EBF)/Near-E2A-ChIP-Seq(GSE21512)/Homer	0.210365
pattern_8	Nrf2(bZIP)/Lymphoblast-Nrf2-ChIP-Seq(GSE37589)/Homer	0.00340078	NF-E2(bZIP)/K562-NFE2-ChIP-Seq(GSE31477)/Homer	0.00340078	MafA(bZIP)/Islet-MafA-ChIP-Seq(GSE30298)/Homer	0.00472756
pattern_9	NFY(CCAAT)/Promoter/Homer	1.25862e-05	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.190007	Pknox1(Homeobox)/ES-Prep1-ChIP-Seq(GSE63282)/Homer	0.345908
pattern_10	TEAD4(TEA)/Tropoblast-Tead4-ChIP-Seq(GSE37350)/Homer	0.000208575	TEAD2(TEA)/Py2T-Tead2-ChIP-Seq(GSE55709)/Homer	0.000208575	TEAD(TEA)/Fibroblast-PU.1-ChIP-Seq(Unpublished)/Homer	0.000800534
