Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	SP1_HUMAN.H11MO.0.A	1.70446e-07	PATZ1_HUMAN.H11MO.0.C	5.30569e-06	SP3_HUMAN.H11MO.0.B	1.36389e-05
pattern_1	PO2F2_HUMAN.H11MO.0.A	0.04204	PO3F1_HUMAN.H11MO.0.C	0.04204	FOXJ3_HUMAN.H11MO.0.A	0.04204
pattern_2	CTCF_HUMAN.H11MO.0.A	6.98366e-16	CTCFL_HUMAN.H11MO.0.A	1.0174e-07	SNAI1_HUMAN.H11MO.0.C	0.130158
pattern_3	SOX4_HUMAN.H11MO.0.B	0.00135176	SOX2_HUMAN.H11MO.0.A	0.00164891	SOX3_HUMAN.H11MO.0.B	0.00164891
pattern_4	PO3F1_HUMAN.H11MO.0.C	0.00021781	PO5F1_HUMAN.H11MO.0.A	0.00021781	NANOG_HUMAN.H11MO.0.A	0.000518686
pattern_5	KLF4_HUMAN.H11MO.0.A	0.00052722	KLF5_HUMAN.H11MO.0.A	0.00300948	KLF1_HUMAN.H11MO.0.A	0.0216183
pattern_6	NANOG_HUMAN.H11MO.0.A	1.38418e-05	PO5F1_HUMAN.H11MO.0.A	1.38418e-05	PO3F1_HUMAN.H11MO.0.C	0.000870107
pattern_7	PO5F1_HUMAN.H11MO.0.A	0.00204848	NANOG_HUMAN.H11MO.0.A	0.00204848	SOX5_HUMAN.H11MO.0.C	0.00958251
pattern_8	JUN_HUMAN.H11MO.0.A	0.000126323	FOSB_HUMAN.H11MO.0.A	0.000126323	FOSL2_HUMAN.H11MO.0.A	0.000126323
pattern_9	ETV1_HUMAN.H11MO.0.A	5.34893e-07	ELK1_HUMAN.H11MO.0.B	1.87661e-05	ELK4_HUMAN.H11MO.0.A	1.87661e-05
pattern_10	NRF1_HUMAN.H11MO.0.A	0.000194793				
pattern_11	TFAP4_HUMAN.H11MO.0.A	0.0113184	LYL1_HUMAN.H11MO.0.A	0.0113184	BHA15_HUMAN.H11MO.0.B	0.0113754
pattern_12	SP2_HUMAN.H11MO.0.A	7.18273e-05	SP1_HUMAN.H11MO.0.A	0.00157952	SP3_HUMAN.H11MO.0.B	0.00176313
pattern_13	NFYB_HUMAN.H11MO.0.A	1.67609e-12	NFYC_HUMAN.H11MO.0.A	9.36079e-09	NFYA_HUMAN.H11MO.0.A	1.41314e-07
pattern_14	ZN143_HUMAN.H11MO.0.A	3.29327e-19	ZNF76_HUMAN.H11MO.0.C	3.92744e-17	THA11_HUMAN.H11MO.0.B	7.7591e-17
pattern_15	TEAD4_HUMAN.H11MO.0.A	0.00468921	TEAD1_HUMAN.H11MO.0.A	0.00609686	PIT1_HUMAN.H11MO.0.C	0.572545
pattern_16	HXB8_HUMAN.H11MO.0.C	0.934354	PIT1_HUMAN.H11MO.0.C	0.996455	OZF_HUMAN.H11MO.0.C	0.996455
pattern_17	CREM_HUMAN.H11MO.0.C	9.92854e-05	ATF1_HUMAN.H11MO.0.B	0.000112284	CREB1_HUMAN.H11MO.0.A	0.00083006
pattern_18	PRDM6_HUMAN.H11MO.0.C	0.00507291	ANDR_HUMAN.H11MO.0.A	0.024546	FOXJ3_HUMAN.H11MO.0.A	0.033428
pattern_19	EGR2_HUMAN.H11MO.0.A	1.0	EGR1_HUMAN.H11MO.0.A	1.0	KLF5_HUMAN.H11MO.0.A	1.0
pattern_20	RFX2_HUMAN.H11MO.0.A	5.96623e-08	RFX1_HUMAN.H11MO.0.B	2.11899e-06	RFX3_HUMAN.H11MO.0.B	2.69916e-05
pattern_21	IRF3_HUMAN.H11MO.0.B	0.00869557	VEZF1_HUMAN.H11MO.0.C	0.0138876	MAZ_HUMAN.H11MO.0.A	0.0138876
pattern_22	ZN143_HUMAN.H11MO.0.A	1.0	THA11_HUMAN.H11MO.0.B	1.0	ZNF76_HUMAN.H11MO.0.C	1.0
pattern_23	USF2_HUMAN.H11MO.0.A	2.05454e-08	USF1_HUMAN.H11MO.0.A	8.06756e-06	MITF_HUMAN.H11MO.0.A	1.5904e-05
pattern_24	ZNF76_HUMAN.H11MO.0.C	0.000141214	ZN143_HUMAN.H11MO.0.A	0.00511712	THA11_HUMAN.H11MO.0.B	0.00685586
pattern_25	ZN143_HUMAN.H11MO.0.A	4.79035e-06	THA11_HUMAN.H11MO.0.B	4.79035e-06	ZNF76_HUMAN.H11MO.0.C	5.83579e-06
pattern_26	ZN770_HUMAN.H11MO.0.C	6.43387e-09	WT1_HUMAN.H11MO.0.C	0.215607	IKZF1_HUMAN.H11MO.0.C	0.258265
