Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	0.00142055	Sp1(Zf)/Promoter/Homer	0.00702552	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer	0.0287553
pattern_1	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	0.0129919	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.0129919	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.0244214
pattern_2	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	3.13668e-14	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	1.62228e-12	Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer	0.0623623
pattern_3	Sox9(HMG)/Limb-SOX9-ChIP-Seq(GSE73225)/Homer	0.038877	Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer	0.0714418	Sox2(HMG)/mES-Sox2-ChIP-Seq(GSE11431)/Homer	0.0781205
pattern_4	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.00188674	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	0.0332849	OCT:OCT(POU,Homeobox)/NPC-OCT6-ChIP-Seq(GSE43916)/Homer	0.0379767
pattern_5	Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer	4.80717e-07	EKLF(Zf)/Erythrocyte-Klf1-ChIP-Seq(GSE20478)/Homer	7.21075e-07	KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)/Homer	8.64213e-05
pattern_6	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	3.73198e-06	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.0337158	Oct11(POU,Homeobox)/NCIH1048-POU2F3-ChIP-seq(GSE115123)/Homer	0.174726
pattern_7	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.000174166	Sox17(HMG)/Endoderm-Sox17-ChIP-Seq(GSE61475)/Homer	0.284038	Sox7(HMG)/ESC-Sox7-ChIP-Seq(GSE133899)/Homer	0.284038
pattern_8	Fra2(bZIP)/Striatum-Fra2-ChIP-Seq(GSE43429)/Homer	0.0040316	AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer	0.0040316	Fos(bZIP)/TSC-Fos-ChIP-Seq(GSE110950)/Homer	0.0040316
pattern_9	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	5.30262e-06	Elk1(ETS)/Hela-Elk1-ChIP-Seq(GSE31477)/Homer	0.000296902	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer	0.000688318
