Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	SP1_HUMAN.H11MO.0.A	1.80924e-07	PATZ1_HUMAN.H11MO.0.C	2.81424e-06	SP1_MOUSE.H11MO.0.A	5.50536e-06
pattern_1	Pou2f2.mouse_POU_1	0.00678813	POU2F2_POU_2	0.00678813	POU2F1_MA0785.1	0.00828316
pattern_2	CTCF_MA0139.1	2.69036e-17	CTCF_HUMAN.H11MO.0.A	1.29204e-16	CTCF_MOUSE.H11MO.0.A	9.28281e-14
pattern_3	NANOG_MOUSE.H11MO.0.A	0.00423719	SOX2_MOUSE.H11MO.0.A	0.00423719	SOX4_HUMAN.H11MO.0.B	0.00423719
pattern_4	PO5F1_HUMAN.H11MO.0.A	0.00267836	PO3F1_HUMAN.H11MO.0.C	0.00267836	PO5F1_MOUSE.H11MO.0.A	0.00267836
pattern_5	Klf1_MA0493.1	2.00001e-06	KLF9_MA1107.1	0.000286579	KLF4_MOUSE.H11MO.0.A	0.000490188
pattern_6	SOX2_MOUSE.H11MO.0.A	7.57993e-06	PO5F1_MOUSE.H11MO.0.A	2.80668e-05	Pou5f1+Sox2_MA0142.1	2.80668e-05
pattern_7	SOX2_MOUSE.H11MO.0.A	0.0014489	PO5F1_MOUSE.H11MO.0.A	0.00155662	NANOG_MOUSE.H11MO.0.A	0.00217679
pattern_8	FOSL1+JUN_MA1128.1	0.000120982	FOS+JUN_MA0099.3	0.000300763	FOSL2_HUMAN.H11MO.0.A	0.000300763
pattern_9	ETV1_HUMAN.H11MO.0.A	1.64594e-05	ZBTB7A_MA0750.2	1.64594e-05	ELK4_MA0076.2	1.64594e-05
pattern_10	NRF1_MA0506.1	8.77922e-05	NRF1_NRF_1	8.77922e-05	NRF1_HUMAN.H11MO.0.A	8.77922e-05
pattern_11	MSC_MA0665.1	0.00329247	MSC_bHLH_1	0.00329247	Tcf21.mouse_bHLH_1	0.0051624
pattern_12	SP2_HUMAN.H11MO.0.A	2.40978e-05	SP2_MOUSE.H11MO.0.B	2.40978e-05	SP1_MOUSE.H11MO.0.A	3.14676e-05
pattern_13	NFYB_HUMAN.H11MO.0.A	1.66402e-12	NFYB_MOUSE.H11MO.0.A	1.66402e-12	NFYC_HUMAN.H11MO.0.A	2.72399e-08
pattern_14	ZN143_HUMAN.H11MO.0.A	8.39753e-19	ZN143_MOUSE.H11MO.0.A	8.39753e-19	ZNF76_HUMAN.H11MO.0.C	2.64012e-16
pattern_15	TEAD4_HUMAN.H11MO.0.A	0.0199037	TEAD4_MOUSE.H11MO.0.A	0.0199037	TEAD2_MOUSE.H11MO.0.C	0.0214719
pattern_16	POU3F2_POU_1	0.0312858	POU3F4_POU_2	0.0589658	POU3F3_POU_2	0.0589658
pattern_17	CREM_HUMAN.H11MO.0.C	0.000302187	CREM_MOUSE.H11MO.0.C	0.000302187	ATF1_HUMAN.H11MO.0.B	0.000461575
pattern_18	PRDM6_HUMAN.H11MO.0.C	0.121681	ZNF384_MA1125.1	0.121681	STAT1_MOUSE.H11MO.0.A	0.164931
pattern_19	RREB1_MA0073.1	1.0				
pattern_20	RFX2_MOUSE.H11MO.0.A	1.16581e-08	RFX3_MOUSE.H11MO.0.C	1.12538e-07	RFX2_HUMAN.H11MO.0.A	1.33838e-07
pattern_21	IRF3_HUMAN.H11MO.0.B	0.0238487	IRF3_MOUSE.H11MO.0.A	0.0238487	MAZ_HUMAN.H11MO.0.A	0.0445764
pattern_22	SOX8_HMG_7	1.0	SOX8_HMG_2	1.0	ZN143_HUMAN.H11MO.0.A	1.0
pattern_23	USF2_HUMAN.H11MO.0.A	1.76165e-08	USF2_MOUSE.H11MO.0.A	1.76165e-08	ARNTL_bHLH_1	1.2784e-05
pattern_24	ZNF76_HUMAN.H11MO.0.C	0.000629679	ZN143_HUMAN.H11MO.0.A	0.0217793	ZN143_MOUSE.H11MO.0.A	0.0217793
pattern_25	ZN143_HUMAN.H11MO.0.A	1.467e-05	THA11_MOUSE.H11MO.0.B	1.467e-05	THA11_HUMAN.H11MO.0.B	1.467e-05
pattern_26	ZN770_HUMAN.H11MO.0.C	1.30666e-08	WT1_HUMAN.H11MO.0.C	0.363741	WT1_MOUSE.H11MO.0.B	0.363741
