Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	FOSL2_HUMAN.H11MO.0.A	6.1536e-07	JUN_HUMAN.H11MO.0.A	9.57552e-07	FOSB_HUMAN.H11MO.0.A	7.29931e-06
pattern_1	CTCF_HUMAN.H11MO.0.A	1.02678e-16	CTCFL_HUMAN.H11MO.0.A	1.94587e-07	SNAI1_HUMAN.H11MO.0.C	0.348666
pattern_2	SP2_HUMAN.H11MO.0.A	4.64731e-14	SP3_HUMAN.H11MO.0.B	1.00532e-09	SP1_HUMAN.H11MO.0.A	6.19804e-09
pattern_3	NFYB_HUMAN.H11MO.0.A	1.73172e-12	NFYC_HUMAN.H11MO.0.A	9.81714e-07	NFYA_HUMAN.H11MO.0.A	3.26265e-06
pattern_4	TEAD4_HUMAN.H11MO.0.A	0.344263	MAFK_HUMAN.H11MO.0.A	0.344263	NF2L2_HUMAN.H11MO.0.A	0.344263
pattern_5	FOXK1_HUMAN.H11MO.0.A	0.000926969	FOXA1_HUMAN.H11MO.0.A	0.00123596	FOXA3_HUMAN.H11MO.0.B	0.00123596
pattern_6	ELK1_HUMAN.H11MO.0.B	6.2609e-07	ELK4_HUMAN.H11MO.0.A	2.75308e-06	ETV1_HUMAN.H11MO.0.A	5.47773e-06
pattern_7	NRF1_HUMAN.H11MO.0.A	7.75309e-08				
pattern_8	NFIC_HUMAN.H11MO.0.A	1.86926e-06	NFIA_HUMAN.H11MO.0.C	0.000166008	ZN322_HUMAN.H11MO.0.B	0.109273
pattern_9	LYL1_HUMAN.H11MO.0.A	0.00911132	ZBT18_HUMAN.H11MO.0.C	0.00911132	BHA15_HUMAN.H11MO.0.B	0.00911132
pattern_10	RUNX3_HUMAN.H11MO.0.A	2.23137e-05	RUNX1_HUMAN.H11MO.0.A	8.99064e-05	RUNX2_HUMAN.H11MO.0.A	0.000149844
pattern_11	ATF2_HUMAN.H11MO.0.B	7.1721e-06	CREB1_HUMAN.H11MO.0.A	0.0101808	ATF1_HUMAN.H11MO.0.B	0.0190351
pattern_12	ATF1_HUMAN.H11MO.0.B	0.00278877	CREB1_HUMAN.H11MO.0.A	0.00335393	CREM_HUMAN.H11MO.0.C	0.00335393
pattern_13	CEBPA_HUMAN.H11MO.0.A	1.20062e-06	CEBPB_HUMAN.H11MO.0.A	9.49186e-06	CEBPD_HUMAN.H11MO.0.C	0.000112459
pattern_14	RFX2_HUMAN.H11MO.0.A	1.16069e-06	RFX1_HUMAN.H11MO.0.B	4.1698e-06	RFX3_HUMAN.H11MO.0.B	4.60452e-06
pattern_15	THA11_HUMAN.H11MO.0.B	3.26523e-19	ZN143_HUMAN.H11MO.0.A	8.91746e-17	ZNF76_HUMAN.H11MO.0.C	8.91746e-17
pattern_16	TYY1_HUMAN.H11MO.0.A	8.26667e-07	TAF1_HUMAN.H11MO.0.A	7.15071e-05	ZFP42_HUMAN.H11MO.0.A	0.00523533
pattern_17	IRF1_HUMAN.H11MO.0.A	4.12556e-06	PRDM1_HUMAN.H11MO.0.A	4.59708e-06	IRF2_HUMAN.H11MO.0.A	8.11836e-06
pattern_18	KAISO_HUMAN.H11MO.0.A	0.000114601	USF2_HUMAN.H11MO.0.A	1.0	SP1_HUMAN.H11MO.0.A	1.0
