Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	Fra2(bZIP)/Striatum-Fra2-ChIP-Seq(GSE43429)/Homer	0.000141521	AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer	0.000526225	Fos(bZIP)/TSC-Fos-ChIP-Seq(GSE110950)/Homer	0.000526225
pattern_1	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	1.42999e-19	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	3.29751e-13	Bcl11a(Zf)/HSPC-BCL11A-ChIP-Seq(GSE104676)/Homer	0.0098384
pattern_2	Sp1(Zf)/Promoter/Homer	5.88786e-08	Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	5.03854e-05	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer	6.50268e-05
pattern_3	NFY(CCAAT)/Promoter/Homer	9.22549e-10	ZSCAN22(Zf)/HEK293-ZSCAN22.GFP-ChIP-Seq(GSE58341)/Homer	0.256517	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.256517
pattern_4	TEAD(TEA)/Fibroblast-PU.1-ChIP-Seq(Unpublished)/Homer	0.00661026	TEAD3(TEA)/HepG2-TEAD3-ChIP-Seq(Encode)/Homer	0.0193112	TEAD1(TEAD)/HepG2-TEAD1-ChIP-Seq(Encode)/Homer	0.0193112
pattern_5	FoxL2(Forkhead)/Ovary-FoxL2-ChIP-Seq(GSE60858)/Homer	4.39126e-05	Foxf1(Forkhead)/Lung-Foxf1-ChIP-Seq(GSE77951)/Homer	0.000160708	FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	0.00086009
pattern_6	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	1.34664e-05	Elk1(ETS)/Hela-Elk1-ChIP-Seq(GSE31477)/Homer	0.000171239	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer	0.000832024
pattern_7	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	2.13208e-10	NRF(NRF)/Promoter/Homer	7.82738e-07	Egr2(Zf)/Thymocytes-Egr2-ChIP-Seq(GSE34254)/Homer	1.0
pattern_8	NF1(CTF)/LNCAP-NF1-ChIP-Seq(Unpublished)/Homer	7.89034e-08	Tlx?(NR)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	7.15344e-06	NF1-halfsite(CTF)/LNCaP-NF1-ChIP-Seq(Unpublished)/Homer	0.0368054
pattern_9	MyoG(bHLH)/C2C12-MyoG-ChIP-Seq(GSE36024)/Homer	0.000882579	Tcf21(bHLH)/ArterySmoothMuscle-Tcf21-ChIP-Seq(GSE61369)/Homer	0.000882579	Olig2(bHLH)/Neuron-Olig2-ChIP-Seq(GSE30882)/Homer	0.00105379
pattern_10	RUNX2(Runt)/PCa-RUNX2-ChIP-Seq(GSE33889)/Homer	2.22322e-05	RUNX1(Runt)/Jurkat-RUNX1-ChIP-Seq(GSE29180)/Homer	9.07844e-05	RUNX-AML(Runt)/CD4+-PolII-ChIP-Seq(Barski_et_al.)/Homer	0.00236696
pattern_11	c-Jun-CRE(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	0.000114158	Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)/Homer	0.000114158	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer	0.000114158
pattern_12	CRE(bZIP)/Promoter/Homer	1.9402e-05	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer	0.00164797	Atf1(bZIP)/K562-ATF1-ChIP-Seq(GSE31477)/Homer	0.00164797
pattern_13	CEBP(bZIP)/ThioMac-CEBPb-ChIP-Seq(GSE21512)/Homer	0.0191865	HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)/Homer	0.0972164	Atf4(bZIP)/MEF-Atf4-ChIP-Seq(GSE35681)/Homer	0.145531
pattern_14	Rfx2(HTH)/LoVo-RFX2-ChIP-Seq(GSE49402)/Homer	1.67104e-07	RFX(HTH)/K562-RFX3-ChIP-Seq(SRA012198)/Homer	2.68296e-07	Rfx1(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	7.64584e-07
pattern_15	Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer	2.31618e-16	GFY-Staf(?,Zf)/Promoter/Homer	1.98771e-12	GFY(?)/Promoter/Homer	8.48216e-06
pattern_16	YY1(Zf)/Promoter/Homer	1.78797e-07	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	0.501903	ZNF165(Zf)/WHIM12-ZNF165-ChIP-Seq(GSE65937)/Homer	0.501903
pattern_17	IRF1(IRF)/PBMC-IRF1-ChIP-Seq(GSE43036)/Homer	9.87918e-07	IRF2(IRF)/Erythroblas-IRF2-ChIP-Seq(GSE36985)/Homer	9.87918e-07	IRF8(IRF)/BMDM-IRF8-ChIP-Seq(GSE77884)/Homer	1.23172e-06
pattern_18	GFX(?)/Promoter/Homer	4.54686e-05	ZBTB33(Zf)/GM12878-ZBTB33-ChIP-Seq(GSE32465)/Homer	0.00558361	E2F1(E2F)/Hela-E2F1-ChIP-Seq(GSE22478)/Homer	1.0
