Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	PO5F1_MOUSE.H11MO.0.A	2.89461e-12	PO5F1_HUMAN.H11MO.0.A	9.91183e-11	Pou5f1+Sox2_MA0142.1	2.08587e-10
pattern_1	CTCF_MA0139.1	7.90067e-23	CTCF_HUMAN.H11MO.0.A	3.217e-20	CTCF_MOUSE.H11MO.0.A	4.22829e-15
pattern_2	KLF1_MOUSE.H11MO.0.A	6.49265e-06	KLF4_HUMAN.H11MO.0.A	8.52862e-06	KLF5_MA0599.1	8.52862e-06
pattern_3	JUN_HUMAN.H11MO.0.A	2.25045e-05	FOS+JUN_MA0099.3	2.857e-05	FOSB_HUMAN.H11MO.0.A	2.857e-05
pattern_4	NFIC_HUMAN.H11MO.0.A	1.10813e-09	NFIA_HUMAN.H11MO.0.C	2.81758e-05	NFIA_MOUSE.H11MO.0.C	2.81758e-05
pattern_5	NFYB_HUMAN.H11MO.0.A	1.21152e-09	NFYB_MOUSE.H11MO.0.A	1.21152e-09	NFYC_HUMAN.H11MO.0.A	3.9209e-05
pattern_6	TWST1_HUMAN.H11MO.0.A	8.93166e-16	TWST1_MOUSE.H11MO.0.B	8.93166e-16	TWIST1_MA1123.1	0.0030676
pattern_7	GABPA_HUMAN.H11MO.0.A	5.84282e-10	GABPA_MOUSE.H11MO.0.A	5.84282e-10	Gabpa_MA0062.2	9.68764e-09
pattern_8	CREB1_MA0018.3	7.11855e-06	CREB3_bZIP_1	2.96102e-05	JDP2_MA0656.1	0.000222085
pattern_9	NRF1_MOUSE.H11MO.0.A	5.05796e-07	NRF1_NRF_1	5.36756e-06	NRF1_HUMAN.H11MO.0.A	5.36756e-06
pattern_10	ETV2_HUMAN.H11MO.0.B	0.000198917	ETV2_MOUSE.H11MO.0.A	0.000198917	ETS1_HUMAN.H11MO.0.A	0.000198917
pattern_11	ZNF76_HUMAN.H11MO.0.C	7.60295e-21	ZN143_HUMAN.H11MO.0.A	2.56012e-20	ZN143_MOUSE.H11MO.0.A	2.56012e-20
pattern_12	RUNX3_HUMAN.H11MO.0.A	0.000530098	RUNX1_HUMAN.H11MO.0.A	0.00137125	RUNX1_MOUSE.H11MO.0.A	0.00137125
pattern_13	KAISO_HUMAN.H11MO.0.A	1.34497e-05	KAISO_MOUSE.H11MO.0.B	1.34497e-05	ZBTB33_MA0527.1	1.34497e-05
pattern_14	Rfx1_MA0509.1	2.75825e-10	RFX3_MOUSE.H11MO.0.C	2.75825e-10	RFX2_MOUSE.H11MO.0.A	5.83519e-09
pattern_15	TEAD3_MA0808.1	0.06179	TEAD3_TEA_2	0.06179	TEAD1_MOUSE.H11MO.0.A	0.175409
pattern_16	TYY1_HUMAN.H11MO.0.A	9.00617e-06	TAF1_MOUSE.H11MO.0.A	1.71383e-05	TYY1_MOUSE.H11MO.0.A	1.71383e-05
pattern_17	POU2F2_MA0507.1	0.271561	RUNX2_MA0511.2	0.271561	RUNX2_RUNX_3	0.271561
pattern_18	MAFB_HUMAN.H11MO.0.B	0.249499	MAFB_MOUSE.H11MO.0.B	0.249499	JUN_MA0489.1	0.249499
pattern_19	ZNF524_C2H2_2	0.859137				
