Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	PO5F1_HUMAN.H11MO.0.A	8.25079e-13	NANOG_HUMAN.H11MO.0.A	1.86334e-11	PO3F1_HUMAN.H11MO.0.C	7.7244e-05
pattern_1	CTCF_HUMAN.H11MO.0.A	7.71769e-16	CTCFL_HUMAN.H11MO.0.A	2.88826e-07	SNAI1_HUMAN.H11MO.0.C	0.38468
pattern_2	KLF4_HUMAN.H11MO.0.A	4.40494e-06	KLF1_HUMAN.H11MO.0.A	4.40494e-06	KLF5_HUMAN.H11MO.0.A	2.26435e-05
pattern_3	FOSL2_HUMAN.H11MO.0.A	2.597e-06	FOSB_HUMAN.H11MO.0.A	3.29641e-06	JUN_HUMAN.H11MO.0.A	3.29641e-06
pattern_4	NFIC_HUMAN.H11MO.0.A	2.28393e-10	NFIA_HUMAN.H11MO.0.C	1.65743e-05	INSM1_HUMAN.H11MO.0.C	0.211795
pattern_5	NFYB_HUMAN.H11MO.0.A	3.61406e-11	NFYC_HUMAN.H11MO.0.A	1.31202e-06	NFYA_HUMAN.H11MO.0.A	5.80591e-06
pattern_6	TWST1_HUMAN.H11MO.0.A	6.30219e-17	OLIG2_HUMAN.H11MO.0.B	0.0135428	ATOH1_HUMAN.H11MO.0.B	0.0964549
pattern_7	GABPA_HUMAN.H11MO.0.A	7.04861e-11	ELF2_HUMAN.H11MO.0.C	5.97327e-06	ELK1_HUMAN.H11MO.0.B	8.40885e-06
pattern_8	ATF3_HUMAN.H11MO.0.A	0.000554438	ATF2_HUMAN.H11MO.0.B	0.000694034	CREB1_HUMAN.H11MO.0.A	0.00152807
pattern_9	NRF1_HUMAN.H11MO.0.A	4.49267e-06	SNAI2_HUMAN.H11MO.0.A	1.0	ASCL1_HUMAN.H11MO.0.A	1.0
pattern_10	ETV2_HUMAN.H11MO.0.B	3.94013e-05	ETS1_HUMAN.H11MO.0.A	3.94013e-05	ERG_HUMAN.H11MO.0.A	7.4354e-05
pattern_11	ZN143_HUMAN.H11MO.0.A	2.66398e-21	ZNF76_HUMAN.H11MO.0.C	4.34296e-21	THA11_HUMAN.H11MO.0.B	9.82779e-18
pattern_12	RUNX3_HUMAN.H11MO.0.A	4.09027e-05	RUNX1_HUMAN.H11MO.0.A	0.000182398	RUNX2_HUMAN.H11MO.0.A	0.000324654
pattern_13	KAISO_HUMAN.H11MO.0.A	5.21624e-06	ZN121_HUMAN.H11MO.0.C	1.0		
pattern_14	RFX1_HUMAN.H11MO.0.B	1.47046e-09	RFX2_HUMAN.H11MO.0.A	3.74871e-09	RFX3_HUMAN.H11MO.0.B	3.32324e-06
pattern_15	TEAD4_HUMAN.H11MO.0.A	0.189333	SOX2_HUMAN.H11MO.0.A	0.189333	TEAD1_HUMAN.H11MO.0.A	0.189333
pattern_16	TYY1_HUMAN.H11MO.0.A	9.28722e-07	TAF1_HUMAN.H11MO.0.A	2.46856e-05	THAP1_HUMAN.H11MO.0.C	0.00787175
pattern_17	STAT2_HUMAN.H11MO.0.A	0.181533	RUNX3_HUMAN.H11MO.0.A	0.325405	RUNX1_HUMAN.H11MO.0.A	0.455124
pattern_18	MAFB_HUMAN.H11MO.0.B	0.125587	BACH2_HUMAN.H11MO.0.A	0.125587	EGR1_HUMAN.H11MO.0.A	0.279822
pattern_19	ZNF18_HUMAN.H11MO.0.C	1.0	SP2_HUMAN.H11MO.0.A	1.0	ZFX_HUMAN.H11MO.0.A	1.0
