Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	Sp1(Zf)/Promoter/Homer	0.00564266	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	0.00564266	Maz(Zf)/HepG2-Maz-ChIP-Seq(GSE31477)/Homer	0.0099361
pattern_1	Nrf2(bZIP)/Lymphoblast-Nrf2-ChIP-Seq(GSE37589)/Homer	0.00470065	NF-E2(bZIP)/K562-NFE2-ChIP-Seq(GSE31477)/Homer	0.00470065	Bach1(bZIP)/K562-Bach1-ChIP-Seq(GSE31477)/Homer	0.00470065
pattern_2	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	9.18245e-16	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	5.47919e-10	Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer	0.0374962
pattern_3	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	9.05019e-05	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.000308867	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	0.000308867
pattern_4	Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer	0.0160395	Sox9(HMG)/Limb-SOX9-ChIP-Seq(GSE73225)/Homer	0.0165233	Sox4(HMG)/proB-Sox4-ChIP-Seq(GSE50066)/Homer	0.0165233
pattern_5	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.0132708	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	0.0547223	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.0612121
pattern_6	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	5.70218e-06	HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)/Homer	1.0	Pit1+1bp(Homeobox)/GCrat-Pit1-ChIP-Seq(GSE58009)/Homer	1.0
pattern_7	Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer	0.000800317	EKLF(Zf)/Erythrocyte-Klf1-ChIP-Seq(GSE20478)/Homer	0.000800317	KLF10(Zf)/HEK293-KLF10.GFP-ChIP-Seq(GSE58341)/Homer	0.00921063
pattern_8	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	1.53414e-05	Elk1(ETS)/Hela-Elk1-ChIP-Seq(GSE31477)/Homer	4.71706e-05	ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)/Homer	5.80067e-05
pattern_9	NRF(NRF)/Promoter/Homer	4.37254e-05	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	4.37254e-05	bHLHE40(bHLH)/HepG2-BHLHE40-ChIP-Seq(GSE31477)/Homer	0.895606
