Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	SP5_MOUSE.H11MO.0.C	2.34949e-07	SP1_MOUSE.H11MO.0.A	3.80659e-07	ZN467_HUMAN.H11MO.0.C	5.96881e-07
pattern_1	JUN_MOUSE.H11MO.0.A	0.00456652	FOS+JUND_MA1141.1	0.00456652	ATF3_MOUSE.H11MO.0.A	0.00480697
pattern_2	CTCF_HUMAN.H11MO.0.A	4.17508e-17	CTCF_MA0139.1	4.17508e-17	CTCF_MOUSE.H11MO.0.A	3.65176e-14
pattern_3	POU2F3_POU_1	0.000526564	POU5F1B_MA0792.1	0.000526564	POU5F1P1_POU_1	0.000526564
pattern_4	Sox3_MA0514.1	0.0116267	SOX3_HUMAN.H11MO.0.B	0.0214931	SOX3_MOUSE.H11MO.0.C	0.0214931
pattern_5	PO3F1_HUMAN.H11MO.0.C	0.0102303	PO5F1_HUMAN.H11MO.0.A	0.0165479	PO5F1_MOUSE.H11MO.0.A	0.0165479
pattern_6	SOX2_MOUSE.H11MO.0.A	1.20516e-07	NANOG_MOUSE.H11MO.0.A	3.07859e-06	Pou5f1+Sox2_MA0142.1	3.07859e-06
pattern_7	KLF4_MA0039.3	0.00181621	KLF9_MA1107.1	0.00306218	Klf1_MA0493.1	0.00507339
pattern_8	ETV1_HUMAN.H11MO.0.A	2.1786e-05	ELK4_MA0076.2	2.1786e-05	ETS1_MOUSE.H11MO.0.A	2.1786e-05
pattern_9	NRF1_NRF_1	0.000469068	NRF1_MA0506.1	0.000469068	NRF1_MOUSE.H11MO.0.A	0.000489643
pattern_10	NFYB_HUMAN.H11MO.0.A	5.1685e-11	NFYB_MOUSE.H11MO.0.A	5.1685e-11	NFYC_HUMAN.H11MO.0.A	1.56498e-07
pattern_11	LYL1_HUMAN.H11MO.0.A	0.00953839	LYL1_MOUSE.H11MO.0.A	0.00953839	OLIG2_HUMAN.H11MO.0.B	0.0130568
pattern_12	TEAD3_MA0808.1	0.0858673	TEAD3_TEA_2	0.0858673	TEAD1_MA0090.2	0.0858673
pattern_13	SP2_HUMAN.H11MO.0.A	3.38306e-05	SP2_MOUSE.H11MO.0.B	3.38306e-05	SP1_MOUSE.H11MO.0.A	0.000107374
pattern_14	ZN143_MOUSE.H11MO.0.A	2.46796e-19	ZN143_HUMAN.H11MO.0.A	1.19644e-17	THA11_MOUSE.H11MO.0.B	1.0357e-15
pattern_15	TAF1_HUMAN.H11MO.0.A	0.00170629	TAF1_MOUSE.H11MO.0.A	0.00698842	TYY1_HUMAN.H11MO.0.A	0.035971
pattern_16	RUNX1_HUMAN.H11MO.0.A	0.00169953	RUNX1_MA0002.2	0.00698717	RUNX3_HUMAN.H11MO.0.A	0.00698717
pattern_19	SP2_HUMAN.H11MO.0.A	0.000462094	SP2_MOUSE.H11MO.0.B	0.000462094	SP3_HUMAN.H11MO.0.B	0.000462094
pattern_20	CREB1_MA0018.3	5.8244e-06	JDP2_MA0656.1	3.10044e-05	JDP2_bZIP_4	3.10044e-05
pattern_21	PRDM6_HUMAN.H11MO.0.C	0.0693619	ZNF384_MA1125.1	0.0693619	STAT1_MOUSE.H11MO.0.A	0.0885896
pattern_22	ZFX_MOUSE.H11MO.0.B	0.00903147	SP1_MOUSE.H11MO.0.A	0.0276702	Zfx_MA0146.2	0.0276702
pattern_23	CTCFL_MOUSE.H11MO.0.A	2.4214e-05	CTCFL_HUMAN.H11MO.0.A	7.52316e-05	SP1_HUMAN.H11MO.0.A	0.000212892
pattern_24	USF2_HUMAN.H11MO.0.A	2.04756e-10	USF2_MOUSE.H11MO.0.A	2.04756e-10	USF1_MOUSE.H11MO.0.A	4.09559e-06
pattern_25	JUND_MOUSE.H11MO.0.A	0.0812656	FOSL1_HUMAN.H11MO.0.A	0.0812656	FOSL1_MOUSE.H11MO.0.A	0.0812656
pattern_26	CTCFL_HUMAN.H11MO.0.A	0.00872427	SP1_HUMAN.H11MO.0.A	0.0145475	CTCFL_MOUSE.H11MO.0.A	0.0145475
pattern_27	POU2F2_MA0507.1	0.198752	Pou2f2.mouse_POU_2	0.198752	POU3F2_MA0787.1	0.198752
