Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	SP3_HUMAN.H11MO.0.B	4.7104e-06	SP1_HUMAN.H11MO.0.A	5.22428e-06	SP4_HUMAN.H11MO.0.A	1.28913e-05
pattern_1	CTCF_HUMAN.H11MO.0.A	3.11064e-13	CTCFL_HUMAN.H11MO.0.A	1.61285e-07	ZIC3_HUMAN.H11MO.0.B	0.136034
pattern_2	PO5F1_HUMAN.H11MO.0.A	7.70195e-07	NANOG_HUMAN.H11MO.0.A	2.39886e-06	PO2F2_HUMAN.H11MO.0.A	0.000705789
pattern_3	NRF1_HUMAN.H11MO.0.A	0.115065	SP2_HUMAN.H11MO.0.A	0.344272	MBD2_HUMAN.H11MO.0.B	0.46445
pattern_4	NANOG_HUMAN.H11MO.0.A	0.000152102	PO5F1_HUMAN.H11MO.0.A	0.000316187	SOX2_HUMAN.H11MO.0.A	0.00129264
pattern_5	ETS1_HUMAN.H11MO.0.A	3.83853e-06	ERG_HUMAN.H11MO.0.A	3.30696e-05	EHF_HUMAN.H11MO.0.B	0.000393579
pattern_6	CTCFL_HUMAN.H11MO.0.A	3.98738e-08	CTCF_HUMAN.H11MO.0.A	1.5272e-05	KLF8_HUMAN.H11MO.0.C	0.10109
pattern_7	NFE2_HUMAN.H11MO.0.A	0.000796364	NF2L2_HUMAN.H11MO.0.A	0.000796364	FOS_HUMAN.H11MO.0.A	0.000796364
pattern_8	SP3_HUMAN.H11MO.0.B	5.35582e-09	SP2_HUMAN.H11MO.0.A	1.30359e-07	SP1_HUMAN.H11MO.0.A	1.57109e-07
pattern_9	NFYB_HUMAN.H11MO.0.A	1.92461e-07	NFYC_HUMAN.H11MO.0.A	5.31834e-05	NFYA_HUMAN.H11MO.0.A	6.50138e-05
pattern_10	AP2C_HUMAN.H11MO.0.A	0.000613761	AP2A_HUMAN.H11MO.0.A	0.000902452	AP2B_HUMAN.H11MO.0.B	0.0489374
pattern_11	TEAD4_HUMAN.H11MO.0.A	4.66068e-05	TEAD1_HUMAN.H11MO.0.A	0.000144902	P63_HUMAN.H11MO.0.A	0.373561
pattern_12	CTCF_HUMAN.H11MO.0.A	0.00243316	CTCFL_HUMAN.H11MO.0.A	0.0064931	SNAI1_HUMAN.H11MO.0.C	0.157513
pattern_13	ZNF76_HUMAN.H11MO.0.C	1.40533e-12	ZN143_HUMAN.H11MO.0.A	4.6146e-09	THA11_HUMAN.H11MO.0.B	1.30887e-08
pattern_14	PRDM6_HUMAN.H11MO.0.C	0.0031706	ANDR_HUMAN.H11MO.0.A	0.0148246	FOXJ3_HUMAN.H11MO.0.A	0.0231471
pattern_15	REST_HUMAN.H11MO.0.A	3.507e-07	MYOG_HUMAN.H11MO.0.B	0.0694756	MYOD1_HUMAN.H11MO.0.A	0.0694756
pattern_16	REST_HUMAN.H11MO.0.A	0.00338582	CTCFL_HUMAN.H11MO.0.A	0.0324487	SP2_HUMAN.H11MO.0.A	0.142517
pattern_17	EGR2_HUMAN.H11MO.0.A	1.0	EGR1_HUMAN.H11MO.0.A	1.0	KLF5_HUMAN.H11MO.0.A	1.0
pattern_18	USF2_HUMAN.H11MO.0.A	4.9155e-05	CREM_HUMAN.H11MO.0.C	0.00521724	ATF3_HUMAN.H11MO.0.A	0.00521724
pattern_19	ZN549_HUMAN.H11MO.0.C	1.0	ZN770_HUMAN.H11MO.0.C	1.0	REST_HUMAN.H11MO.0.A	1.0
pattern_20	ZSC22_HUMAN.H11MO.0.C	0.232298	ZN770_HUMAN.H11MO.0.C	0.232298	PATZ1_HUMAN.H11MO.0.C	0.232298
