Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	6.44711e-20	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	6.33303e-13	Bcl11a(Zf)/HSPC-BCL11A-ChIP-Seq(GSE104676)/Homer	0.0122035
pattern_1	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer	1.40795e-06	KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer	3.1364e-06	KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)/Homer	7.05192e-05
pattern_2	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	9.32829e-08	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	2.14428e-07	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	1.45872e-05
pattern_3	NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer	3.92721e-05	Fra2(bZIP)/Striatum-Fra2-ChIP-Seq(GSE43429)/Homer	3.92721e-05	JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)/Homer	5.58575e-05
pattern_4	NFY(CCAAT)/Promoter/Homer	2.25753e-08	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.281374	Pknox1(Homeobox)/ES-Prep1-ChIP-Seq(GSE63282)/Homer	0.737732
pattern_5	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.00218309	Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer	0.0260375	Sox17(HMG)/Endoderm-Sox17-ChIP-Seq(GSE61475)/Homer	0.216019
pattern_6	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	2.57663e-06	Elk1(ETS)/Hela-Elk1-ChIP-Seq(GSE31477)/Homer	3.41191e-05	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer	0.000259633
pattern_7	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	9.11541e-08	NRF(NRF)/Promoter/Homer	7.17158e-07	Snail1(Zf)/LS174T-SNAIL1.HA-ChIP-Seq(GSE127183)/Homer	1.0
pattern_8	CRE(bZIP)/Promoter/Homer	3.27328e-06	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer	0.000219619	Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)/Homer	0.000219619
pattern_9	NF1(CTF)/LNCAP-NF1-ChIP-Seq(Unpublished)/Homer	1.18869e-06	Tlx?(NR)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	2.29529e-05	ZNF322(Zf)/HEK293-ZNF322.GFP-ChIP-Seq(GSE58341)/Homer	0.00440504
pattern_10	Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer	1.49483e-16	GFY-Staf(?,Zf)/Promoter/Homer	9.64533e-13	GFY(?)/Promoter/Homer	3.05809e-06
pattern_11	AP-2alpha(AP2)/Hela-AP2alpha-ChIP-Seq(GSE31477)/Homer	3.6595e-07	AP-2gamma(AP2)/MCF7-TFAP2C-ChIP-Seq(GSE21234)/Homer	3.6595e-07	Atf4(bZIP)/MEF-Atf4-ChIP-Seq(GSE35681)/Homer	0.274739
pattern_12	YY1(Zf)/Promoter/Homer	2.51155e-07	ZNF165(Zf)/WHIM12-ZNF165-ChIP-Seq(GSE65937)/Homer	1.0	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	1.0
pattern_13	GFX(?)/Promoter/Homer	0.000102298	ZBTB33(Zf)/GM12878-ZBTB33-ChIP-Seq(GSE32465)/Homer	0.00848371	E2F1(E2F)/Hela-E2F1-ChIP-Seq(GSE22478)/Homer	0.902865
pattern_14	RFX(HTH)/K562-RFX3-ChIP-Seq(SRA012198)/Homer	2.57101e-09	Rfx2(HTH)/LoVo-RFX2-ChIP-Seq(GSE49402)/Homer	3.48494e-09	Rfx1(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	2.29604e-08
pattern_15	ZBTB18(Zf)/HEK293-ZBTB18.GFP-ChIP-Seq(GSE58341)/Homer	0.00461069	TEAD3(TEA)/HepG2-TEAD3-ChIP-Seq(Encode)/Homer	0.0563872	MyoG(bHLH)/C2C12-MyoG-ChIP-Seq(GSE36024)/Homer	0.181563
pattern_16	MafA(bZIP)/Islet-MafA-ChIP-Seq(GSE30298)/Homer	0.807287	NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer	0.807287	Otx2(Homeobox)/EpiLC-Otx2-ChIP-Seq(GSE56098)/Homer	0.807287
pattern_17	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	0.633342	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	0.633342	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.633342
pattern_18	ZNF519(Zf)/HEK293-ZNF519.GFP-ChIP-Seq(GSE58341)/Homer	1.0	HNF6(Homeobox)/Liver-Hnf6-ChIP-Seq(ERP000394)/Homer	1.0		
