Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_HUMAN.H11MO.0.A	3.48925e-17	CTCFL_HUMAN.H11MO.0.A	1.01662e-07	SNAI1_HUMAN.H11MO.0.C	0.310104
pattern_1	KLF5_HUMAN.H11MO.0.A	9.91132e-05	KLF4_HUMAN.H11MO.0.A	9.91132e-05	KLF1_HUMAN.H11MO.0.A	0.000510466
pattern_2	PO5F1_HUMAN.H11MO.0.A	1.68346e-09	NANOG_HUMAN.H11MO.0.A	1.1817e-08	PO3F1_HUMAN.H11MO.0.C	0.000128573
pattern_3	JUN_HUMAN.H11MO.0.A	2.22769e-06	JUND_HUMAN.H11MO.0.A	2.938e-06	FOSL2_HUMAN.H11MO.0.A	2.938e-06
pattern_4	NFYB_HUMAN.H11MO.0.A	6.81925e-13	NFYC_HUMAN.H11MO.0.A	1.0592e-09	NFYA_HUMAN.H11MO.0.A	5.11864e-08
pattern_5	NANOG_HUMAN.H11MO.0.A	1.80398e-05	PO5F1_HUMAN.H11MO.0.A	1.80398e-05	LEF1_HUMAN.H11MO.0.A	0.00261347
pattern_6	ELK4_HUMAN.H11MO.0.A	9.27426e-06	ELF1_HUMAN.H11MO.0.A	9.27426e-06	ELK1_HUMAN.H11MO.0.B	9.27426e-06
pattern_7	NRF1_HUMAN.H11MO.0.A	4.23866e-06	KLF3_HUMAN.H11MO.0.B	0.501713	SP1_HUMAN.H11MO.0.A	0.501713
pattern_8	USF2_HUMAN.H11MO.0.A	1.43826e-06	ATF3_HUMAN.H11MO.0.A	0.000256058	ATF1_HUMAN.H11MO.0.B	0.000701663
pattern_9	NFIC_HUMAN.H11MO.0.A	2.82646e-12	NFIA_HUMAN.H11MO.0.C	3.10501e-05	ZN322_HUMAN.H11MO.0.B	0.0583229
pattern_10	THA11_HUMAN.H11MO.0.B	2.72217e-18	ZNF76_HUMAN.H11MO.0.C	2.20628e-16	ZN143_HUMAN.H11MO.0.A	4.49769e-16
pattern_11	AP2A_HUMAN.H11MO.0.A	5.78336e-09	AP2C_HUMAN.H11MO.0.A	7.99016e-07	AP2B_HUMAN.H11MO.0.B	0.156421
pattern_12	THAP1_HUMAN.H11MO.0.C	1.28876e-07	TYY1_HUMAN.H11MO.0.A	7.98897e-07	TAF1_HUMAN.H11MO.0.A	0.000171778
pattern_13	KAISO_HUMAN.H11MO.0.A	0.000365614	SP2_HUMAN.H11MO.0.A	1.0		
pattern_14	RFX2_HUMAN.H11MO.0.A	3.48951e-09	RFX1_HUMAN.H11MO.0.B	2.14285e-08	RFX3_HUMAN.H11MO.0.B	4.80147e-06
pattern_15	ZBT18_HUMAN.H11MO.0.C	0.230956	FOXK1_HUMAN.H11MO.0.A	0.230956	P53_HUMAN.H11MO.0.A	0.230956
pattern_16	OTX2_HUMAN.H11MO.0.A	0.669116	IKZF1_HUMAN.H11MO.0.C	1.0	CRX_HUMAN.H11MO.0.B	1.0
pattern_17	PO2F2_HUMAN.H11MO.0.A	1.0	NANOG_HUMAN.H11MO.0.A	1.0	PO5F1_HUMAN.H11MO.0.A	1.0
pattern_18	SP1_HUMAN.H11MO.0.A	1.0	ZFX_HUMAN.H11MO.0.A	1.0	KLF6_HUMAN.H11MO.0.A	1.0
