Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	JDP2_bZIP_1	0.000141874	Jdp2.mouse_bZIP_1	0.000141874	BATF+JUN_MA0462.1	0.000141874
pattern_1	SP3_HUMAN.H11MO.0.B	5.12986e-15	SP3_MOUSE.H11MO.0.B	5.12986e-15	SP2_HUMAN.H11MO.0.A	7.69793e-13
pattern_2	CTCF_HUMAN.H11MO.0.A	1.32905e-12	CTCF_MA0139.1	1.32905e-12	CTCF_MOUSE.H11MO.0.A	5.48059e-11
pattern_3	ETS1_HUMAN.H11MO.0.A	1.16053e-06	ETS1_MOUSE.H11MO.0.A	2.43825e-06	ETV4_MOUSE.H11MO.0.B	3.04789e-05
pattern_4	ASCL1_MA1100.1	0.00394505	HEN1_HUMAN.H11MO.0.C	0.00394505	HEN1_MOUSE.H11MO.0.C	0.00394505
pattern_5	TEAD4_MOUSE.H11MO.0.A	5.04445e-07	TEAD4_HUMAN.H11MO.0.A	4.35031e-05	TEAD1_HUMAN.H11MO.0.A	0.000143569
pattern_6	RUNX3_HUMAN.H11MO.0.A	6.32211e-05	RUNX1_HUMAN.H11MO.0.A	6.32211e-05	RUNX1_MA0002.2	6.32211e-05
pattern_7	NRF1_MA0506.1	3.08619e-09	NRF1_MOUSE.H11MO.0.A	0.000533648	NRF1_HUMAN.H11MO.0.A	0.00120251
pattern_8	NFYB_HUMAN.H11MO.0.A	5.74273e-08	NFYB_MOUSE.H11MO.0.A	5.74273e-08	NFYC_HUMAN.H11MO.0.A	1.064e-06
pattern_9	CREM_HUMAN.H11MO.0.C	0.00106334	CREM_MOUSE.H11MO.0.C	0.00106334	CREB1_MA0018.3	0.00106334
pattern_10	TWST1_HUMAN.H11MO.0.A	0.000564461	TWIST1_MA1123.1	0.000564461	ZBTB18_MA0698.1	0.000564461
pattern_11	EGR2_HUMAN.H11MO.0.A	0.024229	EGR2_MOUSE.H11MO.0.A	0.0387738	ZN281_HUMAN.H11MO.0.A	0.0387738
pattern_12	Foxj2_MA0614.1	0.000783889	Foxj3.mouse_forkhead_3	0.000783889	FOXK2_MA1103.1	0.000783889
pattern_13	RELA_MA0107.1	0.00459567	TF65_HUMAN.H11MO.0.A	0.00493042	NFKB1_HUMAN.H11MO.1.B	0.00493042
pattern_14	MEF2D_HUMAN.H11MO.0.A	0.000176815	MEF2D_MOUSE.H11MO.0.A	0.000176815	MEF2B_MA0660.1	0.00111907
pattern_15	IRF1_HUMAN.H11MO.0.A	0.0040419	IRF1_MOUSE.H11MO.0.A	0.0040419	IRF1_MA0050.2	0.00646858
pattern_16	RFX2_MOUSE.H11MO.0.A	1.99686e-08	RFX2_HUMAN.H11MO.0.A	2.7593e-07	RFX3_MOUSE.H11MO.0.C	7.97149e-07
pattern_17	PRDM6_HUMAN.H11MO.0.C	0.0311175	ZNF384_MA1125.1	0.0705291	ANDR_HUMAN.H11MO.0.A	0.180482
pattern_18	ZN143_MOUSE.H11MO.0.A	0.0263126	ZNF76_HUMAN.H11MO.0.C	0.0263126	ZN143_HUMAN.H11MO.0.A	0.0263126
pattern_19	ZN143_MOUSE.H11MO.0.A	6.94914e-21	ZN143_HUMAN.H11MO.0.A	1.4333e-19	ZNF76_HUMAN.H11MO.0.C	7.39173e-19
pattern_20	SIX2_MOUSE.H11MO.0.A	0.000721505	SIX2_HUMAN.H11MO.0.A	0.000721505	SIX4_MOUSE.H11MO.0.C	0.000744488
pattern_21	IRF3_HUMAN.H11MO.0.B	0.0479624	IRF3_MOUSE.H11MO.0.A	0.0479624	MAZ_HUMAN.H11MO.0.A	0.123283
pattern_22	ZBTB33_MA0527.1	3.09597e-08	KAISO_HUMAN.H11MO.0.A	2.8989e-07	KAISO_MOUSE.H11MO.0.B	2.8989e-07
pattern_23	REST_MA0138.2	5.40452e-13	REST_MOUSE.H11MO.0.A	3.20945e-11	REST_HUMAN.H11MO.0.A	3.20945e-11
pattern_24	Rhox11_MA0629.1	1.0	FOXP1_MA0481.2	1.0	ETV2_ETS_1	1.0
pattern_25	REST_HUMAN.H11MO.0.A	0.0384585	REST_MA0138.2	0.0384585	REST_MOUSE.H11MO.0.A	0.0384585
pattern_26	NFAC1_HUMAN.H11MO.0.B	0.355685	FOXM1_HUMAN.H11MO.0.A	0.355685	FOXM1_MOUSE.H11MO.0.B	0.355685
