Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	NF2L2_HUMAN.H11MO.0.A	0.00116259	BACH2_HUMAN.H11MO.0.A	0.00116259	BATF_HUMAN.H11MO.0.A	0.00116259
pattern_1	SP3_HUMAN.H11MO.0.B	5.9517e-16	SP2_HUMAN.H11MO.0.A	1.06751e-12	KLF3_HUMAN.H11MO.0.B	2.50325e-08
pattern_2	CTCF_HUMAN.H11MO.0.A	7.22984e-13	CTCFL_HUMAN.H11MO.0.A	1.65131e-06	ZIC3_HUMAN.H11MO.0.B	0.122238
pattern_3	ETS1_HUMAN.H11MO.0.A	9.74134e-07	ERG_HUMAN.H11MO.0.A	6.75153e-05	EHF_HUMAN.H11MO.0.B	0.000100279
pattern_4	HEN1_HUMAN.H11MO.0.C	0.00311863	BHA15_HUMAN.H11MO.0.B	0.00311863	MYOG_HUMAN.H11MO.0.B	0.00378966
pattern_5	TEAD4_HUMAN.H11MO.0.A	9.20959e-07	TEAD1_HUMAN.H11MO.0.A	2.47605e-05	REL_HUMAN.H11MO.0.B	0.928923
pattern_6	RUNX1_HUMAN.H11MO.0.A	1.15436e-05	RUNX3_HUMAN.H11MO.0.A	4.33794e-05	RUNX2_HUMAN.H11MO.0.A	0.000510076
pattern_7	NRF1_HUMAN.H11MO.0.A	0.000927958	SP3_HUMAN.H11MO.0.B	0.471894	PAX5_HUMAN.H11MO.0.A	0.471894
pattern_8	NFYB_HUMAN.H11MO.0.A	3.32209e-08	NFYC_HUMAN.H11MO.0.A	4.09708e-07	NFYA_HUMAN.H11MO.0.A	4.38358e-06
pattern_9	CREM_HUMAN.H11MO.0.C	0.000117216	ATF2_HUMAN.H11MO.0.B	0.00132744	ATF1_HUMAN.H11MO.0.B	0.00298541
pattern_10	TWST1_HUMAN.H11MO.0.A	8.57107e-05	ZBT18_HUMAN.H11MO.0.C	0.0114172	NDF1_HUMAN.H11MO.0.A	0.116972
pattern_11	EGR2_HUMAN.H11MO.0.A	0.00631718	ZN281_HUMAN.H11MO.0.A	0.0157461	ZBT17_HUMAN.H11MO.0.A	0.0354855
pattern_12	FOXA3_HUMAN.H11MO.0.B	0.00265483	FOXQ1_HUMAN.H11MO.0.C	0.00265483	FOXC1_HUMAN.H11MO.0.C	0.00265483
pattern_13	TF65_HUMAN.H11MO.0.A	0.00127724	NFKB1_HUMAN.H11MO.1.B	0.00127724	REL_HUMAN.H11MO.0.B	0.00929643
pattern_14	MEF2D_HUMAN.H11MO.0.A	2.14709e-06	MEF2C_HUMAN.H11MO.0.A	0.000130713	MEF2A_HUMAN.H11MO.0.A	0.000141662
pattern_15	IRF1_HUMAN.H11MO.0.A	0.000416965	IRF2_HUMAN.H11MO.0.A	0.00128497	IRF3_HUMAN.H11MO.0.B	0.00128497
pattern_16	RFX2_HUMAN.H11MO.0.A	1.33661e-07	RFX1_HUMAN.H11MO.0.B	8.67915e-06	RFX3_HUMAN.H11MO.0.B	2.46841e-05
pattern_17	PRDM6_HUMAN.H11MO.0.C	0.00101111	ANDR_HUMAN.H11MO.0.A	0.0113041	FOXJ3_HUMAN.H11MO.0.A	0.011663
pattern_18	ZNF76_HUMAN.H11MO.0.C	0.00582249	ZN143_HUMAN.H11MO.0.A	0.00582249	THA11_HUMAN.H11MO.0.B	0.0100231
pattern_19	ZN143_HUMAN.H11MO.0.A	1.18315e-19	THA11_HUMAN.H11MO.0.B	6.22121e-19	ZNF76_HUMAN.H11MO.0.C	6.22121e-19
pattern_20	SIX2_HUMAN.H11MO.0.A	0.000126503	SIX1_HUMAN.H11MO.0.A	0.000616389	GFI1B_HUMAN.H11MO.0.A	0.557419
pattern_21	IRF3_HUMAN.H11MO.0.B	0.0144515	MAZ_HUMAN.H11MO.0.A	0.0411211	VEZF1_HUMAN.H11MO.0.C	0.0411211
pattern_22	KAISO_HUMAN.H11MO.0.A	2.24578e-07	SP3_HUMAN.H11MO.0.B	0.753584	TFE3_HUMAN.H11MO.0.B	0.753584
pattern_23	REST_HUMAN.H11MO.0.A	3.59238e-12	ZBTB6_HUMAN.H11MO.0.C	0.0924492	ZN335_HUMAN.H11MO.0.A	0.442361
pattern_24	FOXO1_HUMAN.H11MO.0.A	0.589262	PRDM6_HUMAN.H11MO.0.C	0.589262	MEF2B_HUMAN.H11MO.0.A	0.589262
pattern_25	REST_HUMAN.H11MO.0.A	0.0259556	STF1_HUMAN.H11MO.0.B	1.0	ZBTB6_HUMAN.H11MO.0.C	1.0
pattern_26	NFAC1_HUMAN.H11MO.0.B	0.0637488	FOXM1_HUMAN.H11MO.0.A	0.0637488	FOXK1_HUMAN.H11MO.0.A	0.0719923
