Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	Fra2(bZIP)/Striatum-Fra2-ChIP-Seq(GSE43429)/Homer	4.96705e-05	AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer	0.000259995	Fos(bZIP)/TSC-Fos-ChIP-Seq(GSE110950)/Homer	0.000259995
pattern_1	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	2.60742e-21	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	2.60142e-11	Bcl11a(Zf)/HSPC-BCL11A-ChIP-Seq(GSE104676)/Homer	0.0268022
pattern_2	Foxf1(Forkhead)/Lung-Foxf1-ChIP-Seq(GSE77951)/Homer	0.000439292	NF1:FOXA1(CTF,Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	0.00103478	FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	0.00137324
pattern_3	Tlx?(NR)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	2.59725e-08	NF1(CTF)/LNCAP-NF1-ChIP-Seq(Unpublished)/Homer	2.83319e-07	ZNF322(Zf)/HEK293-ZNF322.GFP-ChIP-Seq(GSE58341)/Homer	0.172977
pattern_4	Sp1(Zf)/Promoter/Homer	8.12773e-08	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer	7.25429e-05	Sp5(Zf)/mES-Sp5.Flag-ChIP-Seq(GSE72989)/Homer	7.25429e-05
pattern_5	NFY(CCAAT)/Promoter/Homer	1.16491e-07	ZSCAN22(Zf)/HEK293-ZSCAN22.GFP-ChIP-Seq(GSE58341)/Homer	0.166205	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.166205
pattern_6	RUNX2(Runt)/PCa-RUNX2-ChIP-Seq(GSE33889)/Homer	8.83983e-06	RUNX1(Runt)/Jurkat-RUNX1-ChIP-Seq(GSE29180)/Homer	0.000203482	RUNX(Runt)/HPC7-Runx1-ChIP-Seq(GSE22178)/Homer	0.00173056
pattern_7	Pitx1:Ebox(Homeobox,bHLH)/Hindlimb-Pitx1-ChIP-Seq(GSE41591)/Homer	6.20385e-14	TCF4(bHLH)/SHSY5Y-TCF4-ChIP-Seq(GSE96915)/Homer	0.00361123	Ap4(bHLH)/AML-Tfap4-ChIP-Seq(GSE45738)/Homer	0.0189285
pattern_8	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	0.00175	Elk1(ETS)/Hela-Elk1-ChIP-Seq(GSE31477)/Homer	0.00175	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer	0.00278595
pattern_9	TEAD(TEA)/Fibroblast-PU.1-ChIP-Seq(Unpublished)/Homer	0.0156135	TEAD1(TEAD)/HepG2-TEAD1-ChIP-Seq(Encode)/Homer	0.023258	TEAD3(TEA)/HepG2-TEAD3-ChIP-Seq(Encode)/Homer	0.0341707
pattern_10	HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)/Homer	0.00971122	CEBP(bZIP)/ThioMac-CEBPb-ChIP-Seq(GSE21512)/Homer	0.00971122	Atf4(bZIP)/MEF-Atf4-ChIP-Seq(GSE35681)/Homer	0.0118799
pattern_11	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	1.03527e-06	NRF(NRF)/Promoter/Homer	2.32495e-06	Snail1(Zf)/LS174T-SNAIL1.HA-ChIP-Seq(GSE127183)/Homer	0.712945
pattern_12	CRE(bZIP)/Promoter/Homer	2.00597e-05	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer	0.000459894	Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)/Homer	0.000787659
pattern_13	RFX(HTH)/K562-RFX3-ChIP-Seq(SRA012198)/Homer	5.56876e-10	Rfx2(HTH)/LoVo-RFX2-ChIP-Seq(GSE49402)/Homer	5.56876e-10	Rfx1(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	1.00773e-07
pattern_14	GFY-Staf(?,Zf)/Promoter/Homer	1.11577e-19	Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer	6.06382e-17	GFY(?)/Promoter/Homer	1.38976e-07
pattern_15	c-Jun-CRE(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	2.64932e-05	Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)/Homer	2.64932e-05	JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	2.64932e-05
pattern_16	IRF1(IRF)/PBMC-IRF1-ChIP-Seq(GSE43036)/Homer	5.71211e-07	ISRE(IRF)/ThioMac-LPS-Expression(GSE23622)/Homer	2.1149e-05	IRF2(IRF)/Erythroblas-IRF2-ChIP-Seq(GSE36985)/Homer	2.88793e-05
