Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer	0.000105562	Sp1(Zf)/Promoter/Homer	0.000105562	Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	0.000105562
pattern_1	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	1.38186e-09	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	1.85468e-08	Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer	0.00706837
pattern_2	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	2.32107e-05	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	2.32107e-05	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	2.32107e-05
pattern_3	Bach1(bZIP)/K562-Bach1-ChIP-Seq(GSE31477)/Homer	4.76364e-06	Fra2(bZIP)/Striatum-Fra2-ChIP-Seq(GSE43429)/Homer	8.70059e-06	NF-E2(bZIP)/K562-NFE2-ChIP-Seq(GSE31477)/Homer	8.70059e-06
pattern_4	EKLF(Zf)/Erythrocyte-Klf1-ChIP-Seq(GSE20478)/Homer	6.00934e-06	Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer	6.00934e-06	KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)/Homer	0.00109007
pattern_5	ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)/Homer	7.8872e-06	ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)/Homer	7.8872e-06	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer	9.55363e-05
pattern_6	Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer	0.000672775	Sox4(HMG)/proB-Sox4-ChIP-Seq(GSE50066)/Homer	0.00159958	Sox10(HMG)/SciaticNerve-Sox3-ChIP-Seq(GSE35132)/Homer	0.00410877
pattern_7	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	2.6032e-06	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	0.0015771	Sp1(Zf)/Promoter/Homer	0.0313501
pattern_8	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	1.8289e-09	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.03472	Oct4:Sox17(POU,Homeobox,HMG)/F9-Sox17-ChIP-Seq(GSE44553)/Homer	0.251297
pattern_9	NRF(NRF)/Promoter/Homer	0.000118616	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	0.000118616	bHLHE40(bHLH)/HepG2-BHLHE40-ChIP-Seq(GSE31477)/Homer	0.673045
