Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_HUMAN.H11MO.0.A	3.67125e-17	CTCFL_HUMAN.H11MO.0.A	8.49672e-08	SNAI1_HUMAN.H11MO.0.C	0.343478
pattern_1	KLF3_HUMAN.H11MO.0.B	2.75985e-05	KLF1_HUMAN.H11MO.0.A	5.26065e-05	KLF4_HUMAN.H11MO.0.A	0.000104331
pattern_2	PO5F1_HUMAN.H11MO.0.A	5.77151e-09	NANOG_HUMAN.H11MO.0.A	1.51094e-08	LEF1_HUMAN.H11MO.0.A	0.00216781
pattern_3	NANOG_HUMAN.H11MO.0.A	2.59091e-11	PO5F1_HUMAN.H11MO.0.A	2.72517e-11	LEF1_HUMAN.H11MO.0.A	0.00988423
pattern_4	JUN_HUMAN.H11MO.0.A	0.000186717	FOSL2_HUMAN.H11MO.0.A	0.000356475	FOSB_HUMAN.H11MO.0.A	0.00046444
pattern_5	ELF1_HUMAN.H11MO.0.A	1.65967e-05	ETV1_HUMAN.H11MO.0.A	1.65967e-05	ELK4_HUMAN.H11MO.0.A	1.785e-05
pattern_6	NFYB_HUMAN.H11MO.0.A	5.64367e-10	NFYC_HUMAN.H11MO.0.A	5.4291e-06	NFYA_HUMAN.H11MO.0.A	1.40662e-05
pattern_7	NRF1_HUMAN.H11MO.0.A	4.55638e-06	SNAI2_HUMAN.H11MO.0.A	1.0		
pattern_8	TEAD4_HUMAN.H11MO.0.A	0.00075169	TEAD1_HUMAN.H11MO.0.A	0.0174188	MAFK_HUMAN.H11MO.0.A	0.333146
pattern_9	USF2_HUMAN.H11MO.0.A	3.31261e-06	ATF3_HUMAN.H11MO.0.A	0.000716504	CREM_HUMAN.H11MO.0.C	0.000716504
pattern_10	ZN143_HUMAN.H11MO.0.A	2.08704e-21	ZNF76_HUMAN.H11MO.0.C	1.16857e-20	THA11_HUMAN.H11MO.0.B	1.19977e-17
pattern_11	NFIC_HUMAN.H11MO.0.A	1.68891e-08	NFIA_HUMAN.H11MO.0.C	8.0497e-05	ZN322_HUMAN.H11MO.0.B	0.0610679
pattern_12	RFX1_HUMAN.H11MO.0.B	1.70994e-08	RFX2_HUMAN.H11MO.0.A	7.85102e-08	RFX3_HUMAN.H11MO.0.B	3.54993e-06
pattern_13	AP2C_HUMAN.H11MO.0.A	7.84704e-08	AP2A_HUMAN.H11MO.0.A	5.06558e-07	AP2B_HUMAN.H11MO.0.B	0.0915155
pattern_14	SP1_HUMAN.H11MO.0.A	0.000534878	SP2_HUMAN.H11MO.0.A	0.000779032	SP3_HUMAN.H11MO.0.B	0.00590801
pattern_15	TYY1_HUMAN.H11MO.0.A	2.49597e-07	TAF1_HUMAN.H11MO.0.A	7.54086e-06	ZFP42_HUMAN.H11MO.0.A	0.00655395
pattern_16	KAISO_HUMAN.H11MO.0.A	2.04233e-06	COE1_HUMAN.H11MO.0.A	0.999999	ZN121_HUMAN.H11MO.0.C	0.999999
pattern_17	MAFB_HUMAN.H11MO.0.B	0.0478081	BACH2_HUMAN.H11MO.0.A	0.0478081	EGR1_HUMAN.H11MO.0.A	0.242415
pattern_18	KLF1_HUMAN.H11MO.0.A	1.0	MTF1_HUMAN.H11MO.0.C	1.0	ZN322_HUMAN.H11MO.0.B	1.0
pattern_19	NANOG_HUMAN.H11MO.0.A	0.0012648	PO5F1_HUMAN.H11MO.0.A	0.0012648	KLF4_HUMAN.H11MO.0.A	0.0631023
