Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_MA0139.1	8.78901e-24	CTCF_HUMAN.H11MO.0.A	2.08846e-20	CTCF_MOUSE.H11MO.0.A	6.13136e-17
pattern_1	KLF3_HUMAN.H11MO.0.B	2.31737e-05	KLF3_MOUSE.H11MO.0.A	2.31737e-05	KLF5_MA0599.1	2.33251e-05
pattern_2	PO5F1_HUMAN.H11MO.0.A	1.25085e-07	PO5F1_MOUSE.H11MO.0.A	1.25085e-07	NANOG_HUMAN.H11MO.0.A	2.57973e-07
pattern_3	NANOG_MOUSE.H11MO.0.A	1.4399e-12	PO5F1_MOUSE.H11MO.0.A	2.23215e-11	NANOG_HUMAN.H11MO.0.A	3.284e-10
pattern_4	FOS+JUN_MA0099.3	8.09006e-05	JDP2_MA0655.1	0.000111414	JDP2_bZIP_3	0.000111414
pattern_5	ELK4_MA0076.2	4.92943e-06	ERG_ETS_1	4.92943e-06	ERG_ETS_3	4.92943e-06
pattern_6	NFYB_HUMAN.H11MO.0.A	4.53393e-09	NFYB_MOUSE.H11MO.0.A	4.53393e-09	NFYC_HUMAN.H11MO.0.A	4.72099e-05
pattern_7	NRF1_MOUSE.H11MO.0.A	1.81518e-07	NRF1_HUMAN.H11MO.0.A	9.77704e-06	NRF1_NRF_1	9.77704e-06
pattern_8	TEAD3_MA0808.1	0.000973339	TEAD3_TEA_2	0.000973339	TEAD4_HUMAN.H11MO.0.A	0.00273959
pattern_9	USF2_HUMAN.H11MO.0.A	2.60933e-06	USF2_MOUSE.H11MO.0.A	2.60933e-06	CREB1_MA0018.3	0.000951768
pattern_10	ZN143_HUMAN.H11MO.0.A	1.57633e-21	ZN143_MOUSE.H11MO.0.A	1.20867e-20	ZNF76_HUMAN.H11MO.0.C	2.63973e-20
pattern_11	NFIC_HUMAN.H11MO.0.A	2.95395e-08	NFIB_MOUSE.H11MO.0.C	1.48439e-07	NFIA_HUMAN.H11MO.0.C	0.000122965
pattern_12	RFX3_MOUSE.H11MO.0.C	1.90295e-09	RFX1_HUMAN.H11MO.0.B	1.93359e-08	RFX1_MOUSE.H11MO.0.A	1.93359e-08
pattern_13	AP2C_HUMAN.H11MO.0.A	3.66501e-07	AP2A_HUMAN.H11MO.0.A	4.23172e-06	AP2A_MOUSE.H11MO.0.A	4.64687e-05
pattern_14	SP1_HUMAN.H11MO.0.A	0.000354252	SP2_HUMAN.H11MO.0.A	0.000390222	SP2_MOUSE.H11MO.0.B	0.000390222
pattern_15	TYY1_HUMAN.H11MO.0.A	1.82693e-06	TYY1_MOUSE.H11MO.0.A	7.22198e-06	YY1_MA0095.2	7.22198e-06
pattern_16	KAISO_HUMAN.H11MO.0.A	7.11568e-06	KAISO_MOUSE.H11MO.0.B	7.11568e-06	ZBTB33_MA0527.1	7.11568e-06
pattern_17	MAFB_HUMAN.H11MO.0.B	0.127535	MAFB_MOUSE.H11MO.0.B	0.127535	BACH2_HUMAN.H11MO.0.A	0.153484
pattern_18	ZNF524_C2H2_2	0.287559	KLF1_HUMAN.H11MO.0.A	1.0	KLF1_MOUSE.H11MO.0.A	1.0
pattern_19	NANOG_HUMAN.H11MO.0.A	0.00920116	PO5F1_HUMAN.H11MO.0.A	0.00920116	NANOG_MOUSE.H11MO.0.A	0.00920116
