Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	Sp1(Zf)/Promoter/Homer	1.06764e-09	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer	8.3827e-05	Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	0.000446217
pattern_1	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	1.53815e-12	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	3.82946e-12	THRb(NR)/HepG2-THRb.Flag-ChIP-Seq(Encode)/Homer	0.0689983
pattern_2	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	1.11146e-07	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	0.00149685	Slug(Zf)/Mesoderm-Snai2-ChIP-Seq(GSE61475)/Homer	0.158825
pattern_3	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.000381326	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.000381326	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	0.000565274
pattern_4	NFY(CCAAT)/Promoter/Homer	3.18698e-06	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.192705	Pknox1(Homeobox)/ES-Prep1-ChIP-Seq(GSE63282)/Homer	0.391448
pattern_5	Bach2(bZIP)/OCILy7-Bach2-ChIP-Seq(GSE44420)/Homer	3.56301e-05	MafK(bZIP)/C2C12-MafK-ChIP-Seq(GSE36030)/Homer	3.56301e-05	MafB(bZIP)/BMM-Mafb-ChIP-Seq(GSE75722)/Homer	5.34451e-05
pattern_6	Sp1(Zf)/Promoter/Homer	0.0017732	Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	0.0017732	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	0.00749353
pattern_7	AP-2alpha(AP2)/Hela-AP2alpha-ChIP-Seq(GSE31477)/Homer	3.23436e-07	AP-2gamma(AP2)/MCF7-TFAP2C-ChIP-Seq(GSE21234)/Homer	9.70554e-06	THRb(NR)/HepG2-THRb.Flag-ChIP-Seq(Encode)/Homer	1.0
pattern_8	ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)/Homer	2.44139e-05	ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)/Homer	2.65146e-05	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	2.65146e-05
pattern_9	NRF(NRF)/Promoter/Homer	4.8994e-08	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	1.66098e-07	ZNF416(Zf)/HEK293-ZNF416.GFP-ChIP-Seq(GSE58341)/Homer	1.0
pattern_10	TEAD2(TEA)/Py2T-Tead2-ChIP-Seq(GSE55709)/Homer	8.34334e-05	TEAD4(TEA)/Tropoblast-Tead4-ChIP-Seq(GSE37350)/Homer	8.34334e-05	TEAD1(TEAD)/HepG2-TEAD1-ChIP-Seq(Encode)/Homer	0.000607041
pattern_11	EKLF(Zf)/Erythrocyte-Klf1-ChIP-Seq(GSE20478)/Homer	1.76814e-06	Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer	1.76814e-06	KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)/Homer	8.15129e-05
pattern_12	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	2.76216e-09	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.016726	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	0.139345
pattern_13	MyoD(bHLH)/Myotube-MyoD-ChIP-Seq(GSE21614)/Homer	0.0197624	Tcf12(bHLH)/GM12878-Tcf12-ChIP-Seq(GSE32465)/Homer	0.0197624	Ascl2(bHLH)/ESC-Ascl2-ChIP-Seq(GSE97712)/Homer	0.0197624
pattern_14	Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer	0.00254746	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	0.00887325	Sox17(HMG)/Endoderm-Sox17-ChIP-Seq(GSE61475)/Homer	0.0589452
pattern_15	Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	0.976124	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	0.976124	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	0.976124
pattern_16	REST-NRSF(Zf)/Jurkat-NRSF-ChIP-Seq/Homer	1.34277e-05	Ascl2(bHLH)/ESC-Ascl2-ChIP-Seq(GSE97712)/Homer	0.0817846	MyoD(bHLH)/Myotube-MyoD-ChIP-Seq(GSE21614)/Homer	0.274438
pattern_17	GFY-Staf(?,Zf)/Promoter/Homer	6.50175e-10	Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer	9.15382e-09	ZNF143|STAF(Zf)/CUTLL-ZNF143-ChIP-Seq(GSE29600)/Homer	1.11707e-05
pattern_18	FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	0.0987187				
pattern_19	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	0.00055694	NRF(NRF)/Promoter/Homer	0.00055694	Sp1(Zf)/Promoter/Homer	0.0808216
pattern_20	Sp1(Zf)/Promoter/Homer	1.0	Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	1.0	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	1.0
pattern_21	REST-NRSF(Zf)/Jurkat-NRSF-ChIP-Seq/Homer	4.87901e-13	AR-halfsite(NR)/LNCaP-AR-ChIP-Seq(GSE27824)/Homer	1.0	ZNF415(Zf)/HEK293-ZNF415.GFP-ChIP-Seq(GSE58341)/Homer	1.0
pattern_22	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	0.0803265	NRF(NRF)/Promoter/Homer	0.133954	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	0.475137
pattern_23	REST-NRSF(Zf)/Jurkat-NRSF-ChIP-Seq/Homer	1.30061e-08	Sox6(HMG)/Myotubes-Sox6-ChIP-Seq(GSE32627)/Homer	1.0	Tbx20(T-box)/Heart-Tbx20-ChIP-Seq(GSE29636)/Homer	1.0
