Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_HUMAN.H11MO.0.A	1.60791e-14	CTCFL_HUMAN.H11MO.0.A	5.53226e-08	SNAI1_HUMAN.H11MO.0.C	0.305907
pattern_1	SP3_HUMAN.H11MO.0.B	3.57654e-08	SP2_HUMAN.H11MO.0.A	1.09437e-06	KLF3_HUMAN.H11MO.0.B	1.61124e-06
pattern_2	NANOG_HUMAN.H11MO.0.A	5.50822e-16	PO5F1_HUMAN.H11MO.0.A	5.50822e-16	PO3F1_HUMAN.H11MO.0.C	0.0016469
pattern_3	NFYB_HUMAN.H11MO.0.A	3.42785e-11	NFYC_HUMAN.H11MO.0.A	1.68825e-06	NFYA_HUMAN.H11MO.0.A	4.50827e-06
pattern_4	AP2A_HUMAN.H11MO.0.A	3.26689e-05	AP2C_HUMAN.H11MO.0.A	3.26689e-05	AP2B_HUMAN.H11MO.0.B	0.0130683
pattern_5	NRF1_HUMAN.H11MO.0.A	3.27847e-06	ASCL1_HUMAN.H11MO.0.A	0.721702	P53_HUMAN.H11MO.0.A	1.0
pattern_6	JUND_HUMAN.H11MO.0.A	0.000238744	FOSL1_HUMAN.H11MO.0.A	0.000238744	JUN_HUMAN.H11MO.0.A	0.000304985
pattern_7	GABPA_HUMAN.H11MO.0.A	6.43267e-07	ELK1_HUMAN.H11MO.0.B	1.85779e-06	ELF2_HUMAN.H11MO.0.C	2.06421e-06
pattern_8	USF2_HUMAN.H11MO.0.A	1.13149e-05	ATF3_HUMAN.H11MO.0.A	0.000146245	CREM_HUMAN.H11MO.0.C	0.00167547
pattern_9	ZN143_HUMAN.H11MO.0.A	5.53496e-18	THA11_HUMAN.H11MO.0.B	5.92998e-18	ZNF76_HUMAN.H11MO.0.C	4.84886e-16
pattern_10	REST_HUMAN.H11MO.0.A	1.93467e-19	ZN335_HUMAN.H11MO.0.A	0.589614	CLOCK_HUMAN.H11MO.0.C	1.0
pattern_11	KAISO_HUMAN.H11MO.0.A	0.000411367	TFE3_HUMAN.H11MO.0.B	1.0	MITF_HUMAN.H11MO.0.A	1.0
pattern_12	RFX1_HUMAN.H11MO.0.B	2.64299e-12	RFX2_HUMAN.H11MO.0.A	3.38512e-12	RFX3_HUMAN.H11MO.0.B	4.42522e-06
pattern_13	AP2C_HUMAN.H11MO.0.A	0.225486	BC11A_HUMAN.H11MO.0.A	0.297522	IRF4_HUMAN.H11MO.0.A	0.398235
