Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	SP1_MA0079.3	2.37081e-05	SP1_MOUSE.H11MO.0.A	2.37081e-05	SP3_HUMAN.H11MO.0.B	2.37081e-05
pattern_1	CTCF_MA0139.1	3.80202e-13	CTCF_HUMAN.H11MO.0.A	3.66041e-12	CTCF_MOUSE.H11MO.0.A	8.3901e-12
pattern_2	JUN_MOUSE.H11MO.0.A	0.00130483	JUNB_HUMAN.H11MO.0.A	0.00130483	JUN_HUMAN.H11MO.0.A	0.00130483
pattern_3	POU5F1B_MA0792.1	5.70181e-05	POU5F1P1_POU_1	5.70181e-05	PO5F1_HUMAN.H11MO.0.A	6.42506e-05
pattern_4	ETS1_MOUSE.H11MO.0.A	5.92475e-06	ETS1_HUMAN.H11MO.0.A	5.92475e-06	ERG_MOUSE.H11MO.0.A	5.92475e-06
pattern_5	SOX2_HUMAN.H11MO.0.A	5.06319e-05	Sox3_MA0514.1	0.00166652	NANOG_MOUSE.H11MO.0.A	0.00370338
pattern_6	Klf1_MA0493.1	0.000118144	KLF9_MA1107.1	0.000981018	KLF4_HUMAN.H11MO.0.A	0.00190758
pattern_7	SOX2_MOUSE.H11MO.0.A	6.04064e-13	NANOG_MOUSE.H11MO.0.A	2.02107e-10	Pou5f1+Sox2_MA0142.1	9.2603e-10
pattern_8	NRF1_MA0506.1	4.47192e-06	NRF1_HUMAN.H11MO.0.A	3.66563e-05	NRF1_MOUSE.H11MO.0.A	3.66563e-05
pattern_9	NFYB_HUMAN.H11MO.0.A	2.27218e-07	NFYB_MOUSE.H11MO.0.A	2.27218e-07	NFYC_HUMAN.H11MO.0.A	9.02241e-06
pattern_10	ASCL1_MA1100.1	0.00148846	TGIF1_MOUSE.H11MO.0.A	0.0443963	ITF2_HUMAN.H11MO.0.C	0.0443963
pattern_11	CREB1_MA0018.3	5.67957e-06	CREB3_bZIP_1	9.429e-05	JDP2_MA0656.1	0.000111535
pattern_12	TEAD1_HUMAN.H11MO.0.A	9.88005e-06	TEAD4_HUMAN.H11MO.0.A	9.88005e-06	TEAD4_MOUSE.H11MO.0.A	2.34129e-05
pattern_13	ZBTB18_MA0698.1	0.00156362	ZNF238_C2H2_2	0.00156362	ZNF238_C2H2_1	0.00223663
pattern_14	TAF1_HUMAN.H11MO.0.A	0.0351062	Zfx_MA0146.2	0.0638888	TAF1_MOUSE.H11MO.0.A	0.20013
pattern_15	RUNX1_HUMAN.H11MO.0.A	0.000211289	RUNX1_MOUSE.H11MO.0.A	0.000614393	RUNX3_HUMAN.H11MO.0.A	0.000614393
pattern_17	ZN143_HUMAN.H11MO.0.A	1.06844e-21	ZN143_MOUSE.H11MO.0.A	4.7204e-21	ZNF76_HUMAN.H11MO.0.C	5.65311e-19
pattern_18	PRDM6_HUMAN.H11MO.0.C	0.0850673	ZNF384_MA1125.1	0.104561	STAT1_MOUSE.H11MO.0.A	0.114232
pattern_19	RFX2_MOUSE.H11MO.0.A	6.55966e-11	RFX1_HUMAN.H11MO.0.B	1.29541e-06	RFX1_MOUSE.H11MO.0.A	1.29541e-06
pattern_20	CTCFL_MOUSE.H11MO.0.A	0.00810808	SP2_HUMAN.H11MO.0.A	0.0121656	SP2_MOUSE.H11MO.0.B	0.0121656
pattern_22	SP2_HUMAN.H11MO.0.A	0.00026617	SP2_MOUSE.H11MO.0.B	0.00026617	SP1_MOUSE.H11MO.0.A	0.000416329
pattern_23	RREB1_MA0073.1	1.0				
pattern_24	ITF2_HUMAN.H11MO.0.C	0.011762	MYF6_HUMAN.H11MO.0.C	0.0496578	MYF6_MOUSE.H11MO.0.C	0.0496578
pattern_25	SP2_HUMAN.H11MO.0.A	0.00185502	SP2_MOUSE.H11MO.0.B	0.00185502	SP1_HUMAN.H11MO.0.A	0.00402398
pattern_26	KAISO_HUMAN.H11MO.0.A	4.12707e-08	KAISO_MOUSE.H11MO.0.B	4.12707e-08	ZBTB33_MA0527.1	2.63237e-07
pattern_27	MYOD1_HUMAN.H11MO.0.A	0.0236874	ASCL1_MOUSE.H11MO.0.A	0.0735374	MYOD1_MOUSE.H11MO.0.A	0.0735374
pattern_28	SP2_HUMAN.H11MO.0.A	1.04449e-05	SP2_MOUSE.H11MO.0.B	1.04449e-05	SP1_HUMAN.H11MO.0.A	1.04449e-05
pattern_29	REST_MA0138.2	3.87946e-08	REST_HUMAN.H11MO.0.A	2.48742e-07	REST_MOUSE.H11MO.0.A	2.48742e-07
