Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	FOS_HUMAN.H11MO.0.A	0.000284304	JUNB_HUMAN.H11MO.0.A	0.000284304	JUND_HUMAN.H11MO.0.A	0.000284304
pattern_1	CTCF_HUMAN.H11MO.0.A	1.90856e-12	CTCFL_HUMAN.H11MO.0.A	6.9599e-07	ZIC3_HUMAN.H11MO.0.B	0.1088
pattern_2	SP3_HUMAN.H11MO.0.B	1.84294e-12	SP2_HUMAN.H11MO.0.A	2.75157e-12	KLF3_HUMAN.H11MO.0.B	2.57171e-08
pattern_3	ETS1_HUMAN.H11MO.0.A	5.36304e-07	ERG_HUMAN.H11MO.0.A	6.12965e-05	EHF_HUMAN.H11MO.0.B	0.000143596
pattern_4	TEAD4_HUMAN.H11MO.0.A	1.26376e-07	TEAD1_HUMAN.H11MO.0.A	1.97157e-05	REL_HUMAN.H11MO.0.B	0.875075
pattern_5	RUNX3_HUMAN.H11MO.0.A	0.000816602	RUNX1_HUMAN.H11MO.0.A	0.000816602	RUNX2_HUMAN.H11MO.0.A	0.00205092
pattern_6	SP2_HUMAN.H11MO.0.A	0.00917534	TAF1_HUMAN.H11MO.0.A	0.00917534	SP3_HUMAN.H11MO.0.B	0.00917534
pattern_7	HTF4_HUMAN.H11MO.0.A	0.0199366	TFE2_HUMAN.H11MO.0.A	0.0199366	TFAP4_HUMAN.H11MO.0.A	0.0210826
pattern_8	NRF1_HUMAN.H11MO.0.A	0.000320316				
pattern_9	NFYB_HUMAN.H11MO.0.A	1.13894e-10	NFYC_HUMAN.H11MO.0.A	3.37604e-07	NFYA_HUMAN.H11MO.0.A	3.0696e-06
pattern_10	CREM_HUMAN.H11MO.0.C	0.000137118	ATF2_HUMAN.H11MO.0.B	0.00165823	CREB1_HUMAN.H11MO.0.A	0.00328124
pattern_11	FOXO4_HUMAN.H11MO.0.C	0.00112506	FOXQ1_HUMAN.H11MO.0.C	0.00112506	FOXJ3_HUMAN.H11MO.0.A	0.00112506
pattern_12	ZBT18_HUMAN.H11MO.0.C	0.00440889	TWST1_HUMAN.H11MO.0.A	0.0529605	TFAP4_HUMAN.H11MO.0.A	0.0529605
pattern_13	ZN341_HUMAN.H11MO.0.C	0.000434863	MAZ_HUMAN.H11MO.0.A	0.00179699	VEZF1_HUMAN.H11MO.0.C	0.00179699
pattern_14	RFX2_HUMAN.H11MO.0.A	3.1051e-06	RFX1_HUMAN.H11MO.0.B	6.74639e-05	RFX5_HUMAN.H11MO.0.A	6.74639e-05
pattern_15	PRDM6_HUMAN.H11MO.0.C	0.00298006	ANDR_HUMAN.H11MO.0.A	0.0143926	FOXJ3_HUMAN.H11MO.0.A	0.021236
pattern_16	PO5F1_HUMAN.H11MO.0.A	0.00140002	NANOG_HUMAN.H11MO.0.A	0.00140002	PO2F2_HUMAN.H11MO.0.A	0.00194343
pattern_17	FOSB_HUMAN.H11MO.0.A	0.0351641	JUN_HUMAN.H11MO.0.A	0.0351641	FOSL2_HUMAN.H11MO.0.A	0.0351641
pattern_18	MAZ_HUMAN.H11MO.0.A	9.13877e-07	ZN467_HUMAN.H11MO.0.C	9.16314e-07	VEZF1_HUMAN.H11MO.0.C	1.74133e-06
pattern_19	FOXK1_HUMAN.H11MO.0.A	0.00086293	FOXA3_HUMAN.H11MO.0.B	0.00086293	FOXA1_HUMAN.H11MO.0.A	0.00109049
pattern_20	IRF1_HUMAN.H11MO.0.A	0.000146867	IRF2_HUMAN.H11MO.0.A	0.000216057	IRF7_HUMAN.H11MO.0.C	0.00033812
pattern_21	ZN143_HUMAN.H11MO.0.A	1.45587e-21	ZNF76_HUMAN.H11MO.0.C	9.23326e-21	THA11_HUMAN.H11MO.0.B	1.87108e-20
pattern_22	LYL1_HUMAN.H11MO.0.A	0.00530826	TFAP4_HUMAN.H11MO.0.A	0.00530826	OLIG2_HUMAN.H11MO.0.B	0.00992183
pattern_23	ZNF76_HUMAN.H11MO.0.C	3.28397e-06	ZN143_HUMAN.H11MO.0.A	3.28397e-06	THA11_HUMAN.H11MO.0.B	1.25483e-05
pattern_24	KLF4_HUMAN.H11MO.0.A	0.000995146	KLF5_HUMAN.H11MO.0.A	0.00223641	KLF1_HUMAN.H11MO.0.A	0.0145181
pattern_25	SPIB_HUMAN.H11MO.0.A	0.000245009	IRF8_HUMAN.H11MO.0.B	0.000298664	BC11A_HUMAN.H11MO.0.A	0.000298664
pattern_26	MEF2D_HUMAN.H11MO.0.A	5.51515e-06	MEF2C_HUMAN.H11MO.0.A	5.51515e-06	MEF2A_HUMAN.H11MO.0.A	1.03948e-05
pattern_27	STAT2_HUMAN.H11MO.0.A	0.0496979	PRDM1_HUMAN.H11MO.0.A	0.0825007	IRF8_HUMAN.H11MO.0.B	0.0825007
pattern_28	ZNF41_HUMAN.H11MO.0.C	0.0551645	NFAC1_HUMAN.H11MO.0.B	0.0557564	ANDR_HUMAN.H11MO.0.A	0.0557564
pattern_29	LYL1_HUMAN.H11MO.0.A	0.492963	MYOG_HUMAN.H11MO.0.B	0.492963	ZBTB6_HUMAN.H11MO.0.C	0.492963
