Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	PO5F1_MOUSE.H11MO.0.A	3.223e-11	PO5F1_HUMAN.H11MO.0.A	1.79958e-10	Pou5f1+Sox2_MA0142.1	2.38827e-09
pattern_1	CTCF_MA0139.1	6.54883e-10	CTCF_HUMAN.H11MO.0.A	6.58172e-10	CTCFL_HUMAN.H11MO.0.A	1.76773e-09
pattern_2	KLF5_MA0599.1	5.1427e-06	KLF1_HUMAN.H11MO.0.A	1.13228e-05	KLF1_MOUSE.H11MO.0.A	1.13228e-05
pattern_3	FOSL2_HUMAN.H11MO.0.A	2.2493e-05	FOSL1+JUND_MA1142.1	2.90215e-05	JUN_HUMAN.H11MO.0.A	2.90215e-05
pattern_4	NANOG_MOUSE.H11MO.0.A	0.00439141	SOX2_MOUSE.H11MO.0.A	0.0057792	NANOG_HUMAN.H11MO.0.A	0.00930822
pattern_5	NFYB_HUMAN.H11MO.0.A	8.87306e-10	NFYB_MOUSE.H11MO.0.A	8.87306e-10	NFYC_HUMAN.H11MO.0.A	3.62575e-05
pattern_6	FLI1_MOUSE.H11MO.0.A	7.48348e-05	ELK4_MA0076.2	7.48348e-05	ETV1_HUMAN.H11MO.0.A	8.57056e-05
pattern_7	NRF1_MOUSE.H11MO.0.A	1.59123e-07	NRF1_HUMAN.H11MO.0.A	3.56052e-07	NRF1_NRF_1	8.02265e-06
pattern_8	ZN143_HUMAN.H11MO.0.A	4.00106e-21	ZN143_MOUSE.H11MO.0.A	4.00106e-21	ZNF76_HUMAN.H11MO.0.C	3.48606e-20
pattern_9	POU5F1_MA1115.1	0.0823633	POU3F3_MA0788.1	0.0823633	POU3F3_POU_1	0.0823633
pattern_10	USF2_HUMAN.H11MO.0.A	8.62519e-07	USF2_MOUSE.H11MO.0.A	8.62519e-07	CREB1_MA0018.3	0.000341567
pattern_11	NFIC_HUMAN.H11MO.0.A	9.15109e-09	NFIB_MOUSE.H11MO.0.C	0.000344873	NFIA_HUMAN.H11MO.0.C	0.000344873
pattern_12	KAISO_HUMAN.H11MO.0.A	4.35289e-06	KAISO_MOUSE.H11MO.0.B	4.35289e-06	ZBTB33_MA0527.1	6.60244e-06
pattern_13	SOX8_HMG_4	0.892689	Sox10.mouse_HMG_2	1.0	SOX10_HMG_3	1.0
