Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	PO5F1_HUMAN.H11MO.0.A	7.87277e-12	NANOG_HUMAN.H11MO.0.A	3.13835e-10	PO3F1_HUMAN.H11MO.0.C	4.20126e-05
pattern_1	CTCF_HUMAN.H11MO.0.A	2.57561e-09	CTCFL_HUMAN.H11MO.0.A	2.57561e-09	SNAI1_HUMAN.H11MO.0.C	0.27958
pattern_2	KLF1_HUMAN.H11MO.0.A	1.60454e-05	KLF4_HUMAN.H11MO.0.A	1.60454e-05	KLF3_HUMAN.H11MO.0.B	1.60454e-05
pattern_3	FOSL2_HUMAN.H11MO.0.A	6.77569e-06	JUN_HUMAN.H11MO.0.A	7.05217e-06	FOSL1_HUMAN.H11MO.0.A	4.97558e-05
pattern_4	NANOG_HUMAN.H11MO.0.A	0.00174471	PO5F1_HUMAN.H11MO.0.A	0.00174471	SRY_HUMAN.H11MO.0.B	0.017071
pattern_5	NFYB_HUMAN.H11MO.0.A	7.48108e-11	NFYC_HUMAN.H11MO.0.A	2.20161e-06	NFYA_HUMAN.H11MO.0.A	5.51291e-06
pattern_6	ETV1_HUMAN.H11MO.0.A	5.64946e-05	ELK4_HUMAN.H11MO.0.A	8.59723e-05	ELK1_HUMAN.H11MO.0.B	0.000171294
pattern_7	NRF1_HUMAN.H11MO.0.A	1.00521e-07	ASCL1_HUMAN.H11MO.0.A	1.0	SNAI2_HUMAN.H11MO.0.A	1.0
pattern_8	ZN143_HUMAN.H11MO.0.A	1.07848e-20	ZNF76_HUMAN.H11MO.0.C	1.07848e-20	THA11_HUMAN.H11MO.0.B	1.11422e-17
pattern_9	PO2F2_HUMAN.H11MO.0.A	0.363794	PO5F1_HUMAN.H11MO.0.A	0.924632	NANOG_HUMAN.H11MO.0.A	0.943976
pattern_10	USF2_HUMAN.H11MO.0.A	8.83879e-07	ATF3_HUMAN.H11MO.0.A	0.000114134	USF1_HUMAN.H11MO.0.A	0.000301131
pattern_11	NFIC_HUMAN.H11MO.0.A	2.97537e-09	NFIA_HUMAN.H11MO.0.C	0.000174079	ZN322_HUMAN.H11MO.0.B	0.0461859
pattern_12	KAISO_HUMAN.H11MO.0.A	5.25166e-07	ZN121_HUMAN.H11MO.0.C	1.0	CEBPE_HUMAN.H11MO.0.A	1.0
pattern_13	MAFF_HUMAN.H11MO.0.B	0.936995	NR2E3_HUMAN.H11MO.0.C	0.936995	HXA10_HUMAN.H11MO.0.C	0.936995
