query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	enrichment
query_1	TRUE	0.00199008071848696	78	381	10	0.026246719160105	0.128205128205128	GO:0038024	GO:MF	cargo receptor activity	18679	6506	6.28541624604617
query_1	TRUE	0.00393951945150983	4651	596	192	0.322147651006711	0.0412814448505698	GO:0012505	GO:CC	endomembrane system	18964	817	1.3135257049433
query_1	TRUE	0.00414637595686062	3644	588	155	0.263605442176871	0.0425356750823271	GO:0031090	GO:CC	organelle membrane	18964	1217	1.37184786098852
query_1	TRUE	0.00448846351278691	42	11	3	0.272727272727273	0.0714285714285714	GO:0006040	GO:BP	amino sugar metabolic process	18123	2081	117.681818181818
query_1	TRUE	0.00852684828940051	377	45	8	0.177777777777778	0.0212201591511936	GO:0007159	GO:BP	leukocyte cell-cell adhesion	18123	3072	8.54606542882405
query_1	TRUE	0.0142739883419846	339	91	9	0.0989010989010989	0.0265486725663717	GO:0045121	GO:CC	membrane raft	18964	2437	5.53262666537003
query_1	TRUE	0.0142739883419846	339	91	9	0.0989010989010989	0.0265486725663717	GO:0098857	GO:CC	membrane microdomain	18964	3658	5.53262666537003
query_1	TRUE	0.0233614087142633	5	318	3	0.00943396226415094	0.6	GO:0036218	GO:MF	dTTP diphosphatase activity	18679	6427	35.2433962264151
query_1	TRUE	0.0295686657224222	898	55	12	0.218181818181818	0.0133630289532294	GO:0098609	GO:BP	cell-cell adhesion	18123	22060	4.40323952217048
query_1	TRUE	0.0357839986891708	2987	517	122	0.235976789168279	0.0408436558419819	GO:0006796	GO:BP	phosphate-containing compound metabolic process	18123	2765	1.43173998998886
query_1	TRUE	0.04264320238729	1764	585	82	0.14017094017094	0.0464852607709751	GO:0031984	GO:CC	organelle subcompartment	18964	1455	1.50691706882183
query_1	TRUE	0.0429681314679082	115	381	10	0.026246719160105	0.0869565217391304	GO:0044853	GO:CC	plasma membrane raft	18964	2423	4.32819810567157
