Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	Jdp2.mouse_bZIP_1	0.000135727	JUND_MA0491.1	0.000135727	JDP2_MA0655.1	0.000135727
pattern_1	CTCF_MA0139.1	3.09259e-14	CTCF_HUMAN.H11MO.0.A	1.62996e-12	CTCF_MOUSE.H11MO.0.A	8.26138e-11
pattern_2	SP2_HUMAN.H11MO.0.A	6.05243e-13	SP2_MOUSE.H11MO.0.B	6.05243e-13	SP3_HUMAN.H11MO.0.B	1.28215e-12
pattern_3	Ascl2.mouse_bHLH_1	0.0065318	Ascl2_MA0816.1	0.0065318	TFAP4_HUMAN.H11MO.0.A	0.0065318
pattern_4	TEAD4_MOUSE.H11MO.0.A	4.00444e-06	TEAD4_HUMAN.H11MO.0.A	7.31788e-05	TEAD1_TEA_2	0.000579189
pattern_5	ERG_MOUSE.H11MO.0.A	1.60614e-05	ETS1_MOUSE.H11MO.0.A	1.60614e-05	FLI1_MOUSE.H11MO.0.A	1.84013e-05
pattern_6	FOXL2_MOUSE.H11MO.0.C	0.000448395	FOXK2_MA1103.1	0.0025618	Foxc1.mouse_forkhead_2	0.0025618
pattern_7	NRF1_MA0506.1	3.10426e-06	NRF1_MOUSE.H11MO.0.A	0.00075213	NRF1_NRF_1	0.00075213
pattern_8	NFYB_HUMAN.H11MO.0.A	5.05461e-07	NFYB_MOUSE.H11MO.0.A	5.05461e-07	NFYC_MOUSE.H11MO.0.B	8.15043e-06
pattern_9	XBP1_bZIP_1	1.76638e-06	BATF3_MA0835.1	4.08907e-05	BATF3_bZIP_1	4.08907e-05
pattern_10	RUNX1_MOUSE.H11MO.0.A	5.4692e-05	RUNX3_HUMAN.H11MO.0.A	7.70251e-05	RUNX1_MA0002.2	0.000147828
pattern_11	CEBPA_MA0102.3	1.12487e-05	CEBPA_MOUSE.H11MO.0.A	6.32185e-05	CEBPB_MOUSE.H11MO.0.A	6.32185e-05
pattern_12	ZBTB18_MA0698.1	0.00425794	ZNF238_C2H2_2	0.00425794	ZNF238_C2H2_1	0.00449856
pattern_13	WT1_HUMAN.H11MO.0.C	0.000201975	WT1_MOUSE.H11MO.0.B	0.000201975	ZN341_HUMAN.H11MO.0.C	0.000242894
pattern_14	PRDM6_HUMAN.H11MO.0.C	0.0326931	ZNF384_MA1125.1	0.0584877	ANDR_HUMAN.H11MO.0.A	0.207281
pattern_15	WT1_HUMAN.H11MO.0.C	1.00263e-08	WT1_MOUSE.H11MO.0.B	1.00263e-08	SP5_MOUSE.H11MO.0.C	1.08871e-08
pattern_16	PRDM1_HUMAN.H11MO.0.A	7.41812e-08	PRDM1_MOUSE.H11MO.0.A	7.41812e-08	IRF1_MA0050.2	4.54152e-05
pattern_17	TAF1_HUMAN.H11MO.0.A	1.15261e-05	TAF1_MOUSE.H11MO.0.A	0.00893758	TYY1_HUMAN.H11MO.0.A	0.0739975
pattern_18	Rfx1_MA0509.1	4.19502e-07	RFX2_MOUSE.H11MO.0.A	4.19502e-07	RFX3_MOUSE.H11MO.0.C	5.2597e-06
pattern_19	IRF3_HUMAN.H11MO.0.B	0.137124	IRF3_MOUSE.H11MO.0.A	0.137124	STAT2_HUMAN.H11MO.0.A	0.184182
pattern_20	SP2_HUMAN.H11MO.0.A	0.000144748	SP2_MOUSE.H11MO.0.B	0.000144748	SP1_MOUSE.H11MO.0.A	0.000144748
pattern_21	ZNF76_HUMAN.H11MO.0.C	2.48931e-21	ZN143_HUMAN.H11MO.0.A	1.30256e-20	ZN143_MOUSE.H11MO.0.A	2.50691e-20
pattern_22	ZNF76_HUMAN.H11MO.0.C	0.00246788	ZN143_HUMAN.H11MO.0.A	0.00246788	ZN143_MOUSE.H11MO.0.A	0.00246788
pattern_23	Myod1_MA0499.1	1.0	MYOD1_MOUSE.H11MO.0.A	1.0	ZN816_HUMAN.H11MO.0.C	1.0
pattern_24	SP1_MOUSE.H11MO.0.A	2.99826e-06	PATZ1_HUMAN.H11MO.0.C	3.5888e-05	MAZ_HUMAN.H11MO.0.A	3.5888e-05
pattern_25	MAZ_HUMAN.H11MO.0.A	1.55065e-06	MAZ_MOUSE.H11MO.0.A	1.55065e-06	VEZF1_HUMAN.H11MO.0.C	1.55065e-06
pattern_26	SP1_MOUSE.H11MO.0.A	3.85852e-08	SP2_HUMAN.H11MO.0.A	2.77511e-07	SP2_MOUSE.H11MO.0.B	2.77511e-07
pattern_27	RREB1_MA0073.1	1.0				
pattern_28	REST_HUMAN.H11MO.0.A	9.68193e-11	REST_MA0138.2	9.68193e-11	REST_MOUSE.H11MO.0.A	1.69219e-10
pattern_29	SP2_HUMAN.H11MO.0.A	2.34081e-06	SP2_MOUSE.H11MO.0.B	2.34081e-06	SP1_MOUSE.H11MO.0.A	3.54301e-06
pattern_30	RREB1_MA0073.1	1.0	EGR1_HUMAN.H11MO.0.A	1.0	EGR2_HUMAN.H11MO.0.A	1.0
