Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	KLF6_HUMAN.H11MO.0.A	0.00012361	KLF3_HUMAN.H11MO.0.B	0.00012361	SP3_HUMAN.H11MO.0.B	0.00012361
pattern_1	PO5F1_HUMAN.H11MO.0.A	3.74137e-05	NANOG_HUMAN.H11MO.0.A	3.74137e-05	PO2F2_HUMAN.H11MO.0.A	0.00108744
pattern_2	CTCF_HUMAN.H11MO.0.A	2.07744e-15	CTCFL_HUMAN.H11MO.0.A	4.58846e-08	SNAI1_HUMAN.H11MO.0.C	0.326107
pattern_3	JUN_HUMAN.H11MO.0.A	7.86229e-06	FOSL2_HUMAN.H11MO.0.A	7.86229e-06	FOSB_HUMAN.H11MO.0.A	7.86229e-06
pattern_4	SOX2_HUMAN.H11MO.0.A	8.50636e-05	SOX4_HUMAN.H11MO.0.B	0.00775948	SOX3_HUMAN.H11MO.0.B	0.0101414
pattern_5	KLF4_HUMAN.H11MO.0.A	0.00823647	KLF5_HUMAN.H11MO.0.A	0.0132488	KLF1_HUMAN.H11MO.0.A	0.178902
pattern_6	NANOG_HUMAN.H11MO.0.A	8.29779e-07	PO5F1_HUMAN.H11MO.0.A	8.79748e-07	PO3F1_HUMAN.H11MO.0.C	0.000233757
pattern_7	NRF1_HUMAN.H11MO.0.A	0.00188342				
pattern_8	ETV1_HUMAN.H11MO.0.A	1.74756e-05	ELK4_HUMAN.H11MO.0.A	3.83229e-05	GABPA_HUMAN.H11MO.0.A	0.000112312
pattern_9	SP2_HUMAN.H11MO.0.A	0.000629261	SP1_HUMAN.H11MO.0.A	0.00393846	SP3_HUMAN.H11MO.0.B	0.00393846
pattern_10	NFYB_HUMAN.H11MO.0.A	4.99594e-10	NFYC_HUMAN.H11MO.0.A	2.82611e-08	NFYA_HUMAN.H11MO.0.A	3.70219e-07
pattern_11	BHA15_HUMAN.H11MO.0.B	0.00802054	HTF4_HUMAN.H11MO.0.A	0.00802054	TFE2_HUMAN.H11MO.0.A	0.00802054
pattern_12	ZN143_HUMAN.H11MO.0.A	1.50991e-16	ZNF76_HUMAN.H11MO.0.C	4.45294e-15	THA11_HUMAN.H11MO.0.B	3.99692e-13
pattern_13	PRDM6_HUMAN.H11MO.0.C	0.00316732	ANDR_HUMAN.H11MO.0.A	0.022472	FOXJ3_HUMAN.H11MO.0.A	0.0305056
pattern_14	CREM_HUMAN.H11MO.0.C	0.000606898	USF2_HUMAN.H11MO.0.A	0.000606898	ATF3_HUMAN.H11MO.0.A	0.000899199
pattern_15	EGR2_HUMAN.H11MO.0.A	1.0	EGR1_HUMAN.H11MO.0.A	1.0	KLF5_HUMAN.H11MO.0.A	1.0
