Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	Sp1(Zf)/Promoter/Homer	6.58598e-05	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer	6.58598e-05	Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	7.20575e-05
pattern_1	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	9.31614e-15	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	8.33289e-12	Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer	0.0421146
pattern_2	Bach1(bZIP)/K562-Bach1-ChIP-Seq(GSE31477)/Homer	0.000221481	Nrf2(bZIP)/Lymphoblast-Nrf2-ChIP-Seq(GSE37589)/Homer	0.000221481	NF-E2(bZIP)/K562-NFE2-ChIP-Seq(GSE31477)/Homer	0.00026863
pattern_3	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	1.21832e-07	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	1.58829e-07	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	4.66062e-05
pattern_4	Sox4(HMG)/proB-Sox4-ChIP-Seq(GSE50066)/Homer	0.00115365	Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer	0.00190273	Sox10(HMG)/SciaticNerve-Sox3-ChIP-Seq(GSE35132)/Homer	0.00790084
pattern_5	MyoG(bHLH)/C2C12-MyoG-ChIP-Seq(GSE36024)/Homer	0.000330931	Myf5(bHLH)/GM-Myf5-ChIP-Seq(GSE24852)/Homer	0.000330931	Tcf21(bHLH)/ArterySmoothMuscle-Tcf21-ChIP-Seq(GSE61369)/Homer	0.00139596
pattern_6	ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)/Homer	5.53288e-06	ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)/Homer	7.513e-06	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	0.000558652
pattern_7	TEAD4(TEA)/Tropoblast-Tead4-ChIP-Seq(GSE37350)/Homer	1.30451e-05	TEAD2(TEA)/Py2T-Tead2-ChIP-Seq(GSE55709)/Homer	1.70142e-05	TEAD(TEA)/Fibroblast-PU.1-ChIP-Seq(Unpublished)/Homer	4.16459e-05
pattern_8	NRF(NRF)/Promoter/Homer	0.000301825	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	0.000354084	Egr2(Zf)/Thymocytes-Egr2-ChIP-Seq(GSE34254)/Homer	1.0
pattern_9	NFY(CCAAT)/Promoter/Homer	7.34318e-09	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.393578	PAX5(Paired,Homeobox)/GM12878-PAX5-ChIP-Seq(GSE32465)/Homer	0.796355
