Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	KLF3_HUMAN.H11MO.0.B	1.8959e-06	KLF3_MOUSE.H11MO.0.A	1.8959e-06	SP1_MA0079.3	1.4566e-05
pattern_1	CTCF_MA0139.1	1.75379e-15	CTCF_HUMAN.H11MO.0.A	4.08497e-15	CTCF_MOUSE.H11MO.0.A	9.39507e-13
pattern_2	FOSL2+JUN_MA1130.1	9.85588e-05	FOSL1+JUN_MA1128.1	9.85588e-05	FOS+JUND_MA1141.1	9.85588e-05
pattern_3	PO5F1_HUMAN.H11MO.0.A	1.96997e-07	PO5F1_MOUSE.H11MO.0.A	3.04067e-07	NANOG_HUMAN.H11MO.0.A	3.04067e-07
pattern_4	Sox3_MA0514.1	0.000874863	SOX2_HUMAN.H11MO.0.A	0.00169406	SOX4_HUMAN.H11MO.0.B	0.00169406
pattern_5	Tcf12_MA0521.1	0.00341732	MYOG_HUMAN.H11MO.0.B	0.00983394	MYOG_MOUSE.H11MO.0.A	0.00983394
pattern_6	ETS1_HUMAN.H11MO.0.A	2.81318e-05	ETS1_MOUSE.H11MO.0.A	5.20644e-05	ETV4_MOUSE.H11MO.0.B	0.000135676
pattern_7	TEAD4_HUMAN.H11MO.0.A	6.41319e-06	TEAD4_MOUSE.H11MO.0.A	2.39255e-05	TEAD1_HUMAN.H11MO.0.A	3.64085e-05
pattern_8	NRF1_MOUSE.H11MO.0.A	0.000494988	NRF1_MA0506.1	0.000494988	NRF1_NRF_1	0.000494988
pattern_9	NFYB_HUMAN.H11MO.0.A	1.37655e-10	NFYB_MOUSE.H11MO.0.A	1.37655e-10	NFYC_HUMAN.H11MO.0.A	5.05701e-07
pattern_10	CREB1_MA0018.3	1.80108e-05	ATF1_MOUSE.H11MO.0.B	0.000322489	JUN+JUNB_MA1133.1	0.000884373
pattern_11	RUNX1_HUMAN.H11MO.0.A	0.000297287	RUNX1_MOUSE.H11MO.0.A	0.000587779	RUNX2_MOUSE.H11MO.0.A	0.000587779
pattern_12	SP2_HUMAN.H11MO.0.A	3.38144e-06	SP2_MOUSE.H11MO.0.B	3.38144e-06	SP3_HUMAN.H11MO.0.B	0.000206861
pattern_13	MBD2_HUMAN.H11MO.0.B	0.0423489	MBD2_MOUSE.H11MO.0.B	0.0423489	ZEB1_MA0103.3	0.188619
pattern_14	ZN143_MOUSE.H11MO.0.A	3.29325e-21	ZNF76_HUMAN.H11MO.0.C	6.33493e-19	THA11_HUMAN.H11MO.0.B	1.82615e-18
pattern_15	PRDM6_HUMAN.H11MO.0.C	0.0964168	ZNF384_MA1125.1	0.0969801	STAT1_MOUSE.H11MO.0.A	0.106105
pattern_16	RFX2_MOUSE.H11MO.0.A	7.64628e-09	RFX3_MOUSE.H11MO.0.C	7.64628e-09	Rfx1_MA0509.1	7.64628e-09
pattern_17	ZN143_MOUSE.H11MO.0.A	0.150808	STAT3_MA0144.2	0.150808	RBPJ_MA1116.1	0.150808
pattern_18	ZN563_HUMAN.H11MO.0.C	0.862998	STAT3_MOUSE.H11MO.0.A	0.862998	STAT3_HUMAN.H11MO.0.A	0.862998
pattern_19	SP1_MOUSE.H11MO.0.A	0.000164493	SP2_HUMAN.H11MO.0.A	0.000659165	SP2_MOUSE.H11MO.0.B	0.000659165
pattern_20	RREB1_MA0073.1	1.0				
pattern_21	SP2_HUMAN.H11MO.0.A	1.86851e-07	SP2_MOUSE.H11MO.0.B	1.86851e-07	SP1_MOUSE.H11MO.0.A	1.11684e-06
pattern_22	REST_MA0138.2	2.27571e-11	REST_HUMAN.H11MO.0.A	7.11287e-11	REST_MOUSE.H11MO.0.A	7.11287e-11
pattern_23	SP1_MOUSE.H11MO.0.A	0.00228822	THAP1_HUMAN.H11MO.0.C	0.00228822	SP2_HUMAN.H11MO.0.A	0.00228822
