Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	FOSL1_MA0477.1	5.54265e-05	BATF+JUN_MA0462.1	5.54265e-05	JUN_MA0489.1	6.46643e-05
pattern_1	SP1_HUMAN.H11MO.0.A	4.40633e-09	SP3_HUMAN.H11MO.0.B	1.07385e-07	SP3_MOUSE.H11MO.0.B	1.07385e-07
pattern_2	CTCF_MA0139.1	1.44137e-14	CTCF_HUMAN.H11MO.0.A	2.5768e-14	CTCF_MOUSE.H11MO.0.A	1.53464e-12
pattern_3	TEAD4_HUMAN.H11MO.0.A	1.57493e-06	TEAD4_MOUSE.H11MO.0.A	1.57493e-06	TEAD1_HUMAN.H11MO.0.A	6.00788e-05
pattern_4	ETS1_MOUSE.H11MO.0.A	3.18303e-07	ETS1_HUMAN.H11MO.0.A	3.12779e-06	ERG_MOUSE.H11MO.0.A	3.12779e-06
pattern_5	Ascl2.mouse_bHLH_1	0.00153104	Ascl2_MA0816.1	0.00153104	MSC_MA0665.1	0.00325666
pattern_6	Foxc1.mouse_forkhead_2	0.00040222	FOXL2_MOUSE.H11MO.0.C	0.0136314	FOXK2_MA1103.1	0.0186044
pattern_7	ATF2_HUMAN.H11MO.0.B	0.000188956	ATF2_MOUSE.H11MO.0.A	0.000188956	JUND_MA0492.1	0.00239845
pattern_8	NRF1_MA0506.1	1.23165e-05	NRF1_MOUSE.H11MO.0.A	9.40678e-05	NRF1_HUMAN.H11MO.0.A	0.000160227
pattern_9	NFYB_HUMAN.H11MO.0.A	2.31385e-07	NFYB_MOUSE.H11MO.0.A	2.31385e-07	NFYC_HUMAN.H11MO.0.A	1.19623e-05
pattern_10	RUNX1_HUMAN.H11MO.0.A	0.000173166	RUNX1_MOUSE.H11MO.0.A	0.000173166	RUNX2_MOUSE.H11MO.0.A	0.000173166
pattern_11	NFIB_MOUSE.H11MO.0.C	1.0	SMAD2_MOUSE.H11MO.0.A	1.0	ZFP42_HUMAN.H11MO.0.A	1.0
pattern_12	NFIC_HUMAN.H11MO.0.A	0.0391392	NFIB_MOUSE.H11MO.0.C	0.838985	NFIC+TLX1_MA0119.1	0.927458
pattern_13	ZBTB18_MA0698.1	0.00175173	ZNF238_C2H2_2	0.00175173	ZNF238_C2H2_1	0.0023874
pattern_14	RFX5_RFX_2	4.19151e-05	RFX5_RFX_3	4.19151e-05	Rfx1_MA0509.1	7.12197e-05
pattern_15	PRDM6_HUMAN.H11MO.0.C	0.034818	ZNF384_MA1125.1	0.084214	STAT1_MOUSE.H11MO.0.A	0.084214
pattern_16	CEBPA_HUMAN.H11MO.0.A	0.0155545	CEBPA_MOUSE.H11MO.0.A	0.0155545	CEBPA_MA0102.3	0.0155545
pattern_17	ZN143_HUMAN.H11MO.0.A	1.10185e-22	ZNF76_HUMAN.H11MO.0.C	9.79274e-22	ZN143_MOUSE.H11MO.0.A	2.2708e-21
pattern_18	ZN143_MOUSE.H11MO.0.A	0.00254302	ZNF76_HUMAN.H11MO.0.C	0.00312804	ZN143_HUMAN.H11MO.0.A	0.00471739
pattern_19	ZN816_HUMAN.H11MO.0.C	0.873999	LYL1_HUMAN.H11MO.0.A	0.873999	LYL1_MOUSE.H11MO.0.A	0.873999
pattern_20	ZNF384_MA1125.1	0.426032	PRDM6_HUMAN.H11MO.0.C	0.981692	NFAC1_HUMAN.H11MO.0.B	1.0
pattern_21	ZNF384_MA1125.1	0.339899	HOXD12_homeodomain_1	1.0	SRY_MA0084.1	1.0
pattern_22	KLF9_MA1107.1	0.00780822	EGR2_HUMAN.H11MO.0.A	0.0116456	EGR1_HUMAN.H11MO.0.A	0.0116456
pattern_23	RREB1_MA0073.1	1.0	EGR2_MOUSE.H11MO.0.A	1.0	KLF9_MA1107.1	1.0
pattern_24	ZNF384_MA1125.1	0.010087	Alx1.mouse_homeodomain_1	0.304849	ALX3_MA0634.1	0.304849
pattern_25	RREB1_MA0073.1	0.537179	EGR2_MOUSE.H11MO.0.A	0.673339	KLF9_MA1107.1	0.673339
pattern_26	REST_MOUSE.H11MO.0.A	2.6081e-08	REST_HUMAN.H11MO.0.A	2.6081e-08	REST_MA0138.2	2.08636e-07
