Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	BATF_HUMAN.H11MO.0.A	0.00112018	FOSB_HUMAN.H11MO.0.A	0.00207579	BACH2_HUMAN.H11MO.0.A	0.00207579
pattern_1	SP1_HUMAN.H11MO.0.A	7.81394e-09	SP3_HUMAN.H11MO.0.B	2.31618e-07	SP2_HUMAN.H11MO.0.A	5.3153e-07
pattern_2	CTCF_HUMAN.H11MO.0.A	1.28521e-13	CTCFL_HUMAN.H11MO.0.A	9.45797e-08	ZIC3_HUMAN.H11MO.0.B	0.151076
pattern_3	TEAD4_HUMAN.H11MO.0.A	5.84205e-07	TEAD1_HUMAN.H11MO.0.A	1.08249e-05	REL_HUMAN.H11MO.0.B	0.880793
pattern_4	ETS1_HUMAN.H11MO.0.A	2.89458e-06	ELF1_HUMAN.H11MO.0.A	2.18976e-05	ETV1_HUMAN.H11MO.0.A	2.18976e-05
pattern_5	BHA15_HUMAN.H11MO.0.B	0.00523148	LYL1_HUMAN.H11MO.0.A	0.00523148	MYOD1_HUMAN.H11MO.0.A	0.0070705
pattern_6	FOXK1_HUMAN.H11MO.0.A	0.00811656	FOXQ1_HUMAN.H11MO.0.C	0.00811656	FOXJ2_HUMAN.H11MO.0.C	0.00811656
pattern_7	ATF2_HUMAN.H11MO.0.B	8.15959e-06	CREM_HUMAN.H11MO.0.C	0.0023849	CREB1_HUMAN.H11MO.0.A	0.00402612
pattern_8	NRF1_HUMAN.H11MO.0.A	0.00031139	ASCL1_HUMAN.H11MO.0.A	1.0	BACH1_HUMAN.H11MO.0.A	1.0
pattern_9	NFYB_HUMAN.H11MO.0.A	2.9138e-08	NFYC_HUMAN.H11MO.0.A	9.36524e-06	NFYA_HUMAN.H11MO.0.A	1.59635e-05
pattern_10	RUNX1_HUMAN.H11MO.0.A	4.46936e-06	RUNX3_HUMAN.H11MO.0.A	8.22306e-05	RUNX2_HUMAN.H11MO.0.A	0.000572008
pattern_11	ZFP42_HUMAN.H11MO.0.A	0.837152	TYY1_HUMAN.H11MO.0.A	0.837152	ZN331_HUMAN.H11MO.0.C	0.837152
pattern_12	NFIC_HUMAN.H11MO.0.A	0.0103864	NFIA_HUMAN.H11MO.0.C	0.489122	THAP1_HUMAN.H11MO.0.C	0.489122
pattern_13	ZBT18_HUMAN.H11MO.0.C	0.00913009	TWST1_HUMAN.H11MO.0.A	0.0616713	LYL1_HUMAN.H11MO.0.A	0.0621953
pattern_14	RFX2_HUMAN.H11MO.0.A	0.000166509	RFX3_HUMAN.H11MO.0.B	0.000270841	RFX1_HUMAN.H11MO.0.B	0.000279403
pattern_15	PRDM6_HUMAN.H11MO.0.C	0.00101443	ANDR_HUMAN.H11MO.0.A	0.0240314	FOXJ3_HUMAN.H11MO.0.A	0.0282539
pattern_16	CEBPA_HUMAN.H11MO.0.A	0.0019112	CEBPB_HUMAN.H11MO.0.A	0.00877198	CEBPD_HUMAN.H11MO.0.C	0.00877198
pattern_17	ZN143_HUMAN.H11MO.0.A	4.41673e-23	ZNF76_HUMAN.H11MO.0.C	1.10161e-22	THA11_HUMAN.H11MO.0.B	1.04566e-20
pattern_18	ZNF76_HUMAN.H11MO.0.C	0.00103762	ZN143_HUMAN.H11MO.0.A	0.00103762	THA11_HUMAN.H11MO.0.B	0.00173584
pattern_19	ZN816_HUMAN.H11MO.0.C	0.32357	LYL1_HUMAN.H11MO.0.A	0.32357	ZN143_HUMAN.H11MO.0.A	0.32357
pattern_20	PRDM6_HUMAN.H11MO.0.C	0.138595	NFAC1_HUMAN.H11MO.0.B	0.271893	ANDR_HUMAN.H11MO.0.A	0.291247
pattern_21	SRY_HUMAN.H11MO.0.B	0.442765	FOXP1_HUMAN.H11MO.0.A	0.442765	PRDM6_HUMAN.H11MO.0.C	0.442765
pattern_22	EGR2_HUMAN.H11MO.0.A	0.00371942	EGR1_HUMAN.H11MO.0.A	0.00371942	KLF5_HUMAN.H11MO.0.A	0.0107973
pattern_23	KLF5_HUMAN.H11MO.0.A	1.0	EGR1_HUMAN.H11MO.0.A	1.0	EGR2_HUMAN.H11MO.0.A	1.0
pattern_24	FEZF1_HUMAN.H11MO.0.C	0.203862	IRF8_HUMAN.H11MO.0.B	0.203862	IRF1_HUMAN.H11MO.0.A	0.203862
pattern_25	EGR2_HUMAN.H11MO.0.A	0.531719	EGR1_HUMAN.H11MO.0.A	0.531719	KLF5_HUMAN.H11MO.0.A	0.531719
pattern_26	REST_HUMAN.H11MO.0.A	7.56592e-09	ZN335_HUMAN.H11MO.0.A	0.0441569	SP2_HUMAN.H11MO.0.A	0.980365
