Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	SP3_HUMAN.H11MO.0.B	7.4301e-13	SP2_HUMAN.H11MO.0.A	7.76897e-11	KLF3_HUMAN.H11MO.0.B	2.43801e-08
pattern_1	CTCF_HUMAN.H11MO.0.A	1.14375e-13	CTCFL_HUMAN.H11MO.0.A	2.43739e-07	SNAI1_HUMAN.H11MO.0.C	0.182055
pattern_2	FOS_HUMAN.H11MO.0.A	0.000654307	JUNB_HUMAN.H11MO.0.A	0.000654307	JUND_HUMAN.H11MO.0.A	0.000654307
pattern_3	NANOG_HUMAN.H11MO.0.A	3.3544e-10	PO5F1_HUMAN.H11MO.0.A	3.3544e-10	PO3F1_HUMAN.H11MO.0.C	0.000288942
pattern_4	ETS1_HUMAN.H11MO.0.A	1.42234e-06	EHF_HUMAN.H11MO.0.B	0.000257805	ERG_HUMAN.H11MO.0.A	0.000685665
pattern_5	PTF1A_HUMAN.H11MO.0.B	0.00535148	OLIG2_HUMAN.H11MO.0.B	0.0194312	HTF4_HUMAN.H11MO.0.A	0.0194312
pattern_6	TEAD4_HUMAN.H11MO.0.A	2.02129e-07	TEAD1_HUMAN.H11MO.0.A	7.11511e-07	REL_HUMAN.H11MO.0.B	0.667431
pattern_7	NRF1_HUMAN.H11MO.0.A	0.0018991	ZBT14_HUMAN.H11MO.0.C	1.0		
pattern_8	NFYB_HUMAN.H11MO.0.A	3.6094e-08	NFYC_HUMAN.H11MO.0.A	3.27359e-07	NFYA_HUMAN.H11MO.0.A	1.32298e-06
pattern_9	RUNX1_HUMAN.H11MO.0.A	0.00010389	RUNX2_HUMAN.H11MO.0.A	0.00010389	RUNX3_HUMAN.H11MO.0.A	0.000246869
pattern_10	KLF4_HUMAN.H11MO.0.A	0.00150825	KLF5_HUMAN.H11MO.0.A	0.00241764	KLF1_HUMAN.H11MO.0.A	0.030796
pattern_11	ATF2_HUMAN.H11MO.0.B	2.26209e-05	CREB1_HUMAN.H11MO.0.A	0.0020211	ATF1_HUMAN.H11MO.0.B	0.0020211
pattern_12	SP2_HUMAN.H11MO.0.A	0.000226793	SP1_HUMAN.H11MO.0.A	0.000805192	SP3_HUMAN.H11MO.0.B	0.00127542
pattern_13	PRDM6_HUMAN.H11MO.0.C	0.00223186	ANDR_HUMAN.H11MO.0.A	0.0132767	FOXJ3_HUMAN.H11MO.0.A	0.021537
pattern_14	REST_HUMAN.H11MO.0.A	0.000720844	RELB_HUMAN.H11MO.0.C	0.752624	SP1_HUMAN.H11MO.0.A	0.752624
pattern_15	ZN143_HUMAN.H11MO.0.A	1.18623e-11	THA11_HUMAN.H11MO.0.B	2.75693e-11	ZNF76_HUMAN.H11MO.0.C	2.75693e-11
pattern_16	RFX2_HUMAN.H11MO.0.A	2.16077e-07	RFX1_HUMAN.H11MO.0.B	5.11358e-07	RFX3_HUMAN.H11MO.0.B	2.63679e-05
pattern_17	REST_HUMAN.H11MO.0.A	9.00768e-15	ZN335_HUMAN.H11MO.0.A	0.20606	CLOCK_HUMAN.H11MO.0.C	1.0
pattern_18	AP2C_HUMAN.H11MO.0.A	6.09328e-06	AP2A_HUMAN.H11MO.0.A	7.32768e-06	NFIC_HUMAN.H11MO.0.A	0.371894
pattern_19	EGR2_HUMAN.H11MO.0.A	1.0	EGR1_HUMAN.H11MO.0.A	1.0	KLF5_HUMAN.H11MO.0.A	1.0
pattern_20	SIX2_HUMAN.H11MO.0.A	0.00269959	SIX1_HUMAN.H11MO.0.A	0.00813485	RFX3_HUMAN.H11MO.0.B	0.183897
