Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_HUMAN.H11MO.0.A	1.66402e-15	CTCFL_HUMAN.H11MO.0.A	2.92348e-07	SNAI1_HUMAN.H11MO.0.C	0.435134
pattern_1	PO5F1_HUMAN.H11MO.0.A	1.82097e-12	NANOG_HUMAN.H11MO.0.A	7.68707e-11	PO3F1_HUMAN.H11MO.0.C	0.000139356
pattern_2	SP1_HUMAN.H11MO.0.A	9.32225e-06	KLF1_HUMAN.H11MO.0.A	5.52038e-05	SP3_HUMAN.H11MO.0.B	8.34971e-05
pattern_3	JUN_HUMAN.H11MO.0.A	2.71143e-05	FOSB_HUMAN.H11MO.0.A	2.71143e-05	FOSL2_HUMAN.H11MO.0.A	3.17151e-05
pattern_4	ELK4_HUMAN.H11MO.0.A	7.56959e-07	ETV1_HUMAN.H11MO.0.A	1.17869e-06	GABPA_HUMAN.H11MO.0.A	4.93794e-06
pattern_5	NFYB_HUMAN.H11MO.0.A	1.88478e-11	NFYC_HUMAN.H11MO.0.A	1.67929e-06	NFYA_HUMAN.H11MO.0.A	5.57255e-06
pattern_6	NRF1_HUMAN.H11MO.0.A	2.28343e-08	ASCL1_HUMAN.H11MO.0.A	1.0		
pattern_7	ATF2_HUMAN.H11MO.0.B	0.0024126	ATF3_HUMAN.H11MO.0.A	0.0024126	ATF1_HUMAN.H11MO.0.B	0.00242978
pattern_8	TWST1_HUMAN.H11MO.0.A	3.22632e-07	OLIG2_HUMAN.H11MO.0.B	0.00445785	ZBT18_HUMAN.H11MO.0.C	0.0120747
pattern_9	ZNF76_HUMAN.H11MO.0.C	1.0872e-21	ZN143_HUMAN.H11MO.0.A	6.88125e-21	THA11_HUMAN.H11MO.0.B	9.15258e-18
pattern_10	NFIC_HUMAN.H11MO.0.A	8.41699e-08	NFIA_HUMAN.H11MO.0.C	2.78846e-05	ZFX_HUMAN.H11MO.0.A	0.111919
pattern_11	RFX1_HUMAN.H11MO.0.B	4.05343e-10	RFX2_HUMAN.H11MO.0.A	1.96118e-08	RFX3_HUMAN.H11MO.0.B	6.82079e-06
pattern_12	KAISO_HUMAN.H11MO.0.A	3.43649e-06	CEBPE_HUMAN.H11MO.0.A	1.0	ZN121_HUMAN.H11MO.0.C	1.0
