Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	KLF5_MA0599.1	4.84155e-07	KLF5_MOUSE.H11MO.0.A	7.21812e-06	KLF3_HUMAN.H11MO.0.B	7.21812e-06
pattern_1	CTCF_HUMAN.H11MO.0.A	7.85693e-17	CTCF_MA0139.1	2.82948e-15	CTCF_MOUSE.H11MO.0.A	2.66468e-13
pattern_2	FOSL2_HUMAN.H11MO.0.A	1.06956e-06	JUN_HUMAN.H11MO.0.A	1.06956e-06	FOSB_HUMAN.H11MO.0.A	1.06956e-06
pattern_3	PO5F1_HUMAN.H11MO.0.A	5.96441e-05	PO5F1_MOUSE.H11MO.0.A	5.96441e-05	NANOG_HUMAN.H11MO.0.A	9.57942e-05
pattern_4	NFYB_HUMAN.H11MO.0.A	2.79128e-11	NFYB_MOUSE.H11MO.0.A	2.79128e-11	NFYC_HUMAN.H11MO.0.A	8.43209e-08
pattern_5	Gabpa_MA0062.2	1.39998e-08	ELK4_MA0076.2	1.39998e-08	ELF1_MOUSE.H11MO.0.A	2.93681e-07
pattern_6	NANOG_MOUSE.H11MO.0.A	5.72781e-11	SOX2_MOUSE.H11MO.0.A	5.72781e-11	PO5F1_MOUSE.H11MO.0.A	6.68053e-09
pattern_7	NRF1_HUMAN.H11MO.0.A	1.65441e-07	NRF1_MOUSE.H11MO.0.A	1.65441e-07	NRF1_MA0506.1	9.89813e-07
pattern_8	CREB1_MA0018.3	8.65263e-06	CREB3_bZIP_1	0.000226279	JDP2_MA0656.1	0.000476159
pattern_9	ZN143_HUMAN.H11MO.0.A	1.43228e-21	ZN143_MOUSE.H11MO.0.A	6.49196e-20	ZNF76_HUMAN.H11MO.0.C	6.49196e-20
pattern_10	NFIC_HUMAN.H11MO.0.A	2.90003e-11	NFIB_MOUSE.H11MO.0.C	1.88651e-06	NFIA_HUMAN.H11MO.0.C	6.29863e-05
pattern_11	TYY1_HUMAN.H11MO.0.A	4.82112e-06	TAF1_MOUSE.H11MO.0.A	1.12827e-05	TYY1_MOUSE.H11MO.0.A	1.12827e-05
pattern_12	RFX3_MOUSE.H11MO.0.C	4.718e-11	RFX1_HUMAN.H11MO.0.B	4.718e-11	RFX1_MOUSE.H11MO.0.A	4.718e-11
pattern_13	KAISO_HUMAN.H11MO.0.A	9.22963e-06	KAISO_MOUSE.H11MO.0.B	9.22963e-06	ZBTB33_MA0527.1	1.01906e-05
pattern_14	KLF13_C2H2_1	0.101877	KLF13_MA0657.1	0.101877	KLF12_HUMAN.H11MO.0.C	0.101877
pattern_15	ZNF524_C2H2_2	0.277633	IRF8_IRF_2	1.0	IRF8_MA0652.1	1.0
pattern_16	SP3_HUMAN.H11MO.0.B	0.0778734	SP3_MOUSE.H11MO.0.B	0.0778734	SP2_HUMAN.H11MO.0.A	0.0778734
