-6.363918781280517578e-01,-6.742314100265502930e-01
-6.096928715705871582e-01,-6.084334254264831543e-01
-5.774878859519958496e-01,-6.931916475296020508e-01
-4.840583503246307373e-01,-7.070265412330627441e-01
-6.096507310867309570e-01,-5.401366949081420898e-01
-5.338935852050781250e-01,-6.586914062500000000e-01
-7.445567846298217773e-01,-4.809829294681549072e-01
-3.514726161956787109e-01,-7.402248978614807129e-01
-6.519217491149902344e-01,-6.393250226974487305e-01
-5.599926710128784180e-01,-6.936042904853820801e-01
-5.497937798500061035e-01,-7.222567200660705566e-01
-5.619723796844482422e-01,-7.135184407234191895e-01
-6.963105201721191406e-01,-6.505602598190307617e-01
-6.017470359802246094e-01,-7.160186767578125000e-01
-6.058376431465148926e-01,-6.907784938812255859e-01
-6.556508541107177734e-01,-6.714742779731750488e-01
-6.462969183921813965e-01,-5.199039578437805176e-01
-4.362532496452331543e-01,-7.478514909744262695e-01
-5.955064296722412109e-01,-6.652705073356628418e-01
-5.745898485183715820e-01,-7.185949683189392090e-01
-6.366596221923828125e-01,-7.081263661384582520e-01
-4.827027916908264160e-01,-7.236985564231872559e-01
-5.931286811828613281e-01,-6.921748518943786621e-01
-5.787603259086608887e-01,-7.159705758094787598e-01
-7.165166139602661133e-01,-6.384268403053283691e-01
-5.404834747314453125e-01,-7.140925526618957520e-01
-6.671367287635803223e-01,-6.706543564796447754e-01
-6.592751741409301758e-01,-6.502656340599060059e-01
-4.632224738597869873e-01,-7.521608471870422363e-01
-7.035778164863586426e-01,-6.452021002769470215e-01
-4.711492955684661865e-01,-7.350423932075500488e-01
-7.312031388282775879e-01,-6.136543750762939453e-01
-6.347962021827697754e-01,-6.759840846061706543e-01
-5.594732761383056641e-01,-7.028365731239318848e-01
-7.155994176864624023e-01,-6.401326060295104980e-01
-5.718564391136169434e-01,-7.220184803009033203e-01
-7.106295824050903320e-01,-6.418889760971069336e-01
-5.529567003250122070e-01,-7.286918759346008301e-01
-6.500881910324096680e-01,-6.793839335441589355e-01
-4.919909536838531494e-01,-6.847328543663024902e-01
-6.611356735229492188e-01,-6.916805505752563477e-01
-4.836653172969818115e-01,-7.313387393951416016e-01
-6.531468629837036133e-01,-5.369163751602172852e-01
-6.672609448432922363e-01,-6.450514793395996094e-01
-5.690246224403381348e-01,-6.928060650825500488e-01
-7.380253672599792480e-01,-5.904241204261779785e-01
-6.856262683868408203e-01,-6.602748632431030273e-01
-6.691315174102783203e-01,-6.399040818214416504e-01
-6.073747277259826660e-01,-7.126978039741516113e-01
-6.285997033119201660e-01,-6.953859925270080566e-01
-5.429177880287170410e-01,-5.950592756271362305e-01
-6.627130508422851562e-01,-5.625680685043334961e-01
-5.670105218887329102e-01,-6.309519410133361816e-01
-6.472204327583312988e-01,-6.663466691970825195e-01
-6.946735978126525879e-01,-6.280615329742431641e-01
-6.083500385284423828e-01,-6.839883327484130859e-01
-5.130571722984313965e-01,-7.361633777618408203e-01
-6.601120829582214355e-01,-5.467587113380432129e-01
-7.292397618293762207e-01,-5.389131903648376465e-01
-4.108430445194244385e-01,-6.419827938079833984e-01
-5.623716711997985840e-01,-6.859965324401855469e-01
-5.599561929702758789e-01,-7.028115391731262207e-01
-6.176047921180725098e-01,-5.928332209587097168e-01
-5.755870342254638672e-01,-7.131322026252746582e-01
-6.422472000122070312e-01,-6.762520074844360352e-01
-5.666079521179199219e-01,-6.299391984939575195e-01
-6.564757823944091797e-01,-6.834724545478820801e-01
-7.050641775131225586e-01,-6.411404013633728027e-01
-7.565942406654357910e-01,-6.193951368331909180e-01
-4.945723116397857666e-01,-5.401493906974792480e-01
-2.901470661163330078e-01,-6.593861579895019531e-01
-7.444317340850830078e-01,-4.809347391128540039e-01
-5.249367356300354004e-01,-4.840676486492156982e-01
-6.305798292160034180e-01,-6.994748711585998535e-01
-5.860846042633056641e-01,-7.225579619407653809e-01
-7.252383828163146973e-01,-5.418782830238342285e-01
-6.724480986595153809e-01,-6.198195815086364746e-01
-7.291863560676574707e-01,-5.388644337654113770e-01
-6.969333291053771973e-01,-6.406432986259460449e-01
-6.891469955444335938e-01,-6.430805325508117676e-01
-5.751419663429260254e-01,-6.299810409545898438e-01
-6.256966590881347656e-01,-6.972489953041076660e-01
-5.307824015617370605e-01,-6.596084833145141602e-01
-7.162270545959472656e-01,-6.382665038108825684e-01
