-6.058787703514099121e-01,3.805799186229705811e-01
-3.526928424835205078e-01,-7.133541703224182129e-01
3.862410038709640503e-02,-6.411256790161132812e-01
4.075307250022888184e-01,2.222430109977722168e-01
1.714140176773071289e-01,5.947090387344360352e-01
-6.333183646202087402e-01,-6.213699579238891602e-01
6.845661401748657227e-01,8.603151142597198486e-02
7.445912063121795654e-02,2.611995115876197815e-02
-1.970935314893722534e-01,9.037758708000183105e-01
1.360602974891662598e-01,-4.871808886528015137e-01
-3.690814366564154625e-03,4.639598429203033447e-01
3.922109603881835938e-01,8.320316076278686523e-01
-8.098989129066467285e-01,-5.420176777988672256e-03
-4.328335821628570557e-01,-1.995888352394104004e-01
1.667172610759735107e-01,7.199012637138366699e-01
5.266513675451278687e-02,6.320903897285461426e-01
3.591792881488800049e-01,7.684673070907592773e-01
2.730605565011501312e-02,6.163776516914367676e-01
2.073407769203186035e-01,7.806460261344909668e-01
1.883950084447860718e-01,7.106158137321472168e-01
-2.182755768299102783e-01,9.105424880981445312e-01
-6.134835481643676758e-01,2.914240956306457520e-01
1.678900271654129028e-01,7.444123029708862305e-01
4.429846256971359253e-02,-6.680384278297424316e-01
-5.841002464294433594e-01,-7.133194208145141602e-01
3.991693854331970215e-01,7.173502445220947266e-01
2.573411464691162109e-01,-5.634706616401672363e-01
3.522605597972869873e-01,7.961103320121765137e-01
-1.680372953414916992e-01,1.233671829104423523e-01
2.695160508155822754e-01,7.686911821365356445e-01
-8.345850110054016113e-01,3.317223489284515381e-01
3.570450544357299805e-01,7.326766848564147949e-01
-4.387424886226654053e-01,3.879922628402709961e-01
1.463572084903717041e-01,2.529140114784240723e-01
-1.024690717458724976e-01,-1.724994182586669922e-01
7.151072621345520020e-01,-3.060404062271118164e-01
9.729617834091186523e-02,-6.177150607109069824e-01
-6.008140444755554199e-01,-6.848703622817993164e-01
1.041124612092971802e-01,5.914376378059387207e-01
-1.039927080273628235e-01,2.539292275905609131e-01
9.730999916791915894e-02,-6.462301611900329590e-01
-7.517716884613037109e-01,-2.758608758449554443e-01
1.878891587257385254e-01,1.097965054214000702e-02
-4.716485142707824707e-01,-6.929274797439575195e-01
-5.420222878456115723e-01,-7.331832647323608398e-01
-1.776912808418273926e-01,-5.089329481124877930e-01
-5.554624795913696289e-01,-7.240602374076843262e-01
-8.135437965393066406e-02,6.065636277198791504e-01
-4.561219513416290283e-01,3.976571261882781982e-01
7.028275728225708008e-01,7.904192805290222168e-02
-6.900591403245925903e-02,3.668561577796936035e-01
-1.578500866889953613e-01,3.914481103420257568e-01
