query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	enrichment
query_1	TRUE	1.01872197464649e-07	2093	149	47	0.315436241610738	0.0224558050645007	GO:0009888	GO:BP	tissue development	18123	4221	2.73131916230837
query_1	TRUE	1.7475927463651e-05	421	154	17	0.11038961038961	0.0403800475059382	GO:0062023	GO:CC	collagen-containing extracellular matrix	18964	2679	4.97251442144554
query_1	TRUE	1.97675678302569e-05	2888	149	52	0.348993288590604	0.018005540166205	GO:0051239	GO:BP	regulation of multicellular organismal process	18123	15743	2.1900295599472
query_1	TRUE	4.54692549191586e-05	562	154	19	0.123376623376623	0.0338078291814947	GO:0031012	GO:CC	extracellular matrix	18964	1199	4.16319267920691
query_1	TRUE	4.67336442015241e-05	563	154	19	0.123376623376623	0.0337477797513321	GO:0030312	GO:CC	external encapsulating structure	18964	1094	4.1557980208069
query_1	TRUE	7.55197316244061e-05	509	149	19	0.12751677852349	0.037328094302554	GO:0001501	GO:BP	skeletal system development	18123	431	4.54024867815562
query_1	TRUE	0.00031567382362594	6178	154	79	0.512987012987013	0.0127873098089997	GO:0071944	GO:CC	cell periphery	18964	3132	1.5746658650511
query_1	TRUE	0.000317499626666965	6678	149	86	0.577181208053691	0.0128781072177299	GO:0032502	GO:BP	developmental process	18123	8832	1.56637541682495
query_1	TRUE	0.000328725131029195	1215	149	29	0.194630872483221	0.0238683127572016	GO:0072359	GO:BP	circulatory system development	18123	20273	2.90312370536084
query_1	TRUE	0.000391047219911138	6937	149	88	0.590604026845638	0.0126855989620874	GO:0023052	GO:BP	signaling	18123	7671	1.54296046973093
query_1	TRUE	0.000404134306969574	3	154	3	0.0194805194805195	1	GO:0018636	GO:MF	phenanthrene 9,10-monooxygenase activity	18679	4230	121.292207792208
query_1	TRUE	0.000467407209022603	6961	149	88	0.590604026845638	0.0126418618014653	GO:0007154	GO:BP	cell communication	18123	3067	1.53764068072454
query_1	TRUE	0.000758716485230672	3701	149	57	0.38255033557047	0.0154012429073223	GO:0048513	GO:BP	animal organ development	18123	14880	1.87326661214364
query_1	TRUE	0.000901566787348781	6474	149	83	0.557046979865772	0.0128205128205128	GO:0048518	GO:BP	positive regulation of biological process	18123	14885	1.5593701600413
query_1	TRUE	0.00102588665982748	1209	149	28	0.187919463087248	0.0231596360628619	GO:0048646	GO:BP	anatomical structure formation involved in morphogenesis	18123	14992	2.81692674071977
query_1	TRUE	0.0010307384738079	11	154	4	0.025974025974026	0.363636363636364	GO:0032052	GO:MF	bile acid binding	18679	5340	44.1062573789847
query_1	TRUE	0.00132957625720427	1079	149	26	0.174496644295302	0.0240963855421687	GO:0009887	GO:BP	animal organ morphogenesis	18123	4220	2.93086439718606
query_1	TRUE	0.00176106803244235	5670	149	75	0.503355704697987	0.0132275132275132	GO:0007275	GO:BP	multicellular organism development	18123	3179	1.60887397464579
query_1	TRUE	0.00198308596236576	8000	149	95	0.63758389261745	0.011875	GO:0032501	GO:BP	multicellular organismal process	18123	8831	1.44436661073825
