query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	enrichment
query_1	TRUE	8.08991345251797e-37	562	223	59	0.26457399103139	0.104982206405694	GO:0031012	GO:CC	extracellular matrix	18964	1199	8.9277244945183
query_1	TRUE	8.957894911545e-37	563	223	59	0.26457399103139	0.104795737122558	GO:0030312	GO:CC	external encapsulating structure	18964	1094	8.91186707978558
query_1	TRUE	5.81573074139356e-31	421	223	48	0.2152466367713	0.114014251781473	GO:0062023	GO:CC	collagen-containing extracellular matrix	18964	2679	9.69581287347017
query_1	TRUE	9.40917771015472e-28	419	217	46	0.211981566820276	0.109785202863962	GO:0030198	GO:BP	extracellular matrix organization	18123	7761	9.16883516821926
query_1	TRUE	1.04667887515846e-27	420	217	46	0.211981566820276	0.10952380952381	GO:0043062	GO:BP	extracellular structure organization	18123	12159	9.14700460829493
query_1	TRUE	1.29406613657281e-27	422	217	46	0.211981566820276	0.109004739336493	GO:0045229	GO:BP	external encapsulating structure organization	18123	13241	9.1036538755542
query_1	TRUE	5.02612916331874e-25	173	224	31	0.138392857142857	0.179190751445087	GO:0005201	GO:MF	extracellular matrix structural constituent	18679	1697	14.9424287778695
query_1	TRUE	8.71818530309154e-24	298	158	39	0.246835443037975	0.130872483221477	REAC:R-HSA-1474244	REAC	Extracellular matrix organization	10622	813	8.79827542264888
query_1	TRUE	4.89553205297157e-17	4564	223	116	0.520179372197309	0.0254163014899211	GO:0005576	GO:CC	extracellular region	18964	241	2.16141139665858
query_1	TRUE	2.2675610218206e-16	6178	223	137	0.614349775784753	0.0221754613143412	GO:0071944	GO:CC	cell periphery	18964	3132	1.88580918549402
query_1	TRUE	2.80541058200102e-15	6164	217	137	0.631336405529954	0.0222258273848151	GO:0048856	GO:BP	anatomical structure development	18123	15191	1.85621506771891
query_1	TRUE	5.58539572989496e-15	5095	217	122	0.56221198156682	0.0239450441609421	GO:0048731	GO:BP	system development	18123	15076	1.99979739782836
query_1	TRUE	1.6527800743105e-14	5670	217	129	0.594470046082949	0.0227513227513228	GO:0007275	GO:BP	multicellular organism development	18123	3179	1.90010240655402
query_1	TRUE	3.32299480304534e-13	3595	223	94	0.42152466367713	0.0261474269819193	GO:0005615	GO:CC	extracellular space	18964	278	2.22358657078528
query_1	TRUE	6.12395472974391e-13	6678	217	139	0.640552995391705	0.0208146151542378	GO:0032502	GO:BP	developmental process	18123	8832	1.73835608497812
