query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	enrichment
query_1	TRUE	2.66006043738526e-25	2816	371	145	0.390835579514825	0.0514914772727273	GO:0009653	GO:BP	anatomical structure morphogenesis	18123	4034	2.51531008790738
query_1	TRUE	9.737288782938e-24	2093	371	120	0.323450134770889	0.0573339703774486	GO:0009888	GO:BP	tissue development	18123	4221	2.80071036428707
query_1	TRUE	3.63541252130189e-22	5095	371	199	0.536388140161725	0.0390578999018646	GO:0048731	GO:BP	system development	18123	15076	1.90794156313071
query_1	TRUE	2.9846929309538e-21	562	390	57	0.146153846153846	0.101423487544484	GO:0031012	GO:CC	extracellular matrix	18964	1199	4.93178209690665
query_1	TRUE	3.26207571666065e-21	563	390	57	0.146153846153846	0.101243339253996	GO:0030312	GO:CC	external encapsulating structure	18964	1094	4.92302227080202
query_1	TRUE	2.84132616902084e-20	1215	371	84	0.226415094339623	0.0691358024691358	GO:0072359	GO:BP	circulatory system development	18123	20273	3.37721872816212
query_1	TRUE	5.58521354916079e-20	6164	371	219	0.590296495956873	0.0355288773523686	GO:0048856	GO:BP	anatomical structure development	18123	15191	1.73555214085438
query_1	TRUE	9.39693793532861e-20	421	390	48	0.123076923076923	0.114014251781473	GO:0062023	GO:CC	collagen-containing extracellular matrix	18964	2679	5.54401607893294
query_1	TRUE	1.34280893593319e-19	5670	371	207	0.557951482479784	0.0365079365079365	GO:0007275	GO:BP	multicellular organism development	18123	3179	1.78337825696316
query_1	TRUE	4.40704916067533e-19	419	371	48	0.129380053908356	0.114558472553699	GO:0030198	GO:BP	extracellular matrix organization	18123	7761	5.5960733102175
query_1	TRUE	4.76624187866307e-19	3457	371	151	0.407008086253369	0.0436794908880532	GO:0010033	GO:BP	response to organic substance	18123	4320	2.13370192281452
query_1	TRUE	4.88710445131587e-19	420	371	48	0.129380053908356	0.114285714285714	GO:0043062	GO:BP	extracellular structure organization	18123	12159	5.58274932614555
query_1	TRUE	6.00425915233665e-19	422	371	48	0.129380053908356	0.113744075829384	GO:0045229	GO:BP	external encapsulating structure organization	18123	13241	5.55629079853349
query_1	TRUE	1.66540475826021e-18	6678	371	227	0.611859838274933	0.0339922132374963	GO:0032502	GO:BP	developmental process	18123	8832	1.660487548526
query_1	TRUE	1.85811862854411e-18	1158	371	79	0.212938005390836	0.0682210708117444	GO:0035295	GO:BP	tube development	18123	10319	3.33253494965295
query_1	TRUE	1.24519438644476e-17	956	371	70	0.188679245283019	0.0732217573221757	GO:0035239	GO:BP	tube morphogenesis	18123	10284	3.57681376805874
query_1	TRUE	3.17865426554902e-17	797	371	63	0.169811320754717	0.0790464240903388	GO:0001568	GO:BP	blood vessel development	18123	472	3.86134324471485
query_1	TRUE	6.58482629461768e-17	2821	371	129	0.347708894878706	0.0457284650833038	GO:0071310	GO:BP	cellular response to organic substance	18123	19397	2.23379237925799
query_1	TRUE	9.13788321216553e-17	2621	371	123	0.331536388140162	0.0469286531858069	GO:0050793	GO:BP	regulation of developmental process	18123	15370	2.29242043581234
query_1	TRUE	1.04907112572026e-16	1209	371	78	0.210242587601078	0.0645161290322581	GO:0048646	GO:BP	anatomical structure formation involved in morphogenesis	18123	14992	3.15155203895313
query_1	TRUE	1.61343532328765e-16	3701	371	152	0.409703504043127	0.0410699810861929	GO:0048513	GO:BP	animal organ development	18123	14880	2.00622983079535
query_1	TRUE	3.24368050115228e-16	834	371	63	0.169811320754717	0.0755395683453237	GO:0001944	GO:BP	vasculature development	18123	680	3.69003664992534
query_1	TRUE	5.61686584393373e-16	3443	371	144	0.388140161725067	0.0418239907057798	GO:0070887	GO:BP	cellular response to chemical stimulus	18123	19167	2.04306248938234
query_1	TRUE	7.56638531971838e-16	4392	371	168	0.452830188679245	0.0382513661202186	GO:0030154	GO:BP	cell differentiation	18123	7739	1.86854314877822
query_1	TRUE	1.7754287576761e-15	4468	371	169	0.455525606469003	0.0378245299910474	GO:0048869	GO:BP	cellular developmental process	18123	15203	1.84769260654381
query_1	TRUE	1.92144992003689e-15	3226	371	137	0.369272237196765	0.0424674519528828	GO:0007166	GO:BP	cell surface receptor signaling pathway	18123	3079	2.07449496426441
query_1	TRUE	2.08262712322057e-15	646	371	54	0.1455525606469	0.0835913312693498	GO:0061061	GO:BP	muscle structure development	18123	17854	4.08335767276126
query_1	TRUE	3.28501698309745e-15	1441	360	91	0.252777777777778	0.0631505898681471	MIRNA:hsa-miR-124-3p	MIRNA	hsa-miR-124-3p	14823	90	2.60022553782096
query_1	TRUE	3.98725868945068e-15	5863	371	201	0.54177897574124	0.0342827903803514	GO:0048522	GO:BP	positive regulation of cellular process	18123	14889	1.67468196782509
query_1	TRUE	4.14281584192684e-15	3595	390	145	0.371794871794872	0.0403337969401947	GO:0005615	GO:CC	extracellular space	18964	278	1.96125673121501
query_1	TRUE	8.73023298847181e-15	715	371	56	0.150943396226415	0.0783216783216783	GO:0048514	GO:BP	blood vessel morphogenesis	18123	14881	3.82594009763821
query_1	TRUE	9.66287830430514e-15	1107	371	71	0.191374663072776	0.0641373080397471	GO:0007167	GO:BP	enzyme linked receptor protein signaling pathway	18123	3080	3.13304699084727
query_1	TRUE	9.68350060155729e-15	741	371	57	0.153638814016173	0.0769230769230769	GO:0071363	GO:BP	cellular response to growth factor stimulus	18123	19448	3.75761973875181
query_1	TRUE	1.18878478254896e-14	769	371	58	0.15633423180593	0.0754226267880364	GO:0070848	GO:BP	response to growth factor	18123	19148	3.68432416517408
query_1	TRUE	1.9064956557996e-14	4564	390	168	0.430769230769231	0.0368098159509202	GO:0005576	GO:CC	extracellular region	18964	241	1.78990089664936
query_1	TRUE	2.47494194578158e-14	1660	371	89	0.23989218328841	0.0536144578313253	GO:0016477	GO:BP	cell migration	18123	5837	2.61901568538304
query_1	TRUE	2.67148838492853e-14	838	390	59	0.151282051282051	0.0704057279236277	GO:0070161	GO:CC	anchoring junction	18964	2765	3.42352365216327
query_1	TRUE	7.75217245255478e-14	3251	371	134	0.361185983827493	0.0412180867425408	GO:0009966	GO:BP	regulation of signal transduction	18123	4279	2.01346465238562
query_1	TRUE	9.03170694905806e-14	1070	371	68	0.183288409703504	0.0635514018691589	GO:2000145	GO:BP	regulation of cell motility	18123	29347	3.1044260271557
query_1	TRUE	1.04228206613202e-13	6474	371	211	0.568733153638814	0.032591906085882	GO:0048518	GO:BP	positive regulation of biological process	18123	14885	1.59208386521412
query_1	TRUE	1.49901175875139e-13	592	371	49	0.132075471698113	0.0827702702702703	GO:2000147	GO:BP	positive regulation of cell motility	18123	29349	4.04324961754207
query_1	TRUE	2.89577429565913e-13	8000	371	242	0.652291105121294	0.03025	GO:0032501	GO:BP	multicellular organismal process	18123	8831	1.47768396226415
query_1	TRUE	3.59471313927864e-13	605	371	49	0.132075471698113	0.0809917355371901	GO:0051272	GO:BP	positive regulation of cellular component movement	18123	15767	3.95636987369406
