Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_MA0139.1	4.69551e-10	CTCFL_HUMAN.H11MO.0.A	7.8648e-10	CTCF_HUMAN.H11MO.0.A	7.8648e-10
pattern_1	SP3_HUMAN.H11MO.0.B	5.26924e-08	SP3_MOUSE.H11MO.0.B	5.26924e-08	SP2_HUMAN.H11MO.0.A	5.26924e-08
pattern_2	PO5F1_MOUSE.H11MO.0.A	1.22858e-15	PO5F1_HUMAN.H11MO.0.A	2.59035e-12	NANOG_HUMAN.H11MO.0.A	3.4538e-12
pattern_3	ERG_MOUSE.H11MO.0.A	7.20483e-07	ETS1_HUMAN.H11MO.0.A	7.20483e-07	ETS1_MOUSE.H11MO.0.A	7.20483e-07
pattern_4	FOSB+JUNB_MA1135.1	1.3419e-07	FOSL2+JUNB_MA1138.1	1.3419e-07	FOSL2+JUND_MA1144.1	3.42337e-07
pattern_5	NFYB_HUMAN.H11MO.0.A	4.13999e-09	NFYB_MOUSE.H11MO.0.A	4.13999e-09	NFYC_HUMAN.H11MO.0.A	5.15519e-05
pattern_6	NRF1_MA0506.1	8.63116e-07	NRF1_HUMAN.H11MO.0.A	8.63116e-07	NRF1_MOUSE.H11MO.0.A	2.00623e-06
pattern_7	NFIC_HUMAN.H11MO.0.A	7.38827e-10	NFIB_MOUSE.H11MO.0.C	5.21569e-06	NFIA_HUMAN.H11MO.0.C	0.000122113
pattern_8	CREB1_MA0018.3	2.08897e-05	ATF1_MOUSE.H11MO.0.B	0.000267176	CREB3_bZIP_1	0.000801528
pattern_9	ZN143_HUMAN.H11MO.0.A	4.23509e-22	ZN143_MOUSE.H11MO.0.A	9.72756e-22	ZNF76_HUMAN.H11MO.0.C	2.58927e-21
pattern_10	RFX3_MOUSE.H11MO.0.C	5.22531e-12	RFX2_HUMAN.H11MO.0.A	4.77746e-10	Rfx1_MA0509.1	1.78618e-09
pattern_11	ZFX_MOUSE.H11MO.0.B	0.0551931	CTCFL_HUMAN.H11MO.0.A	0.0551931	CTCFL_MOUSE.H11MO.0.A	0.0551931
pattern_12	ZBTB33_MA0527.1	0.000243422	KAISO_HUMAN.H11MO.0.A	0.000243422	KAISO_MOUSE.H11MO.0.B	0.000243422
pattern_13	TWST1_HUMAN.H11MO.0.A	8.13429e-08	TWST1_MOUSE.H11MO.0.B	1.22271e-07	TWIST1_MA1123.1	0.00131089
pattern_14	TEAD2_MOUSE.H11MO.0.C	1.34796e-05	TEAD2_MA1121.1	0.00177899	TEAD1_MA0090.2	0.0101248
pattern_15	SP1_HUMAN.H11MO.0.A	0.00486431	THAP1_HUMAN.H11MO.0.C	0.00502485	SP3_HUMAN.H11MO.0.B	0.00502485
pattern_16	REST_HUMAN.H11MO.0.A	6.97322e-16	REST_MA0138.2	1.26156e-15	REST_MOUSE.H11MO.0.A	1.26156e-15
pattern_17	SP3_HUMAN.H11MO.0.B	0.0715322	SP3_MOUSE.H11MO.0.B	0.0715322	USF2_HUMAN.H11MO.0.A	0.0870226
pattern_18	SIX1_HUMAN.H11MO.0.A	1.34873e-05	SIX2_MOUSE.H11MO.0.A	2.99364e-05	SIX4_MOUSE.H11MO.0.C	0.000415076
pattern_19	SP2_HUMAN.H11MO.0.A	0.00852416	SP2_MOUSE.H11MO.0.B	0.00852416	SP2_MA0516.1	0.0399022
pattern_20	SP2_HUMAN.H11MO.0.A	0.00429898	SP2_MOUSE.H11MO.0.B	0.00429898	SP1_MOUSE.H11MO.0.A	0.00494095
