Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	1.74581e-14	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	1.67736e-10	ZNF16(Zf)/HEK293-ZNF16.GFP-ChIP-Seq(GSE58341)/Homer	0.190954
pattern_1	Sp1(Zf)/Promoter/Homer	8.04369e-09	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer	8.65374e-06	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	1.15488e-05
pattern_2	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	1.4154e-10	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	2.61849e-08	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	0.000591977
pattern_3	ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)/Homer	4.38385e-07	ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)/Homer	4.38385e-07	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer	1.08754e-06
pattern_4	Fra2(bZIP)/Striatum-Fra2-ChIP-Seq(GSE43429)/Homer	2.21316e-06	Fos(bZIP)/TSC-Fos-ChIP-Seq(GSE110950)/Homer	2.21316e-06	JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)/Homer	2.21316e-06
pattern_5	NFY(CCAAT)/Promoter/Homer	1.02711e-09	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.337206	Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer	0.796281
pattern_6	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	1.68492e-07	NRF(NRF)/Promoter/Homer	7.26193e-07	Egr1(Zf)/K562-Egr1-ChIP-Seq(GSE32465)/Homer	1.0
pattern_7	Tlx?(NR)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	2.01727e-10	NF1(CTF)/LNCAP-NF1-ChIP-Seq(Unpublished)/Homer	1.62195e-06	NF1-halfsite(CTF)/LNCaP-NF1-ChIP-Seq(Unpublished)/Homer	0.0238525
pattern_8	CRE(bZIP)/Promoter/Homer	4.77731e-06	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer	0.000295375	Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)/Homer	0.00068454
pattern_9	GFY-Staf(?,Zf)/Promoter/Homer	1.45204e-17	Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer	1.42885e-16	GFY(?)/Promoter/Homer	3.31574e-07
pattern_10	RFX(HTH)/K562-RFX3-ChIP-Seq(SRA012198)/Homer	2.2544e-11	Rfx2(HTH)/LoVo-RFX2-ChIP-Seq(GSE49402)/Homer	7.2416e-11	Rfx1(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	1.66493e-08
pattern_11	Sp1(Zf)/Promoter/Homer	0.709945	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	0.709945	Slug(Zf)/Mesoderm-Snai2-ChIP-Seq(GSE61475)/Homer	0.709945
pattern_12	GFX(?)/Promoter/Homer	0.000337428	ZBTB33(Zf)/GM12878-ZBTB33-ChIP-Seq(GSE32465)/Homer	0.00109524	E2F1(E2F)/Hela-E2F1-ChIP-Seq(GSE22478)/Homer	1.0
