Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	FOS_HUMAN.H11MO.0.A	0.0016441	JUN_MOUSE.H11MO.0.A	0.0016441	FOSL2+JUN_MA1130.1	0.0016441
pattern_1	CTCF_HUMAN.H11MO.0.A	4.23226e-14	CTCF_MA0139.1	3.18703e-13	CTCF_MOUSE.H11MO.0.A	3.9864e-12
pattern_2	SP2_HUMAN.H11MO.0.A	5.35252e-15	SP2_MOUSE.H11MO.0.B	5.35252e-15	SP3_HUMAN.H11MO.0.B	8.9805e-14
pattern_3	Ascl2.mouse_bHLH_1	0.0030274	Ascl2_MA0816.1	0.0030274	NHLH1_MA0048.2	0.0030274
pattern_4	FOXL2_MOUSE.H11MO.0.C	0.000830569	Foxc1.mouse_forkhead_2	0.0017271	FOXL1_MA0033.2	0.00387082
pattern_5	ETS1_MOUSE.H11MO.0.A	3.23437e-06	ETS1_HUMAN.H11MO.0.A	9.52197e-06	ERG_MOUSE.H11MO.0.A	0.000108248
pattern_6	TEAD4_HUMAN.H11MO.0.A	1.12324e-06	TEAD4_MOUSE.H11MO.0.A	1.12324e-06	TEAD1_HUMAN.H11MO.0.A	0.000172287
pattern_7	NRF1_MA0506.1	2.60968e-06	NRF1_NRF_1	0.00315289	NRF1_MOUSE.H11MO.0.A	0.0050811
pattern_8	RUNX1_HUMAN.H11MO.0.A	0.0001105	RUNX1_MOUSE.H11MO.0.A	0.0001105	RUNX2_MOUSE.H11MO.0.A	0.0001105
pattern_9	NFYB_HUMAN.H11MO.0.A	2.01393e-07	NFYB_MOUSE.H11MO.0.A	2.01393e-07	NFYC_MOUSE.H11MO.0.B	7.81053e-05
pattern_10	CREM_HUMAN.H11MO.0.C	0.000842159	CREM_MOUSE.H11MO.0.C	0.000842159	CREB1_MA0018.3	0.000863452
pattern_11	WT1_HUMAN.H11MO.0.C	0.000165777	WT1_MOUSE.H11MO.0.B	0.000165777	VEZF1_HUMAN.H11MO.0.C	0.000165777
pattern_12	VEZF1_HUMAN.H11MO.0.C	7.6769e-08	WT1_HUMAN.H11MO.0.C	7.6769e-08	WT1_MOUSE.H11MO.0.B	7.6769e-08
pattern_13	ZBTB18_MA0698.1	0.00016859	ZNF238_C2H2_2	0.00016859	ZNF238_C2H2_1	0.000225174
pattern_14	CEBPA_MA0102.3	1.33601e-05	CEBPA_MOUSE.H11MO.0.A	1.33601e-05	CEBPA_HUMAN.H11MO.0.A	3.22759e-05
pattern_15	SP2_HUMAN.H11MO.0.A	0.000136841	SP2_MOUSE.H11MO.0.B	0.000136841	SP1_MOUSE.H11MO.0.A	0.000136841
pattern_16	IRF1_HUMAN.H11MO.0.A	5.50894e-07	IRF1_MA0050.2	1.25667e-06	IRF1_MOUSE.H11MO.0.A	1.33217e-06
pattern_17	PRDM6_HUMAN.H11MO.0.C	0.0206202	ZNF384_MA1125.1	0.0742371	ANDR_HUMAN.H11MO.0.A	0.213467
pattern_18	RBPJ_MA1116.1	0.105822	SUH_MOUSE.H11MO.0.A	0.105822	Stat5a+Stat5b_MA0519.1	0.105822
pattern_19	Rfx1_MA0509.1	5.8399e-06	RFX2_MOUSE.H11MO.0.A	5.8399e-06	RFX3_MOUSE.H11MO.0.C	2.23158e-05
pattern_20	ZN143_MOUSE.H11MO.0.A	8.01726e-19	THA11_HUMAN.H11MO.0.B	5.83912e-18	THA11_MOUSE.H11MO.0.B	1.06278e-17
pattern_21	RREB1_MA0073.1	1.0	KLF9_MA1107.1	1.0		
pattern_22	RREB1_MA0073.1	0.102093	EGR2_HUMAN.H11MO.0.A	0.127288	KLF9_MA1107.1	0.199212
